2,2,40,96,1997,-1431528,-1461722.31,-1178181,true,126533,606290
2,2,41,27,290,-980700,133177.11,1176416,true,983071,267507
2,2,42,65,2061,-109627,-157210.78,1479508,false,-423059,-665527
2,2,43,113,725,1387381,1545827.32,-15216,true,482124,841729
2,2,44,80,2774,633098,-108625.20,1747809,false,696005,-1503105
2,2,45,70,802,-1290630,-1027031.58,-643810,true,1242808,422251
2,2,46,97,947,-1536631,1255919.23,1306267,true,1642531,-638599
2,2,47,125,1912,377549,-1438092.51,1867388,false,579282,353004
2,2,48,225,134,797576,1031665.29,-578580,false,1745328,-1492103
2,2,49,27,2106,223317,-44253.08,-196749,false,229862,-1574110
2,2,50,165,1832,1871191,-745473.74,396838,true,870112,-1081118
2,2,51,110,1486,-610524,-473142.63,-384395,false,1461444,553040
2,2,52,135,1610,1754490,-821890.75,1320232,false,-343178,-806501
2,2,53,106,1382,1349131,-459742.69,1876284,true,-1802822,1660479
2,2,54,82,873,2061833,-462362.93,-1770496,true,-1651475,1429314
2,2,55,121,1122,-1738295,-1086056.35,1221044,false,-646518,1280287
2,2,56,50,2575,1718541,-1173666.53,786914,true,-1830478,-1420096
2,2,57,141,1295,-309382,-340512.01,32078,false,2063721,1989551
2,2,58,117,149,2153452,-2083955.48,-1513212,true,-383658,-133570
2,2,59,138,2765,1784960,609109.70,1655821,true,-597687,1265346
2,2,60,227,1739,958005,2092101.29,1616745,true,35959,-2258598
2,2,61,190,2297,-359535,-267586.70,-115772,false,-103141,1617609
2,2,62,28,990,-208893,105825.81,1190478,false,2009748,-84752
2,2,63,32,2624,-1615462,352477.81,-968477,true,-1792338,2142341
2,3,1,73,2311,43493,-30440.61,28730,true,-3313,-31639
2,3,2,179,1192,70215,-29632.69,97652,true,-111322,99787
2,3,3,55,2748,162891,-33554.33,-140476,false,-136973,122405
2,3,4,33,507,-181807,-110766.23,141201,false,-63859,139686
2,3,5,45,1829,233444,-162771.33,107709,false,-243267,-186731
2,3,6,134,1514,-49235,-59961.61,4637,false,330873,305897
2,3,7,216,1030,383744,-381139.38,-271985,true,-69588,-20184
2,3,8,221,2833,365834,126389.62,332132,false,-123457,254823
2,3,9,45,680,215237,475586.45,364744,false,712,-500679
2,3,10,83,172,-82620,-59605.98,-20937,true,-18317,394822
2,3,11,113,96,-50442,25458.25,311145,true,534849,-23659
2,3,12,141,1334,-468557,106619.41,-272416,false,-510108,616052
2,3,13,73,2806,774938,371689.96,-332699,true,70988,-673950
2,3,14,99,2502,35862,-756327.79,-495173,false,-316316,138035
2,3,15,171,524,837215,528644.12,476468,false,-71217,-532674
2,3,16,88,1536,-344217,468040.51,-642189,true,133758,139529
2,3,17,126,291,300616,-786086.77,914428,true,974750,-518763
2,3,18,194,2296,52081,849832.62,551116,false,705767,-10913
2,3,19,26,2679,-415743,-406360.05,1000026,false,-121799,702009
2,3,20,106,2148,596255,-79125.24,841082,false,1204369,-896816
2,3,21,204,644,-568743,1088077.68,1203461,false,1094219,-993949
2,3,22,79,2341,-90295,-618883.92,1282803,true,1245871,148905
2,3,23,3,1063,1114844,1113615.84,-1056150,false,-1322988,851884
2,3,24,196,1994,922818,746519.15,-1009925,true,169118,-1017702
2,3,25,194,300,-616019,-998365.65,-256112,false,-1023490,1335107
2,3,26,22,315,-948672,-1046640.96,619438,true,1337044,109702
2,3,27,59,289,-524570,612981.14,955366,true,-730981,-1494380
2,3,28,208,888,-1300003,174311.89,-1263209,true,-323913,-344146
2,3,29,146,29,440404,-121014.39,922961,false,1104744,1473538
2,3,30,82,946,838464,802164.87,1648385,false,-1464063,57545
2,3,31,85,2342,-1098840,-1399870.08,-1419124,false,1547040,1569527
2,3,32,79,2081,-484632,-680087.74,-1593384,false,1487329,-1495439
2,3,33,142,927,-818420,-765319.06,-933381,false,-1026273,1398191
2,3,34,194,342,1828825,857758.08,140975,false,620106,-495612
2,3,35,130,2338,-99345,-234836.42,1255212,false,1297027,1753873
2,3,36,163,2067,-83832,2106214.71,-1534428,true,-1482742,378345
2,3,37,133,2539,725401,-592658.70,-985454,false,-1834306,-1874720
2,3,38,108,753,-1941748,-136702.03,643915,true,-1047568,-1114129
2,3,39,179,2104,-2095865,-2136085.79,-1727713,true,182194,891010
2,3,40,126,458,-1434133,192321.83,1718301,true,1434121,395636
2,3,41,58,2492,-161959,-233335.66,2169630,false,-615290,-976895
2,3,42,130,1490,2034028,2260737.72,-18999,false,706758,1232173
2,3,43,34,863,926606,-163431.54,2558943,false,1017445,-2203118
2,3,44,20,964,-1891185,-1502196.90,-946393,true,1824046,621939
2,3,45,114,1273,-2253029,1844926.35,1920081,true,2411307,-936235
2,3,46,205,272,555963,-2109059.07,2742010,false,849420,515910
2,3,47,139,1294,1172515,1513948.29,-846376,false,2565588,-2190278
2,3,48,31,1954,327366,-68092.12,-285772,true,338491,-2313427
2,3,49,56,1980,2750562,-1092381.68,583034,false,1281926,-1588803
2,3,50,171,1612,-900712,-693453.99,-566909,true,2150508,811738
2,3,51,10,2299,2584577,-1205861.61,1946801,false,-508063,-1182424
2,3,52,183,1477,1988589,-674797.69,2765600,true,-2648572,2440825
2,3,53,13,2223,3040077,-683264.33,-2610202,false,-2431673,2102570
2,3,54,163,387,-2564188,-1603557.23,1794021,true,-955684,1885503
2,3,55,144,2762,2529986,-1726011.33,1158027,false,-2697717,-2093996
2,3,56,74,1745,-455714,-498321.61,47513,true,3038448,2936606
2,3,57,215,1087,3178019,-3069796.38,-2231816,false,-565488,-199215
2,3,58,161,448,2630396,896687.62,2444402,false,-880207,1867359
