691,170,1026,11,1,1360,753575#q7PkffhxvkDGk,18.3600,-6219986,2280325.920,4418937,-549035,-6138394.0500,-1574930.17
692,125,876,113,4,983,5109666#vIfkETA1AvBaz,4.0352,-1577138,5415217.040,561545,-1290107,-6847435.3500,-5642623.31
693,130,934,212,2,209,1508706#jP8Z7mAqPGjUc,-1.7159,-4647028,2960942.900,-6769937,-6102931,-6077213.1100,-2474185.48
694,83,2210,58,8,616,4628627#nyqaDfqAamuAi,-0.4180,-2225910,6184716.980,5101999,2907331,-6934368.0900,-5966339.77
695,120,279,205,7,581,3002030#ypg9dJtAMX9X5,15.6650,2483202,-3657434.190,450475,-1934681,1400483.7700,-3979699.27
696,221,592,213,6,1080,447253#1ZAYaj1fVqh2m,3.5412,1689433,367208.210,1106315,3148171,5442314.8200,-6857471.3
697,223,1316,57,1,12,5085415#ZIjvWO7Nl2pXy,12.0810,4236848,-2911247.070,-4555757,-1950071,-2254028.2700,588520.41
698,163,2309,173,7,1359,668470#RMKexYPyBS2ga,-3.2480,3243125,350370.270,3812452,-786393,-5919348.3900,-5723189.19
699,34,754,80,1,26,4547523#r91bJEtwGxC6V,13.3970,-6425945,-4437725.590,-4929995,-1558291,558287.5900,2701551.45
700,56,974,86,2,442,225380#bKAdXwUVGaJ5s,-10.8700,-6786091,251543.160,755408,4773483,6990040.1200,5846768.43
701,164,58,174,2,361,3926267#aQsjH7Puy01jL,-10.1200,5288737,5447620.310,-6475800,-3450006,-3517974.8200,5692457.83
702,160,895,121,7,1142,652443#yWWjR2e3W3DNj,4.7390,1966617,-2522589.870,-264242,-4892643,-3949702.4000,5967127.4
703,131,1111,52,6,792,1722879#wbXI2Q1MBHl04,7.7550,-4643146,1305358.480,4467678,7023609,3116261.9400,-2568067.38
704,15,1824,16,2,512,1497113#tRjMUCtyTAX37,-1.2928,-5307285,3713823.220,4113463,938545,-888927.1300,3890946.61
705,17,944,142,1,616,21666#vIfkETA1AvBaz,10.4650,38285,-303367.210,2354963,-3932085,4594849.7700,-765354.84
706,43,1657,168,2,497,801022#itGjOaGZMnu2u,8.1146,-5320582,6179703.040,3597011,-508881,259515.4300,3497333.05
707,30,583,172,5,1473,6337463#Jvwm6qJVdq2ao,2.0072,4670781,4362434.180,-6151129,-6943006,3447795.8200,6037632.62
