2416,120,620,70,4,217,4906887#NJOgAN1wWgCml,-49.0200,-16900669,18240056.160,17567489,-15735430,-23150830.2700,1.6548481E7
2417,139,576,140,3,123,6161327#wjTM2LVQPoxxS,58.3820,19529450,10354611.690,-23737812,-20322046,-21839918.2000,5804.25
2418,219,809,31,4,1340,1347861#MIXSkohnODQF9,-8.5700,5800865,-1845261.460,-9442695,-17748391,14789643.8100,5152552.39
2419,224,255,24,2,318,7336066#cjVTCu5O680Vp,-2.1933,6436680,10041495.220,8987091,-18294987,-19122517.9700,-1.280336477E7
2420,57,1298,88,5,536,7741394#v8s14hZbae1a6,-51.9400,15257880,-19681047.690,11742323,-13486766,-6809982.9200,-2061521.23
2421,208,1005,97,4,416,17646462#s2yXJqHhHpy31,-25.8600,-9637324,-12436856.250,1967366,-1065719,-18212932.9600,-1.79356782E7
2422,22,1956,5,5,250,7531774#COu8MkKc0SJov,-21.0100,-13038430,-6700833.050,-1516366,-20064515,7924898.5100,7547899.01
2423,13,1027,63,4,1355,19440136#rT1g7ECRgeKEq,-44.4700,-1468079,-23926402.970,-3891189,16609646,11109550.6900,-2.404397815E7
2424,102,2332,57,6,1057,2490595#mODv3IgRF9klV,14.4200,12849055,-8357510.060,-6605956,16384045,-21953089.0900,8729643.99
2425,217,1202,186,8,171,2475962#8nGKV4EmYN0Uz,66.4000,-14442811,-7608817.600,3957624,22547640,-2324568.7900,-1550530.29
2426,90,2411,101,1,1152,3042898#bFZNIE09lYkkH,-16.5380,-6521957,17463637.050,-11208238,-4448321,6805401.3500,-2.239577357E7
2427,136,1008,111,1,590,23882229#sTv7Zh6MSKdDF,68.6290,5632269,-24024271.650,23516768,-2481328,-21132505.5200,1.002552138E7
2428,141,1813,58,1,407,9051583#pubrLuKvpCIzs,-3.2760,-3130328,5739792.310,-18396626,-11266993,13527795.1900,-1.980425135E7
2429,154,1394,5,7,945,16871792#4lGTmBGehBAa2,43.3220,-2758105,23178700.460,-18715365,-1141620,-14007549.2000,9675830.81
2430,22,1456,65,7,1477,22980282#IyNyqsvJ6khJz,30.7300,-23254862,6580871.980,-6408292,-13319052,-7403779.9600,-3896040.11
2431,162,1434,196,7,1119,10197638#eiklDZTFWylJW,-49.2200,20525100,-7160062.300,10115177,-17096078,-11734829.2900,7380816.6
2432,10,271,215,8,287,649822#TIZyI29OBHRaL,-45.7100,3679128,-1962609.810,2394159,23986202,5350976.5100,-2.222741872E7
2433,122,1051,197,8,1334,1754170#msruTTXHStF0J,17.4681,-5654155,-17517308.600,-15358999,9154600,-19140159.2700,1.751832387E7
2434,134,316,37,4,257,12002662#Kt6KAoyB5ba3E,-24.8660,22525002,-21762470.190,9004599,-18019678,-24241988.2200,537033.9
2435,169,2079,211,2,602,17733168#vs8JzgopJhFO3,-9.8300,-16850611,-12038129.350,-18133481,3242396,595663.7100,-2.052195247E7
2436,142,216,78,3,801,20970256#sQ9oJ9Cb8IX1M,-51.4200,-19231931,-10750286.620,-5157954,-17433,18323594.7900,8536.21
2437,81,1757,15,5,54,616663#WLzOZfGjPAMzq,-23.4200,16995708,-14679627.880,20348499,13063289,21204635.5400,-1.188929634E7
2438,91,2103,125,5,508,3770186#iTfvQmNjzGVba,57.7500,1065336,-21935064.380,14910270,15858309,-4108364.2000,-7525944.92
