1289,683,1520,-1287773,3811744.27
1290,541,1686,2283862,-8588754.53
1291,1042,1215,11131492,-155837.38
1292,450,833,11960351,1.056057836E7
1293,1285,269,-7358844,-3040533.87
1294,432,1246,-10018170,-1066856.96
1295,64,2047,-8590021,-2729438.39
1296,1145,969,1405610,1546980.15
1297,702,1497,-6862835,-5661898.46
1298,67,958,9883515,6016469.7
1299,429,1455,-1593381,-7413808.18
1300,1161,31,9909172,-2932918.49
1301,1170,398,223168,1933553.34
1302,1253,105,10225267,6214344.8
1303,810,483,256776,5768879.37
1304,660,1738,-10111264,8136607.77
1305,896,1267,8214959,-462649.58
1306,1204,604,-9814664,5942756.23
1307,786,1617,-3801282,-3569092.32
1308,410,2183,1196299,-8678920.94
1309,1265,193,2971399,-1.290148004E7
1310,953,1775,10110235,7205332.63
1311,458,360,-5108513,5331357.65
1312,238,112,3274849,3636321.02
1313,1306,2015,7926427,1.092249936E7
1314,932,1064,8405728,-1.194719406E7
1315,819,2014,-13073974,1.096852637E7
1316,331,948,7822310,1854717.17
1317,541,376,-11071944,-6565412.03
1318,979,1687,-6114931,-1.101035035E7
1319,884,2126,8074387,-9568620.84
1320,657,157,8064854,9652907.13
1321,1216,811,5081231,-6688604.77
1322,999,299,6392208,-2264923.31
1323,854,3,-6377035,6615811.54
1324,450,2003,3799890,1.102821282E7
1325,152,431,2840192,-1620675.83
1326,731,158,-7272405,-9380664.48
1327,320,1046,11400239,-8054720.8
1328,707,625,4082137,6957022.94
1329,472,1069,-9314615,326593.97
1330,46,94,11389309,4025669.74
1331,887,757,8254430,-1563247.96
1332,1033,304,311077,-9149154.59
1333,1319,189,-8973985,-5367027.33
1334,1269,288,-11589084,1.008718811E7
1335,383,1187,-10211889,-2190924.54
1336,18,1128,-6856819,1.290314531E7
1337,595,158,-466703,9435097.25
1338,1425,1489,9609876,9361553.73
1339,223,512,-1337363,3959744.27
1340,1201,102,2372076,-8921554.53
1341,6,527,11562470,-162237.38
1342,1014,2068,12422989,1.096937836E7
1343,465,1417,-7643410,-3158133.87
1344,627,927,-10405232,-1108456.96
1345,792,1069,-8921842,-2835038.39
1346,378,1237,1460175,1606980.15
1347,388,1051,-7127237,-5880298.46
1348,807,1017,10264317,6248469.7
1349,561,1089,-1654354,-7699408.18
1350,5,1163,10290437,-3045718.49
1351,728,1573,231913,2007953.34
1352,844,246,10618119,6452744.8
1353,418,987,266717,5990479.37
1354,856,705,-10498949,8448607.77
1355,550,1128,8530017,-480249.58
1356,516,590,-10190210,6169956.23
1357,1176,511,-3946762,-3705892.32
1358,1219,201,1242383,-9010920.94
1359,542,1388,3084693,-1.339428004E7
1360,508,889,10496436,7480532.63
1361,154,1532,-5303413,5534557.65
1362,471,1426,3399805,3774721.02
1363,1406,227,8228115,1.133849936E7
1364,230,424,8725689,-1.240159406E7
1365,970,1742,-13571282,1.138532637E7
1366,1040,1442,8119132,1925117.17
1367,1423,92,-11492647,-6815012.03
1368,532,1638,-6347138,-1.142795035E7
1369,1160,584,8380684,-9931020.84
1370,761,697,8370127,1.001850713E7
1371,721,53,5273370,-6941404.77
1372,1066,1821,6633967,-2350523.31
1373,591,1186,-6618105,6866211.54
1374,512,298,3943731,1.144501282E7
1375,435,1735,2947740,-1681475.83
1376,1001,9,-7546322,-9734264.48
1377,1092,1501,11829494,-8357920.8
1378,157,467,4235948,7218622.94
1379,1029,1910,-9665283,338593.97
1380,956,1403,11817435,4176869.74
1381,1429,915,8564146,-1621647.96
1382,1024,1513,322528,-9492354.59
1383,1310,442,-9310521,-5568627.33
1384,322,345,-12023548,1.046558811E7
1385,275,855,-10594090,-2273324.54
1386,543,154,-7113414,1.338634531E7
1387,1235,1768,-483960,9787897.25
1388,831,825,9969107,9711153.73
1389,1219,1706,-1386952,4107744.27
1390,405,720,2460289,-9254354.53
1391,426,2041,11993448,-168637.38
1392,122,1101,12885628,1.137817836E7
1393,1101,363,-7927976,-3275733.87
1394,822,608,-10792294,-1150056.96
1395,64,91,-9253663,-2940638.39
1396,1067,1505,1514739,1666980.15
1397,75,604,-7391638,-6098698.46
1398,91,1076,10645118,6480469.7
1399,693,723,-1715327,-7985008.18
1400,305,92,10671702,-3158518.49
1401,286,546,240659,2082353.34
1402,434,387,11010971,6691144.8
1403,26,1491,276659,6212079.37
1404,1052,1875,-10886634,8760607.77
1405,204,989,8845075,-497849.58
1406,1284,575,-10565756,6397156.23
1407,110,1607,-4092243,-3842692.32
1408,573,421,1288467,-9342920.94
1409,1275,381,3197987,-1.388708004E7
1410,63,3,10882638,7755732.63
1411,1306,502,-5498312,5737757.65
1412,703,539,3524762,3913121.02
1413,50,641,8529804,1.175449936E7
1414,984,1985,9045650,-1.285599406E7
1415,1121,1470,-14068590,1.180212637E7
1416,293,1936,8415953,1995517.17
1417,849,2011,-11913350,-7064612.03
1418,85,1589,-6579344,-1.184555035E7
1419,1436,1244,8686981,-1.029342084E7
1420,865,1237,8675400,1.038410713E7
1421,225,1497,5465509,-7194204.77
1422,1133,1141,6875726,-2436123.31
1423,328,167,-6859176,7116611.54
1424,574,795,4087571,1.186181282E7
1425,718,837,3055288,-1742275.83
1426,1271,2062,-7820239,-1.008786448E7
1427,408,1956,12258749,-8661120.8
1428,1063,308,4389759,7480222.94
1429,131,549,-10015950,350593.97
1430,410,511,12245560,4328069.74
1431,515,1073,8873863,-1680047.96
1432,1015,521,333978,-9835554.59
1433,1300,694,-9647058,-5770227.33
1434,831,402,-12458011,1.084398811E7
1435,167,523,-10976290,-2355724.54
1436,1068,1381,-7370009,1.386954531E7
1437,419,1176,-501216,1.014069725E7
1438,237,162,10328337,1.006075373E7
1439,759,698,-1436542,4255744.27
1440,1065,1338,2548503,-9587154.53
1441,846,1353,12424426,-175037.38
1442,686,134,13348266,1.178697836E7
1443,281,1511,-8212542,-3393333.87
1444,1017,289,-11179356,-1191656.96
1445,792,1315,-9585484,-3046238.39
1446,300,1773,1569304,1726980.15
1447,1217,158,-7656040,-6317098.46
1448,831,1135,11025920,6712469.7
1449,825,357,-1776300,-8270608.18
1450,605,1224,11052967,-3271318.49
1451,1300,1721,249404,2156753.34
1452,25,528,11403823,6929544.8
1453,1090,1995,286600,6433679.37
1454,1248,842,-11274319,9072607.77
1455,1314,850,9160133,-515449.58
1456,596,561,-10941302,6624356.23
1457,500,501,-4237723,-3979492.32
1458,1382,641,1334551,-9674920.94
1459,552,1576,3311281,-1.437988004E7
1460,1074,1319,11268839,8030932.63
1461,1002,1674,-5693212,5940957.65
1462,936,1853,3649718,4051521.02
1463,150,1055,8831492,1.217049936E7
1464,282,1345,9365611,-1.331039406E7
1465,1272,1198,-14565898,1.221892637E7
1466,1002,228,8712775,2065917.17
1467,275,1727,-12334053,-7314212.03
1468,1094,1540,-6811551,-1.226315035E7
1469,256,1904,8993278,-1.065582084E7
1470,969,1777,8980673,1.074970713E7
1471,1186,739,5657648,-7447004.77
1472,1200,461,7117485,-2521723.31
1473,65,1350,-7100246,7367011.54
1474,636,1292,4231412,1.227861282E7
1475,1001,2141,3162836,-1803075.83
1476,85,1913,-8094156,-1.044146448E7
1477,1180,209,12688004,-8964320.8
