2,7,32,39,793,-181165,4377336.95,-3173438,false,-3065214,782893
2,7,33,106,907,1500582,-1230585.90,-2058902,false,-3809086,-3891469
2,7,34,86,1294,-4058648,-294784.67,1348704,true,-2181640,-2336846
2,7,35,20,2889,-4394113,-4469018.91,-3628794,false,374752,1875985
2,7,36,219,398,-3009215,397771.91,3600637,false,3000927,840713
2,7,37,150,1172,-344449,-498796.78,4576213,false,-1285634,-2062689
2,7,38,76,2639,4297293,4762924.12,-32237,false,1492978,2598724
2,7,39,163,638,1957462,-355922.10,5407804,true,2146405,-4661702
2,7,40,104,1826,-4007425,-3176588.98,-2012635,false,3872218,1325602
2,7,41,204,2494,-4785413,3926998.03,4089842,true,5128839,-1988346
2,7,42,178,1961,1188521,-4487940.51,5842944,false,1807182,1093488
2,7,43,35,3039,2505632,3228732.29,-1798540,true,5482068,-4672678
2,7,44,65,1545,698321,-153083.48,-603158,false,725777,-4949251
2,7,45,188,948,5893845,-2332393.04,1248586,false,2753942,-3403505
2,7,46,68,1554,-1940551,-1482903.03,-1220919,false,4619654,1738739
2,7,47,154,1592,5566116,-2585022.25,4197338,false,-1100303,-2532679
2,7,48,97,1819,4290638,-1448995.69,5967137,true,-5693272,5250071
2,7,49,152,560,6569425,-1480241.93,-5639733,false,-5246505,4531573
2,7,50,193,318,-5550105,-3474521.95,3865556,false,-2073438,4073594
2,7,51,189,2978,5469560,-3726958.53,2502434,false,-5839413,-4535296
2,7,52,41,2699,-986847,-1071112.01,103538,true,6576346,6374066
2,7,53,138,1163,6903719,-6654672.38,-4844924,false,-1226688,-437923
2,7,54,34,2707,5710201,1944292.90,5317089,true,-1909387,4060408
2,7,55,208,319,3074497,6698299.49,5184276,false,136394,-7267724
2,7,56,84,758,-1172218,-877964.90,-394094,false,-352081,5206222
2,7,57,65,1842,-687728,348694.81,3847803,true,6466860,-269376
2,7,58,46,863,-5183608,1117370.61,-3134003,false,-5781498,6890793
2,7,59,192,1131,8121323,4022408.68,-3576790,false,814358,-7153971
2,7,60,168,1785,297695,-7556736.79,-4962778,false,-3130193,1424838
2,7,61,173,2509,7994153,4944969.04,4483747,false,-732459,-5108423
2,7,62,149,2292,-3090383,4155444.47,-5795366,false,1216488,1315285
2,7,63,89,2364,2657776,-6827295.97,7961314,false,8458725,-4473730
2,8,1,138,1091,-22137,-30737.61,1779,false,150368,130516
2,8,2,42,111,290602,-291517.48,-206658,true,-53058,-14216
2,8,3,221,2833,365834,126389.62,332132,false,-123457,254823
2,8,4,182,1230,255170,562495.85,432056,true,2607,-595191
2,8,5,188,1134,-112719,-82212.58,-31245,true,-27537,527734
2,8,6,131,143,-76560,38705.65,456090,false,777964,-33729
2,8,7,142,2300,-723425,161254.61,-427096,true,-795048,955227
2,8,8,50,2081,1266006,615721.96,-549550,true,120679,-1107106
2,8,9,43,213,56643,-1296042.79,-849745,true,-539639,240162
2,8,10,139,2626,1492955,933281.22,843627,true,-131802,-951918
2,8,11,199,1155,-628793,850154.91,-1176197,true,245958,261369
2,8,12,113,2529,572596,-1483149.37,1727530,true,1838286,-975106
2,8,13,165,1400,97453,1638731.62,1062901,true,1363942,-19193
2,8,14,180,826,-825613,-790056.55,1960394,true,-246594,1384490
2,8,15,199,2931,1191575,-153683.64,1688131,true,2403289,-1784951
2,8,16,12,2581,-1148413,2204795.88,2446979,true,2220441,-2019895
2,8,17,61,1943,-182233,-1277009.92,2633286,true,2562308,307907
2,8,18,181,463,2319474,2323427.34,-2196810,true,-2768088,1779123
2,8,19,188,1480,1937393,1586688.75,-2142640,false,347598,-2148230
2,8,20,87,2275,-1314066,-2122454.95,-539266,true,-2193940,2843458
2,8,21,13,2076,-2054232,-2265618.96,1328089,false,2879194,236022
2,8,22,173,1763,-1139642,1335368.74,2079614,true,-1587786,-3247210
