1376,985,2019-04-06 21:13:36.000,3010327,-2780244,5486488.37,12440166,-8211502
1377,338,2017-03-18 19:32:45.000,2658251,4618734,-5170004.97,9326662,-4520315
1378,2989,2017-02-20 14:23:13.000,-12500396,-12814452,-1.118715121E7,-2947587,8789947
1379,2223,2015-04-22 08:49:40.000,1823435,3164030,-3423023.83,-3228920,-6454392
1380,2019,2019-09-10 06:43:51.000,-13062162,11694884,1.307930516E7,-10336766,1047368
1381,1615,2018-10-13 20:10:22.000,-12540499,-12871420,-7817704.36,-10759734,8095090
1382,226,2013-10-17 09:57:13.000,-8455443,6043228,-1.015095485E7,9250110,21068
1383,12,2016-12-14 01:56:12.000,-2050038,-7866862,8695985.17,-3734245,-5046438
1384,1934,2019-02-22 13:34:56.000,-12020365,-5905718,7254598.94,-13035410,6723732
1385,3251,2017-03-30 21:51:59.000,-13255900,-10173921,6297757.94,829511,744258
1386,725,2020-02-24 18:37:39.000,-12810626,-7895188,736327.39,-2654832,7459568
1387,2016,2019-11-27 18:37:11.000,-3381939,11763699,-3556086.16,-2096003,2567064
1388,198,2018-03-12 04:56:35.000,-283626,-7511635,2607587.9,-12958305,7823429
1389,2092,2013-03-18 02:58:39.000,-11848121,7096270,1.353898206E7,-4876805,13087093
1390,1149,2013-09-12 21:07:35.000,851898,-10692972,-1.132303134E7,4058190,-13410077
1391,247,2016-01-17 15:27:10.000,4390927,-793477,9924671.83,13710206,3993379
1392,285,2016-12-06 01:19:47.000,11977208,5363715,918517.51,-10184553,-6481615
1393,3239,2013-09-04 15:17:21.000,-4597879,-8082834,-6084896.98,5570124,6317315
1394,1926,2016-12-01 05:56:08.000,-5114539,11441551,-7180226.79,-9599611,-4569247
1395,876,2014-02-05 08:54:37.000,-12246590,13151383,9948074.2,8958765,-10985798
1396,468,2016-10-19 13:17:33.000,-915420,-6906586,1.232496451E7,12111678,-2210609
1397,1120,2017-08-14 03:05:21.000,1230622,-7326045,-1.332128574E7,10342203,5963441
1398,648,2014-03-04 10:52:38.000,-2540495,-12955809,-1.04676223E7,9470986,-6582920
1399,2303,2014-12-03 09:41:01.000,13744630,381926,-9065653.77,10729920,2871521
1400,2748,2016-02-09 00:26:22.000,-7545857,13243212,8617096.03,-6121862,1875474
1401,3403,2014-04-21 06:25:30.000,12799117,8837501,3826523.26,-1790607,-5478446
1402,1888,2013-12-06 01:00:56.000,589901,-2607251,-2558344.63,6275540,-1751566
1403,1864,2016-11-21 04:07:55.000,11105972,12541673,-1.282559925E7,-12699918,913806
1404,2018,2018-10-04 02:34:44.000,-9787650,120440,-1.057586401E7,-5686448,2090816
1405,2427,2017-01-12 06:38:25.000,7014322,9461150,-960142.93,12199066,-9457452
1406,859,2018-11-04 15:35:20.000,-8810182,6308695,5374959.48,-10975613,-6578920
1407,615,2015-04-10 01:28:02.000,-7337824,755187,8888317.45,-13002277,-4467852
1408,1811,2016-03-24 09:54:15.000,8086939,11920137,3496858.66,-8425514,8528296
1409,1078,2016-04-09 00:11:13.000,-3694990,10501725,1.090797674E7,-12516641,5191640
1410,557,2015-12-05 19:11:50.000,2735207,-8259348,-1.20290789E7,-812225,-4834016
1411,362,2017-04-14 17:09:36.000,13136041,-11631268,6157862.75,5452014,-2588654
1412,3905,2017-05-25 13:14:54.000,-13480298,-9661585,-7972081.47,1511217,3587275
1413,3372,2015-09-23 05:03:57.000,10032334,-12990307,-1.328007615E7,-1311587,-13903918
1414,155,2019-03-28 04:03:24.000,-13469024,-8790634,6647217.42,370172,912780
1415,2145,2018-09-11 08:37:51.000,5429190,-2496582,1.39262699E7,12353740,-5178104
1416,1209,2019-03-11 01:15:52.000,4060752,-10645449,-2493316.59,-1214126,-5478621
1417,302,2014-04-01 15:20:24.000,-6896889,-5536848,1.295521445E7,11310773,-13588455
1418,3309,2017-06-22 19:37:07.000,-12911964,642308,-1.113354324E7,-1433649,-9882731
1419,2812,2014-09-25 14:11:07.000,9230929,6331441,2768771.81,12634760,-4946210
1420,1156,2019-11-21 17:16:37.000,2562214,13869635,-1.384921101E7,-2510110,-7774852
1421,2922,2018-06-03 20:29:36.000,-12020547,9283982,-6655865.46,4882598,9760053
1422,605,2017-05-31 13:54:43.000,-3566882,12469887,-9813068.38,-661945,2467631
1423,1233,2013-12-26 14:59:36.000,7039115,10227476,514979.74,6453130,845384
1424,899,2015-11-19 17:22:42.000,-4282898,14134322,1.249204286E7,-14139917,7741564
1425,327,2020-01-05 19:40:41.000,-12505252,-9208753,1.148156875E7,-5320896,-8119852
1426,3441,2019-04-27 16:26:45.000,3119893,-2881367,5685688.37,12891866,-8510120
1427,346,2017-05-24 00:55:36.000,2755131,4786719,-5358004.97,9665522,-4684615
1428,1898,2017-04-29 11:52:25.000,-12954241,-13279493,-1.159275121E7,-3054387,9108610
1429,1230,2015-08-09 01:32:45.000,1889349,3279075,-3547023.83,-3346029,-6688267
1430,3858,2019-09-21 16:03:50.000,-13535785,12118735,1.355290516E7,-10711264,1085463
1431,2380,2018-11-14 10:16:55.000,-12994291,-13337485,-8100904.36,-11149125,8387890
1432,3740,2014-03-09 03:57:07.000,-8761057,6261895,-1.051815485E7,9585112,22033
1433,3189,2017-02-24 13:45:55.000,-2124212,-8151064,9010385.17,-3869360,-5228663
1434,3612,2019-03-18 05:13:54.000,-12454424,-6119431,7516998.94,-13506306,6966457
1435,2625,2017-06-05 01:02:34.000,-13734794,-10541469,6524957.94,859401,770821
1436,1646,2020-02-25 23:39:12.000,-13273088,-8179803,762727.39,-2750245,7728693
1437,1585,2019-12-04 10:43:29.000,-3503733,12187856,-3684086.16,-2171751,2659776
1438,1113,2018-04-26 07:27:38.000,-293704,-7781952,2701187.9,-13425217,8105579
1439,799,2013-08-22 05:17:39.000,-12274664,7351915,1.402618206E7,-5052260,13558068
1440,701,2014-02-06 03:54:52.000,882472,-11077699,-1.173023134E7,4203852,-13892727
1441,692,2016-04-20 06:51:20.000,4548717,-822223,1.028147183E7,14202993,4137167
1442,2207,2017-02-17 20:22:44.000,12407584,5556196,951317.51,-10550439,-6714440
1443,3730,2014-01-29 23:19:25.000,-4762880,-8372730,-6303296.98,5770363,6544165
1444,3364,2017-02-13 12:30:34.000,-5298211,11851870,-7437826.79,-9944108,-4733072
1445,1317,2014-06-23 13:06:26.000,-12685560,13622437,1.03048742E7,9280180,-11379698
1446,2726,2017-01-04 15:51:11.000,-948541,-7154044,1.276656451E7,12545802,-2289859
1447,3107,2017-10-11 18:52:04.000,1274526,-7587987,-1.379808574E7,10712233,6176916
1448,3820,2014-07-19 11:01:38.000,-2631271,-13418885,-1.08420223E7,9809864,-6818145
1449,109,2015-04-02 12:32:18.000,14235786,395426,-9389653.77,11113678,2974317
1450,3795,2016-05-12 07:35:04.000,-7815440,13715998,8925096.03,-6340482,1942330
1451,58,2014-09-02 19:15:28.000,13255651,9153137,3963323.26,-1854483,-5674058
1452,1580,2014-04-28 06:13:21.000,611203,-2700468,-2649544.63,6499703,-1814216
1453,301,2017-02-04 21:55:00.000,11501664,12988462,-1.328239925E7,-13152485,946306
1454,3691,2018-11-06 05:10:29.000,-10136077,124602,-1.095266401E7,-5889286,2164982
1455,1361,2017-03-25 22:32:07.000,7263681,9798177,-994542.93,12633080,-9793977
1456,3151,2018-12-05 20:37:49.000,-9123382,6532693,5566159.48,-11366024,-6812995
1457,3116,2015-08-01 08:38:27.000,-7598368,782300,9204317.45,-13464277,-4626896
1458,2277,2016-06-23 20:30:55.000,8373856,12343352,3620858.66,-8724901,8831014
1459,3261,2016-07-08 13:57:59.000,-3826281,10874128,1.129517674E7,-12960547,5375540
1460,3502,2016-03-13 09:25:48.000,2832339,-8552340,-1.24554789E7,-841018,-5005662
1461,1503,2017-06-21 02:02:53.000,13601397,-12043184,6376262.75,5645416,-2680154
1462,2028,2017-07-29 10:09:07.000,-13957629,-10003774,-8254481.47,1564870,3714400
