1,2719,2003-12-28 07:06:14.000,16165,-292,-3876.74,-2065,-1296
2,2650,2002-12-13 23:13:09.000,-6554,2824,-4744.63,-1023,2633
3,2401,2011-01-31 10:10:01.000,26582,31581,-35199.25,-28042,3806
4,2346,2016-03-21 01:53:48.000,-31680,3890,-25464.01,-6970,14168
5,827,2011-06-18 17:34:40.000,32284,24394,3057.07,46674,-34752
6,3510,2016-06-13 18:25:48.000,-40568,36751,21359.48,-44105,-24820
7,1331,2006-08-02 16:36:20.000,-42606,-3976,40317.45,-66291,-14634
8,556,2009-03-21 00:47:41.000,53263,70117,24858.66,-42664,52178
9,2850,2009-04-29 22:21:53.000,-18842,74441,66376.74,-87259,42440
10,634,2008-05-15 04:40:24.000,15511,-55572,-89878.9,-6021,-27914
11,3793,2012-02-14 08:17:48.000,106073,-97620,42662.75,36758,-26654
12,1427,2012-06-04 03:56:33.000,-115016,-80293,-64881.47,8933,27775
13,1834,2007-10-13 12:48:14.000,91032,-120093,-131276.15,-11393,-134218
14,972,2017-07-08 09:35:06.000,-126604,-95178,61617.42,9840,13980
15,2450,2016-01-04 21:47:07.000,48276,-25862,150269.9,131642,-59536
16,1460,2017-05-20 04:45:52.000,51642,-111779,-29316.59,-9818,-65003
17,483,2003-08-18 21:10:14.000,-76243,-65928,164814.45,132501,-160537
18,2733,2012-08-08 00:03:58.000,-165048,10124,-135143.24,-15799,-124731
19,3306,2004-12-14 07:34:31.000,115613,93909,35971.81,165338,-72810
20,2304,2019-04-30 04:57:39.000,34164,188121,-185211.01,-40706,-108452
21,669,2015-03-25 11:57:37.000,-180663,134226,-92665.46,74228,137153
22,3241,2012-05-28 17:22:14.000,-61296,184327,-158668.38,-15075,44931
23,975,2002-10-24 10:30:37.000,110977,166558,-220.26,98110,7890
24,384,2008-02-10 12:20:19.000,-64404,230754,216842.86,-243573,139830
25,3116,2019-09-02 05:53:42.000,-213322,-154099,191968.75,-89376,-139152
26,1486,2017-09-22 06:18:30.000,52031,-49909,108088.37,244266,-148802
27,122,2012-04-25 18:15:59.000,42491,83139,-94004.97,177442,-84215
28,998,2012-02-14 10:14:45.000,-246567,-258331,-235951.21,-64001,186060
29,1503,2007-04-09 13:26:20.000,43743,57801,-75023.83,-66991,-139767
30,3469,2018-11-06 18:44:09.000,-274327,250893,292105.16,-225320,18803
31,615,2016-06-12 23:13:15.000,-288129,-287665,-171304.36,-246163,189490
32,3623,2003-03-30 03:59:46.000,-203879,139219,-236554.85,205070,-5000
33,715,2011-08-05 18:34:00.000,-47340,-193422,207185.17,-86126,-126363
34,3800,2017-05-24 23:02:46.000,-300786,-135467,169798.94,-321218,170157
35,498,2012-05-10 08:06:19.000,-325776,-250125,163357.94,22481,27071
36,3375,2020-01-23 02:55:56.000,-324152,-210597,23527.39,-78681,193193
37,1860,2019-05-31 15:47:26.000,-93515,311460,-100086.16,-50821,63826
38,3010,2014-11-10 08:58:16.000,-11506,-213076,80387.9,-351681,205379
39,1624,2001-08-06 12:25:32.000,-331474,193855,384582.06,-139520,370768
40,1452,2002-11-20 05:50:34.000,26400,-305343,-328631.34,125316,-378527
41,25,2009-02-14 07:34:27.000,130597,-17349,291071.83,404943,111117
42,3425,2011-06-23 14:59:57.000,357042,166728,32917.51,-305631,-195340
43,1775,2002-10-14 14:21:24.000,-142866,-255642,-188096.98,163671,192365
44,2410,2011-06-05 20:26:38.000,-155395,362952,-225026.79,-298206,-145972
45,762,2003-11-19 15:35:41.000,-394386,432911,314474.2,280574,-350498
46,2398,2011-02-06 16:09:32.000,-21139,-225234,401764.51,390330,-70859
47,2505,2013-04-13 09:03:41.000,45200,-253625,-447685.74,351407,199616
48,1500,2004-01-17 06:49:47.000,-89557,-452743,-358822.3,321294,-231845
49,2576,2006-01-16 04:36:39.000,483418,17440,-317653.77,368468,96043
