1,14,2,1,7,1,2054,-1160
2,211,2,1,5,2,3022,-24835
3,32,2,6,6,3,1950,23636
4,148,2,3,3,9,2192,4466
5,28,2,1,6,8,686,-1194
6,2,1,1,2,3,1802,22073
7,189,2,4,9,6,2422,-22202
8,52,2,2,6,1,1515,-34632
9,84,1,3,1,3,1788,31999
10,202,1,2,7,2,244,24333
11,53,1,4,7,3,2328,-15002
12,189,1,1,5,6,1351,-54605
13,124,2,6,3,4,2182,-34270
14,139,1,4,3,1,47,-7673
15,168,2,5,5,8,524,-93252
16,153,1,5,1,6,485,-53572
17,7,2,6,3,9,112,156842
18,10,1,5,8,7,1736,-156768
19,157,1,1,2,5,847,50123
20,186,2,2,4,3,258,79109
21,75,1,6,2,7,1258,-94999
22,190,2,5,4,3,951,-120560
23,181,2,5,8,6,725,-233017
24,219,1,4,5,3,1733,-177088
25,215,1,3,3,6,1818,-220467
26,11,1,6,7,1,1659,144035
27,75,2,2,4,6,1492,-135857
28,46,1,1,8,5,1382,-123009
29,195,2,3,4,7,854,-96521
30,170,2,6,2,2,2907,-202093
31,134,2,4,7,5,2902,202902
32,40,2,1,8,6,2999,50630
33,195,2,2,5,7,2121,77120
34,63,2,1,6,1,854,326361
35,74,2,3,2,9,3024,-161281
36,183,1,2,9,4,2448,-201566
37,107,2,4,5,9,1317,127550
38,154,1,2,6,6,6,241309
39,13,2,2,6,8,866,-363939
40,211,1,2,3,6,3056,50338
41,202,2,4,7,5,2109,373907
42,151,2,4,4,5,2928,-278286
43,113,1,1,7,4,1578,191544
44,225,1,2,9,8,1255,272483
45,151,2,1,9,2,1222,-157388
46,122,1,4,8,7,2428,-405106
47,58,2,2,1,6,1478,-295518
48,220,1,4,9,8,2833,200391
49,211,2,5,9,5,1647,437132
50,181,2,3,5,1,1468,-26254
51,197,2,3,6,9,1533,-264214
52,220,2,1,3,6,219,-427135
53,46,2,2,5,5,1325,509226
54,110,1,3,9,6,3050,183813
55,219,2,5,4,2,326,43803
56,162,2,1,4,7,2754,235697
57,125,2,6,4,7,670,-174430
58,151,1,6,1,6,2061,-290536
59,104,2,3,6,4,2020,248615
60,107,1,6,9,8,600,131150
61,63,1,6,8,8,5,-122656
62,58,1,3,3,4,893,-248144
63,17,1,4,5,7,132,-193226
64,155,1,4,8,6,2418,-29160
65,76,1,5,2,6,2010,-396943
66,212,1,1,8,4,1677,-237383
67,101,2,2,9,2,1011,644711
68,135,1,2,7,5,616,-589495
69,119,1,6,6,2,2596,158410
70,192,2,4,2,1,2386,285753
71,186,2,3,7,6,2877,-299305
72,109,2,2,3,7,2823,-398162
73,161,1,2,5,3,12,-722826
74,156,1,2,7,8,1933,-557936
75,189,1,1,9,8,1368,-665349
76,123,1,6,9,7,2911,414976
77,30,1,4,8,8,2489,-382612
78,95,1,2,3,5,2258,-345209
79,186,1,5,2,8,2268,-273280
80,151,2,6,6,9,2249,-528128
81,174,1,1,5,3,2346,526824
82,145,2,3,7,9,1285,126081
83,7,2,1,4,2,2561,184801
84,85,1,5,4,1,2849,810334
85,189,2,5,6,6,2852,-399454
86,48,1,3,1,6,1392,-471890
87,129,2,4,5,4,97,291741
88,89,2,4,6,8,2543,565376
89,220,1,2,1,8,2731,-826225
90,54,1,2,8,3,2843,125645
91,187,1,3,7,2,1156,820163
92,86,2,2,3,4,431,-601479
93,173,1,1,6,7,477,421891
94,34,2,2,1,9,2343,583748
95,218,2,4,9,9,1715,-334279
96,94,1,4,7,8,2046,-849067
97,136,2,6,5,8,579,-601236
98,156,2,4,4,4,2694,408032
99,22,1,5,2,2,347,881746
100,13,2,3,1,3,2949,-43195
101,153,2,4,5,8,1012,-527268
102,2,2,1,1,1,474,-829434
103,60,2,4,4,8,700,994816
104,72,2,3,5,3,851,363160
105,183,2,3,2,5,3023,88802
106,95,1,6,6,2,649,449321
107,61,2,2,8,8,1975,-326659
108,23,2,3,5,2,2607,-546439
109,124,1,3,2,5,2252,465231
110,12,1,4,2,5,956,237967
111,73,1,2,9,4,739,-230309
