183,84,2,5,2,1,383,400163
184,129,1,1,9,1,725,1778280
185,192,2,2,5,8,2508,-875801
186,5,1,4,2,1,2337,-1012538
187,173,2,3,5,3,713,620123
188,186,2,3,6,3,1503,1213510
189,180,1,2,1,8,347,-1750798
190,194,1,2,9,6,2417,276259
191,157,1,1,7,5,2307,1712675
192,184,2,4,1,2,1552,-1247865
193,66,1,2,5,3,1332,882584
194,106,1,2,3,2,1462,1206279
195,126,2,4,9,5,2702,-688061
196,38,1,4,6,1,1282,-1736989
197,65,2,2,4,2,1839,-1212673
198,28,2,4,3,5,2416,823314
199,98,1,5,7,5,804,1770973
200,131,2,3,1,7,2854,-77077
201,65,2,1,3,6,3027,-1053376
202,20,2,1,6,9,983,-1634033
203,88,2,2,2,4,2507,1965996
204,223,2,3,7,6,2567,721854
205,111,2,5,7,2,2303,178799
206,188,1,5,1,1,2553,876569
207,160,2,6,7,1,1528,-631116
208,221,2,4,4,3,642,-1058246
209,164,1,3,3,7,2716,898463
210,49,1,6,6,8,1668,451601
211,93,1,6,2,5,2207,-445616
212,119,1,3,4,7,2576,-828761
213,150,2,4,2,7,96,-670094
214,201,1,2,5,5,358,-93621
215,27,2,5,2,9,354,-1308018
216,162,1,1,9,7,2196,-788818
217,156,2,2,9,8,649,2108318
218,56,1,3,4,8,313,-1887674
219,3,1,3,9,2,1729,483269
220,210,2,4,5,2,2656,905683
221,63,1,6,4,3,1620,-912221
222,93,2,3,9,1,2325,-1230970
223,101,2,5,5,3,932,-2192253
224,194,1,6,4,5,2533,-1700480
225,113,1,1,9,5,18,-1999995
226,5,1,4,6,5,551,1227801
227,122,2,4,2,5,2423,-1122877
228,15,1,3,6,5,1829,-1011809
229,159,2,5,5,4,396,-803555
230,94,2,6,9,3,275,-1506233
231,67,2,2,8,6,678,1498590
232,8,2,3,4,7,2257,352436
233,122,2,4,1,5,822,507844
234,151,2,5,7,1,2720,2262253
235,80,2,3,9,4,2336,-1113975
236,97,1,4,2,3,1281,-1282862
237,195,2,2,5,7,2549,784314
238,121,1,6,6,5,983,1537577
239,160,2,2,6,8,2212,-2213085
240,37,1,2,5,3,2204,351566
241,142,2,6,7,2,1354,2158931
242,120,2,2,9,1,2113,-1571058
243,126,1,3,5,5,231,1112930
244,142,1,2,4,3,2550,1517545
245,194,2,1,9,3,139,-864952
246,10,1,4,6,2,900,-2180950
247,143,2,6,8,3,941,-1518392
248,191,1,4,7,1,2277,1030955
249,136,2,5,1,2,2561,2215586
250,190,2,3,5,9,1278,-94018
251,21,2,3,2,5,2506,-1316430
252,29,2,1,4,4,1237,-2036333
253,102,2,4,1,6,1882,2451586
254,185,1,3,4,3,368,901201
255,75,2,3,5,5,1943,223797
256,121,2,5,3,5,448,1090193
257,96,2,2,2,2,2833,-783344
258,93,1,2,8,8,1188,-1314150
259,184,2,3,8,8,2948,1115079
260,181,1,4,8,5,2024,558418
261,103,1,2,3,1,2941,-553270
262,215,1,5,2,5,2118,-1022300
263,43,1,2,4,1,1103,-829050
264,217,1,2,1,1,2729,-115108
265,162,1,5,8,7,1840,-1611709
266,221,1,3,7,5,331,-972629
267,23,2,4,6,1,1548,2596187
268,181,1,6,3,6,2250,-2320401
269,192,1,2,4,8,421,591556
270,216,2,6,3,9,1727,1112327
271,174,2,3,9,2,182,-1116527
272,12,2,6,8,5,1140,-1508572
273,81,1,2,2,9,219,-2682062
274,131,1,4,6,1,2733,-2081328
275,87,1,5,6,7,2625,-2444877
276,117,1,4,8,2,1803,1498742
277,77,1,6,6,7,363,-1369632
278,64,1,4,1,5,2705,-1234009
279,150,1,1,3,5,1810,-980314
280,75,2,6,4,1,2674,-1832268
281,107,1,5,6,4,122,1822512
282,113,2,5,3,1,543,427887
283,161,2,3,9,9,1262,615525
284,173,1,3,5,1,1658,2746226
285,195,2,5,4,1,2164,-1352148
286,189,1,5,3,5,225,-1553186
287,217,2,2,5,2,1329,948505
288,56,2,2,6,7,463,1861644
289,140,1,2,1,8,1020,-2675371
290,107,1,2,1,9,1991,426873
291,127,1,5,7,8,401,2605187
292,55,2,6,8,9,2673,-1894251
