2071,111,2600,33,7,300,15095557#VDxGYbIkwUzYG,-22.3600,-8243449,-10640106.750,1683516,-912419,-15581051.9600,-1.53428782E7
2072,43,1332,5,5,495,6444205#y7zNTcJDGgJN7,-17.5100,-11153855,-5733258.050,-1295866,-17164065,6780052.0100,6455899.01
2073,1,2494,91,8,1061,16633360#Z4MUr6bpMJJAs,-37.4700,-1256941,-20470614.970,-3329614,14210046,9505147.1900,-2.057197815E7
2074,23,171,162,2,406,2132055#5ao6rcAyaPmzE,11.7950,10994055,-7149667.060,-5652731,14018745,-18784409.5900,7469643.99
2075,185,538,150,6,1431,2118699#y4z6bgn7Xesmp,56.6000,-12358036,-6510801.100,3387299,19294040,-1989387.7900,-1326530.29
2076,23,2586,206,3,1369,2604012#tx8OukmGjlj0G,-13.7380,-5579670,14944701.050,-9592596,-3807821,5823724.8500,-1.916457357E7
2077,123,271,119,3,1017,20438320#QPi3r3Z4YADYx,59.1790,4819044,-20559296.150,20126364,-2122578,-18084219.0200,8580721.38
2078,3,2125,137,8,732,7747924#CmOeY5hXFEwhK,-3.4510,-2678303,4912245.310,-15745211,-9642555,11577346.6900,-1.694825135E7
2079,89,751,128,5,945,14441171#S51wnuSLrvko6,37.0220,-2359542,19838562.960,-16018486,-976858,-11989921.7000,8281430.81
2080,27,1583,80,7,452,19671711#vrUiAqjzkXo7E,26.5300,-19905537,5631766.480,-5485430,-11400846,-6336566.9600,-3336040.11
2081,131,1205,100,6,1266,8729752#Nj6PshztMdVkR,-42.2200,17569438,-6129564.300,8660052,-14635840,-10044448.2900,6316816.6
2082,54,1663,137,3,315,557450#nOM1c07J434M9,-38.7100,3148878,-1680548.310,2050746,20533452,4580752.5100,-1.902981872E7
2083,110,818,140,5,833,1502051#X7C9d4tbPDLAS,15.4731,-4840755,-14996913.100,-13150425,7838337,-16385879.7700,1.499832387E7
2084,108,1650,21,6,1335,10277180#BQw36By70PIkE,-21.7160,19286585,-18634250.690,7709074,-15429153,-20755396.7200,458633.9
2085,197,1799,211,4,469,15184423#961S9FMR7LJsg,-7.7300,-14429773,-10308513.350,-15526593,2776546,509801.7100,-1.757075247E7
