826,1480,2018-08-21 01:48:56.000,1805095,-1667885,3295288.37,7471466,-4926698
827,250,2015-03-21 08:21:28.000,1592571,2770899,-3102004.97,5599202,-2713015
828,3197,2015-02-04 18:01:59.000,-7508095,-7698995,-6725551.21,-1772793,5284660
829,1347,2012-01-12 16:55:43.000,1098375,1898529,-2059023.83,-1940727,-3881767
830,1445,2019-05-08 00:03:58.000,-7852303,7032517,7869705.16,-6217288,628323
831,1062,2017-10-31 08:58:12.000,-7548793,-7744705,-4702504.36,-6476427,4874290
832,882,2009-06-30 03:58:16.000,-5093695,3637891,-6111754.85,5565094,10447
833,444,2014-10-08 15:49:23.000,-1234124,-4740646,5237585.17,-2247974,-3041963
834,3131,2018-06-07 09:26:16.000,-7245722,-3554875,4368198.94,-7855554,4053757
835,2275,2015-04-03 10:55:36.000,-7988072,-6130893,3798557.94,500721,452071
836,2387,2020-02-11 11:20:39.000,-7723544,-4764429,445927.39,-1605289,4499193
837,2826,2019-09-15 09:28:02.000,-2042211,7097972,-2148086.16,-1262781,1547226
838,1926,2016-11-01 01:15:03.000,-172762,-4538148,1577987.9,-7822273,4719779
839,591,2008-06-24 01:29:36.000,-7156154,4284175,8179782.06,-2946800,7906368
840,2146,2009-04-17 18:27:19.000,515584,-6460975,-6843831.34,2455908,-8100927
841,3214,2013-03-23 14:01:14.000,2655237,-477277,5999871.83,8289543,2411717
842,2729,2014-09-16 07:47:15.000,7243066,3246424,557717.51,-6159807,-3920540
843,1769,2009-03-28 22:54:33.000,-2782874,-4893978,-3682496.98,3367495,3821965
844,1832,2014-09-06 05:37:27.000,-3094147,6928048,-4346626.79,-5810150,-2767172
845,3887,2009-12-08 10:44:41.000,-7417914,7969783,6023274.2,5423206,-6652898
846,3147,2014-06-24 09:07:37.000,-551083,-4184554,7467364.51,7336314,-1338859
847,2849,2015-11-07 21:31:20.000,747672,-4444689,-8076485.74,6271879,3615216
848,1141,2010-01-17 09:13:42.000,-1541965,-7861967,-6349222.3,5743334,-3995445
849,2851,2011-04-22 02:17:01.000,8341914,233432,-5501653.77,6508588,1740771
850,3030,2013-04-18 17:50:33.000,-4580444,8042566,5229096.03,-3717036,1140058
851,888,2010-04-02 09:15:47.000,7777243,5365511,2321723.26,-1087965,-3326708
852,1345,2009-08-13 15:44:19.000,355579,-1581864,-1555144.63,3809747,-1062416
853,3339,2014-08-11 00:30:11.000,6753354,7626994,-7800799.25,-7721681,556306
854,3270,2017-10-04 22:01:31.000,-5954947,74652,-6431064.01,-3455224,1274990
855,2360,2014-11-04 23:47:39.000,4271379,5753853,-581742.93,7424912,-5755677
856,3164,2017-11-26 08:08:01.000,-5364976,3844717,3271759.48,-6681092,-4004095
857,615,2011-11-10 18:33:26.000,-4471846,456944,5412317.45,-7920283,-2718374
858,616,2013-06-22 13:10:58.000,4930852,7264772,2132858.66,-5132251,5198392
859,651,2013-07-17 16:36:50.000,-2250789,6405292,6648776.74,-7633669,3168740
860,3535,2012-12-16 06:38:03.000,1666755,-5036436,-7338678.9,-495502,-2945904
861,3535,2015-04-04 15:23:32.000,8017125,-7100192,3755462.75,3324592,-1582154
862,966,2015-06-11 23:18:24.000,-8229651,-5897506,-4865681.47,921034,2188900
863,2487,2012-08-09 06:23:30.000,6126822,-7934152,-8114476.15,-800797,-8494393
864,3705,2018-07-24 13:05:09.000,-8227359,-5374562,4060017.42,228613,559680
865,721,2017-08-22 04:22:12.000,3315260,-1525942,8514269.9,7552202,-3167238
866,3414,2018-06-24 19:46:56.000,2485744,-6507221,-1525316.59,-741005,-3351842
867,513,2010-01-28 20:12:07.000,-4217349,-3387558,7930414.45,6919309,-8313201
868,1398,2015-07-24 14:30:31.000,-7904247,393950,-6812743.24,-876637,-6049231
869,2445,2010-11-22 04:43:53.000,5649912,3880982,1695171.81,7736058,-3031660
870,1607,2019-09-01 23:34:53.000,1569051,8494754,-8481211.01,-1539987,-4763052
