346,143,2216,100,5,1185,224061#Y5vBoWuEyaPq2,1.0212,839283,184438.210,545352,1567221,2704884.3200,-3407871.3
347,156,1381,207,1,187,2532140#0LysN4JlIThBa,7.5310,2114273,-1448891.070,-2272882,-970859,-1124518.7700,291720.41
348,225,1861,142,6,1030,336526#1qbv1osx1IuI8,-2.8980,1620525,173879.270,1902152,-390630,-2954680.3900,-2850389.19
349,116,714,197,1,355,2270843#nhe07uRvxptPu,8.8470,-3207870,-2213227.090,-2462145,-780941,275830.5900,1351951.45
350,176,247,158,7,389,114409#BNLywIODKytRS,-3.8700,-3397066,130453.660,375308,2390683,3498776.1200,2923568.43
351,135,1036,203,6,211,1967814#3CHOZMlzomrM0,-3.1200,2652712,2732197.810,-3245300,-1725731,-1760813.8200,2853257.83
352,88,1218,70,2,592,327598#qsq1fKPGzEfeN,3.1640,983467,-1262694.870,-132555,-2448593,-1982051.4000,2993527.4
353,209,429,28,7,729,866576#9azdrUhwvV8AM,2.5050,-2336296,650749.980,2245528,3527330,1567291.4400,-1285667.38
354,180,411,24,5,358,753160#UYu7R6bZRrmAT,-1.0478,-2667322,1871906.220,2070338,467907,-442085.6300,1958946.61
355,39,1912,44,8,1068,15838#9U55ybdWoeyW0,5.9150,23410,-148285.710,1189376,-1976936,2316202.7700,-384554.84
356,39,2387,16,8,1425,406737#btjGwrIE44den,4.9296,-2684382,3117234.540,1815948,-257581,133952.9300,1766933.05
357,1,1819,25,1,531,3204277#R8Q5ASPMYJymk,-1.3528,2362619,2202293.680,-3104029,-3505394,1743061.3200,3047232.62
358,202,1336,76,3,42,2203581#vF3iYsXvOkmyu,-9.0700,-2246517,520163.210,-2018059,-2512969,-2256275.6400,-260247.86
359,55,1119,210,6,787,603432#ExV5ci27nwnmg,2.2240,-2823945,674563.170,-580837,-2916852,-104784.5700,-408465.32
360,158,1701,148,3,971,3307019#xTZV9KFNzBAth,2.2900,1766424,2006410.630,1376087,-2709685,-1382537.2000,-14975.36
361,151,11,40,3,1254,319070#KZWT4F1gfM30l,0.4270,-2201546,691332.740,2016891,-6241,-1931899.2000,-1443935.68
362,33,493,114,2,840,3450816#16qUy1de981vO,2.5580,2566386,-487374.640,-2379398,-2331411,-775906.0700,1949174.67
363,188,959,29,4,947,1690585#iPIVnEEJ0BIeV,-4.8170,-1508920,-1419671.030,-1333806,939947,-134066.5200,-89128.6
364,87,1149,52,3,940,2983929#s22A7OdIMzFHh,11.6280,2583017,-3366062.710,430553,68670,-1693129.4000,1914894.96
365,28,2079,129,4,293,200042#KPplruIbBn3cW,4.6790,2575051,-358293.500,-626940,2827550,-2213173.0700,1468252.32
366,141,2460,191,6,24,745735#BY0D6nurMXGGe,-8.0200,-2562456,2755299.160,2663743,-2375847,-3509021.7700,2510081.0
367,11,788,62,3,85,935897#Ap5qCwss0CfBw,5.0820,2958275,1572493.690,-3607837,-3080009,-3319500.7000,5804.25
368,41,1824,55,1,494,206482#U6inDdKRUDMzR,1.6800,889578,-282956.460,-1440274,-2703216,2244955.8100,790152.39
369,211,1664,102,2,278,1124402#nFKFIijeg30eC,-0.7583,985218,1533482.720,1375441,-2798402,-2924483.9700,-1946564.77
370,82,451,61,3,775,1191480#uNZw29jxn4IJD,-10.9400,2339805,-3015859.690,1789060,-2067631,-1033390.4200,-323121.23
371,59,1377,14,8,372,2705447#VPm392IR0plfr,-5.3600,-1473199,-1913037.750,304816,-167819,-2797629.9600,-2749278.2
372,145,168,5,5,1263,1161727#lmZbsPIqLjEuS,-0.5100,-2000205,-1033608.050,-224866,-3076165,1219369.0100,1151899.01
373,40,1766,197,7,55,3000448#i4CZ4Hzh5Etdj,-3.4700,-231416,-3685358.970,-601964,2554846,1712330.1900,-3707978.15
374,223,2012,218,2,1464,390575#q7PkffhxvkDGk,-0.9550,1984055,-1283001.060,-1022781,2530145,-3393680.5900,1349643.99
375,92,1049,10,3,1432,383424#iivWJ0gApNl92,9.0000,-2231986,-1177578.100,617149,3490840,-361365.7900,-238530.29
