729,69,2,1,3,1,2308,-2571140
730,131,2,6,4,1,2866,-4766583
731,13,2,3,6,4,1232,4737810
732,155,2,5,3,5,402,1106951
733,53,2,6,9,9,2160,1584654
734,144,2,3,5,1,1271,7101983
735,95,2,6,4,5,616,-3495710
736,109,1,3,7,5,2949,-3986102
737,188,2,3,5,2,2572,2426224
738,152,1,1,6,7,1897,4778247
739,187,2,2,6,8,2520,-6835950
740,56,1,2,1,9,74,1104636
741,219,2,2,7,8,995,6621491
742,156,2,6,8,9,1604,-4802988
743,45,1,2,9,3,1449,3416395
744,48,2,2,5,4,1202,4630200
745,188,2,1,9,1,2017,-2633862
746,184,1,4,1,3,137,-6620560
747,15,2,4,3,9,1127,-4575577
748,5,1,4,2,6,887,3107365
749,62,2,5,8,8,1789,6661721
750,99,2,3,5,2,803,-263428
751,35,2,6,1,4,353,-3946970
752,119,2,1,2,8,725,-6059328
753,15,2,6,9,4,1746,7307486
754,32,1,3,5,9,2834,2694671
755,169,2,1,3,8,1400,673782
756,132,2,6,5,9,797,3226433
757,137,2,4,6,3,598,-2305629
758,175,1,1,3,4,534,-3873185
759,157,2,3,4,9,2211,3281239
760,139,1,2,1,2,2527,1626588
761,203,1,4,4,6,1110,-1629805
762,40,1,1,4,3,595,-2957690
763,108,1,6,6,4,2002,-2418610
764,145,1,3,6,2,1978,-329978
765,150,2,5,5,5,1415,-4648624
766,130,1,5,9,3,23,-2810744
767,55,2,6,3,3,1362,7474877
768,69,1,1,2,4,221,-6647666
769,34,1,4,8,5,2626,1674421
770,49,2,2,1,2,1608,3178762
771,144,1,3,5,1,1087,-3159582
772,110,2,1,7,9,1518,-4284597
773,108,2,2,8,6,2265,-7580152
774,182,1,3,8,6,1676,-5889808
775,59,1,3,3,9,1182,-6893697
776,102,1,5,1,3,2090,4208157
777,81,1,2,1,9,1162,-3837182
778,100,1,3,5,5,2294,-3456009
779,60,1,3,1,2,665,-2747899
780,112,2,6,8,8,2208,-5092618
781,53,1,6,4,2,676,5061732
782,33,2,1,2,8,1745,1182402
783,92,2,5,8,4,2600,1692335
784,166,1,1,3,1,209,7585956
785,210,2,2,8,2,444,-3733883
786,201,1,4,8,7,1893,-4256426
787,210,2,3,5,6,1352,2590415
788,87,2,3,6,9,1377,5102314
789,167,1,2,1,8,1328,-7298236
790,126,1,2,6,6,2918,1179943
791,204,1,1,7,5,42,7067747
792,91,2,4,7,8,2164,-5126181
793,105,1,2,8,6,348,3646742
794,84,1,2,6,5,2290,4941465
795,28,2,4,9,8,2510,-2810753
796,156,1,4,9,4,2812,-7064521
797,93,2,2,7,2,228,-4881295
798,168,2,4,6,2,748,3315006
799,100,1,5,1,5,489,7106335
800,158,2,3,1,4,2284,-280369
801,218,2,1,9,3,2889,-4210024
802,128,2,1,9,3,980,-6461627
803,29,2,2,8,7,1121,7793076
804,221,2,3,1,6,635,2874018
805,133,2,5,1,2,1040,718781
806,65,1,5,7,4,1749,3440057
807,73,2,6,1,4,1903,-2457858
808,47,2,4,7,9,1080,-4129088
809,177,1,3,9,1,2443,3497855
810,44,1,6,3,8,2883,1733405
811,213,1,6,5,2,1844,-1737458
812,136,1,3,1,1,137,-3151229
813,1,2,4,8,7,3009,-2577566
814,160,1,2,2,8,1291,-351465
815,58,2,5,2,3,2901,-4952316
816,189,1,1,6,1,1215,-2994556
817,149,2,2,9,5,2260,7962746
818,194,1,3,1,2,2158,-7080392
819,222,1,3,3,2,1318,1782707
820,55,2,4,8,8,679,3385405
821,27,1,6,1,9,2706,-3363887
822,29,2,3,6,4,333,-4562200
823,88,2,5,5,3,1553,-8069961
824,119,1,6,1,2,1876,-6270656
825,34,1,1,9,2,732,-7338579
826,214,1,4,3,8,284,4479099
827,36,2,4,5,2,2159,-4083937
828,149,1,3,9,5,113,-3678209
829,51,2,5,8,4,2079,-2924657
830,93,2,6,3,6,1550,-5418653
831,93,2,2,2,9,120,5385654
832,139,2,3,1,1,31,1257854
833,130,2,4,7,8,3039,1800016
834,188,2,5,1,1,2204,8069929
835,98,2,3,3,7,272,-3972057
836,66,1,4,8,9,837,-4526750
837,5,2,2,5,1,131,2754606
838,22,1,6,6,2,857,5426381
839,147,2,2,6,8,136,-7760523
840,196,1,2,2,3,2705,1255250
841,189,2,6,7,2,2146,7514003
842,27,2,2,6,7,2725,-5449374
843,165,1,3,8,8,2304,3877088
844,120,1,2,7,6,321,5252731
845,96,2,1,9,6,3004,-2987644
846,128,1,4,9,5,2430,-7508482
847,171,2,6,2,3,2387,-5187014
848,104,1,4,1,7,609,3522647
849,138,2,5,4,2,2246,7550948
850,217,2,3,5,6,708,-297310
851,174,2,3,8,2,2368,-4473078
852,137,2,1,7,7,1234,-6863927
853,43,2,4,7,9,496,8278666
854,183,1,3,7,3,1493,3053365
855,97,2,3,8,5,680,763779
856,225,2,5,9,8,2701,3653681
857,9,2,2,5,5,151,-2610086
858,146,1,2,2,5,1626,-4384992
859,197,2,3,5,2,2675,3714471
860,176,1,4,5,5,182,1840222
861,223,1,2,6,7,2578,-1845112
862,5,1,5,8,8,2736,-3344768
863,121,1,2,1,1,959,-2736522
864,176,1,2,7,4,605,-372952
865,193,1,5,8,1,1330,-5256007
866,21,1,3,4,8,2407,-3178367
867,16,2,4,6,7,102,8450615
868,92,1,6,9,9,1038,-7513119
869,184,1,2,7,8,10,1890994
870,61,2,6,6,6,2807,3592049
871,138,2,3,6,8,1268,-3568193
872,175,2,6,5,8,2205,-4839802
873,68,1,2,2,9,840,-8559770
874,56,1,4,3,7,2076,-6651504
875,8,1,5,6,4,282,-7783461
876,99,1,4,5,5,1536,4750040
877,218,1,6,9,4,99,-4330692
878,198,1,4,4,5,989,-3900409
879,42,1,1,6,5,436,-3101416
880,74,2,6,7,4,892,-5744688
881,133,1,5,9,7,2621,5709576
882,17,2,5,9,4,1374,1333305
883,169,2,3,6,3,422,1907697
884,210,1,3,8,1,1142,8553902
885,213,2,5,7,4,100,-4210230
886,158,1,5,9,2,2838,-4797074
887,27,2,2,5,5,1968,2918797
888,184,2,2,6,4,337,5750448
889,127,1,2,1,8,2001,-8222809
890,39,1,2,7,9,2492,1330557
891,174,1,5,7,8,1193,7960259
892,189,2,6,5,6,228,-5772567
893,225,1,3,7,2,1203,4107435
894,156,2,2,8,7,1409,5563996
895,163,2,4,9,4,440,-3164535
896,100,1,4,8,6,2048,-7952443
897,22,2,4,6,5,1488,-5492732
898,40,2,4,5,3,470,3730288
899,176,1,5,6,8,946,7995562
900,49,2,3,1,8,2189,-314251
901,130,2,4,7,1,1847,-4736132
902,146,2,1,5,2,1489,-7266226
903,57,2,6,6,3,2928,8764256
904,145,2,3,3,9,2351,3232712
905,61,2,1,6,8,320,808778
906,158,1,4,2,3,596,3867305
907,172,2,4,9,6,1456,-2762315
908,18,2,5,6,1,2172,-4640895
909,217,1,3,1,3,2907,3931087
910,81,1,2,7,2,538,1947039
