199,6,311,2851,1743,8229258,2965819,-6359054,721626#McE6SRnmlTS,0.551,-579990.4
199,7,2418,3014,459,3564829,-4477523,-4647362,357951#rMATtZKlLCz,-0.566,-4542695.0
199,8,1169,3663,1219,-3451649,-4630247,-904463,14914666#QbPpb63rMYC,0.702,-1.1940908E7
200,1,74,993,607,346433,-1350632,1728531,1184508#86hqGZaljkq,0.126,-463252.06
200,2,992,140,1415,2393651,2725081,1529625,3099168#FuObQk1vCdp,-0.118,-368771.03
200,3,2033,1825,2057,-4249877,2219505,938770,981355#mbdQ9ZfC9JX,-0.280,-5977892.0
200,4,2097,1632,1653,-3859397,4239056,-5654299,3891329#7tNlcq2U5tR,-0.297,-7883824.0
200,5,1290,3538,838,6891422,2483778,-5326877,605323#NU5cEtuQcYd,0.462,-486870.34
200,6,2520,2155,609,3071752,-3857125,-4003466,309525#A5ZMMLcNh1f,-0.489,-3912743.2
200,7,2672,634,692,-3035412,-4071911,-794778,13116715#aqNaTLeUbtd,0.614,-1.050014E7
200,8,512,906,1550,81869,-9506781,7300118,10180529#bWIJGpcaW8o,-0.680,-2182689.0
201,1,515,2031,62,1206330,1371085,765867,1561378#MJ3dE87hqSn,-0.038,-187283.02
201,2,1148,313,122,-2845022,1484456,628059,660409#2BG6slh0WvD,-0.200,-4007396.0
201,3,2298,3372,617,-2909349,3196631,-4262691,2935156#6PGsWEUtOEu,-0.218,-5942192.0
201,4,2090,2530,469,5539795,1996767,-4284059,487821#iW1T0x9XBsr,0.372,-392790.34
201,5,2037,2998,1742,2573566,-3230297,-3352897,260598#2AEEpHQqllv,-0.411,-3276263.2
201,6,2694,3429,1536,-2614839,-3507759,-683949,11300035#9XcVBbP2Xu9,0.524,-9044364.0
201,7,2280,1346,557,72935,-8361158,6418735,8953140#PwLgk8ATlns,-0.602,-1920208.9
201,8,1718,2078,690,7347676,9093432,10325181,7847727#jvk0xdsL3rT,-0.647,-1.0237353E7
202,1,779,2002,970,-1425976,741982,314209,336221#ZgtJNbwlwlg,-0.120,-2016996.1
202,2,2967,3893,1113,-1949655,2143622,-2856955,1969276#kTGZZuvxbFf,-0.138,-3980848.0
202,3,2711,3758,636,4174375,1504786,-3230600,369120#bWFeHgafREq,0.281,-297750.34
202,4,969,1612,1656,2070271,-2597041,-2695656,211168#FuObQk1vCdp,-0.332,-2633255.2
202,5,1235,255,1548,-2189931,-2937791,-571979,9464626#McE6SRnmlTS,0.434,-7573580.0
202,6,1041,1587,148,63909,-7203664,5528219,7713032#3rh1Mhcl9n4,-0.524,-1655008.9
202,7,171,2461,848,6460483,7996750,9078925,6901644#p2kV472vJyo,-0.569,-9001961.0
202,8,115,3449,1359,1458583,9516559,-1358203,9741131#k8xNw7Yvjhu,-0.726,1.5152929E7
203,1,1047,3194,939,-980317,1080031,-1437091,993688#LQYvXlbjhmn,-0.058,-1999791.9
203,2,96,3291,1338,2795163,1007836,-2166500,249220#xzR4oU9A2Fu,0.189,-201750.34
203,3,2373,1928,351,1561866,-1957355,-2031742,161237#IaifsfuiSsk,-0.252,-1983719.1
203,4,1352,2905,729,-1760687,-2362007,-458865,7610488#t38mltC5pZb,0.343,-6087788.0
203,5,2909,1628,321,54790,-6034297,4628569,6460204#Rf8E0tvFvTX,-0.446,-1387088.9
203,6,2579,2929,259,5564143,6888762,7819821,5945806#ZOOUARWns0S,-0.491,-7753833.5
203,7,3043,2025,376,1282226,8367814,-1195134,8565708#lPbhulXMGlJ,-0.648,1.3324609E7
203,8,747,58,1687,6502922,-15443283,14334415,1231096#PVdvsCAVDpK,-0.595,-1.4314298E7
204,1,359,1129,373,1402159,505917,-1091759,128121#iUjYzvMmjBQ,0.096,-104790.35
204,2,135,15,28,1048351,-1311241,-1361156,110804#VxfCNrhz7Ee,-0.172,-1327655.1
204,3,3045,3517,1281,-1327107,-1780407,-344609,5737622#dsTDU7aEsoz,0.251,-4586988.0
204,4,1770,1471,1078,45578,-4853059,3719786,5194658#WmdtYn0MqIA,-0.366,-1116448.9
204,5,2828,3482,1125,4658657,5769468,6547869,4980216#nefAbDLSepL,-0.412,-6492969.5
204,6,2897,2058,208,1104062,7207287,-1030393,7378229#7gjt4TKLRzn,-0.569,1.1477537E7
204,7,1601,195,83,5718191,-13578539,12604813,1082767#dmBjY8a22Cu,-0.517,-1.2586362E7
204,8,2142,2917,446,6188464,11859305,2280031,6303502#LGU7zl1MUxz,-0.662,1.5911696E7
205,1,369,3735,688,529726,-658697,-683897,59870#pCspdR02zO1,-0.091,-665063.1
205,2,200,2091,1002,-889191,-1192991,-229211,3846028#sWQqf3gZeDJ,0.158,-3071179.8
205,3,681,1114,215,36274,-3659949,2801869,3916392#HEteyHqLgup,-0.286,-843088.94
205,4,918,189,1243,3744025,4638868,5263069,4004872#Q8dNE0hPhMt,-0.332,-5219369.5
205,5,2734,3548,854,924088,6034978,-863979,6178695#1662xZmMZgr,-0.490,9611713.0
205,6,2027,1978,395,4925453,-11694767,10857562,932925#uwqWSbHWxts,-0.438,-1.0840794E7
205,7,2571,2769,2168,5440660,10428199,2005019,5542667#6mQ9TBLAMpj,-0.584,1.3992128E7
205,8,678,2547,1141,8617168,-7380163,-15636795,8645204#Rf8E0tvFvTX,0.836,-9839808.0
206,1,1988,2558,2094,-446939,-599759,-112669,1935705#lwcSHgTNNKj,0.064,-1540363.8
206,2,2699,559,2138,26877,-2454968,1874819,2625408#ZlRj23vG82E,-0.204,-567008.94
206,3,2963,912,613,2820247,3496962,3965421,3019774#HbrfPp5FL7L,-0.251,-3933033.2
206,4,2554,2564,112,742306,4850887,-695893,4967105#bmQ470eUYAH,-0.409,7727136.5
206,5,2025,1476,421,4124707,-9791967,9092662,781569#JjAWBZvvaxG,-0.358,-9077594.0
206,6,2694,1960,465,4685264,8982563,1727215,4774107#2vfFhLZcR8S,-0.504,1.2053072E7
206,7,1201,1508,784,7577133,-6490062,-13748914,7601684#LK259Cu9YsM,0.745,-8651808.0
206,8,2120,2128,1440,7538558,614653,-6356577,9067312#fhL4se9j8a1,0.822,9100725.0
207,1,1710,3735,239,17387,-1238114,938635,1321704#kNdcitDAYi1,-0.122,-288208.9
207,2,2849,1720,1438,1887323,2343750,2654925,2024924#fpeOo5WxxQI,-0.169,-2633961.2
207,3,2357,3037,184,558714,3655014,-526134,3743460#eSYgRvcKcw1,-0.328,5823808.5
207,4,1595,2620,161,3315953,-7870139,7310113,628699#A1WsBV3CsEe,-0.277,-7296762.0
207,5,2511,492,1942,3922276,7522399,1446619,3997823#lNW5NcNaEKv,-0.424,1.0094528E7
207,6,1421,3238,1580,6526593,-5590970,-11841964,6547624#RMbCR9aAqgi,0.653,-7451808.0
207,7,1492,3920,244,6629122,541421,-5588935,7973069#6e3aY7SmETg,0.730,8002245.0
