141,-1053837,488731,-754806.6,653965,667625,-935890,1040584
142,17010,815680,238328.08,-124929,891254,-1411059,-534321
143,673871,-43504,1178736.2,-440373,255530,-1270139,764571
144,437252,-478485,-1312498.2,713009,-1265144,-576598,286708
145,-275828,-1071386,95357.29,582192,50515,-395611,-604713
146,451378,1247739,61296.55,-1159710,50574,-121925,-519327
147,550938,-1395173,-568154.9,714369,547844,1381690,787739
148,-1151087,-907846,-1373252.0,-780999,-201427,1276728,891421
149,172243,-285688,1213885.8,294874,-720867,908151,153678
150,1251030,-1371074,-1423096.5,127334,158872,789308,286986
151,-559917,-564258,379469.03,-1169636,1449086,-831641,1185256
152,888038,770966,769105.6,477880,-1144373,128356,365660
153,-452463,502544,-851628.44,-1374588,-366713,564022,-468751
154,958060,-846304,-319238.53,-781752,-716253,855941,-484918
155,1216521,-1320951,-124883.66,298420,1162527,622973,1128554
156,-81717,-1228772,-44654.83,-1186568,-751266,1343446,1202036
157,207901,-1225294,-43576.56,370492,799115,-673413,-1471001
158,695454,-699851,11667.68,1229552,-353919,-947239,733667
159,1295012,1103453,1316659.2,-1377013,-1566373,616166,937362
160,-1027308,-1203863,-1437365.1,-1343402,-1456751,573496,-580457
161,-1195802,-691033,996054.7,-976150,-466678,328184,-1601179
162,1353808,981814,627952.8,-1363685,-1176568,-1469630,867480
163,-411727,-495299,814977.44,-555871,265451,563252,265838
164,-389403,742208,-1350140.9,-1564194,484521,-1151340,-828217
165,-541420,-274275,322139.2,-1244612,-1015348,-792829,156175
166,-407242,933702,1358633.6,-153274,-904045,697732,-357995
167,1314562,1662006,1089672.2,-1086933,-890143,317188,-497249
168,387385,1509461,-1534595.6,-1296808,-895774,96127,211642
