185,1411,15,-1421278,-295724.54
186,1047,1522,-955134,1789545.31
187,435,562,-69804,1320697.25
188,527,1335,1347575,1320753.73
189,611,1676,-196804,555744.27
190,581,1302,343165,-1267154.53
191,538,937,1649976,-15037.38
192,1146,87,1782304,1566978.36
193,397,1437,-1098392,-453333.87
194,510,1658,-1502806,-151656.96
195,64,1543,-1289959,-406238.39
196,547,1679,205191,226980.15
197,319,310,-1046002,-857098.46
198,1259,1862,1505882,912469.7
199,437,699,-251975,-1130608.18
200,385,1562,1521342,-451318.49
201,702,972,30767,296753.34
202,70,1407,1582523,969544.8
203,698,405,38063,893679.37
204,716,231,-1582194,1272607.77
205,1228,2123,1283683,-75449.58
206,324,923,-1552652,944356.23
207,942,1727,-600711,-559492.32
208,73,1747,182451,-1374920.94
209,1155,327,478931,-2059880.04
210,551,1449,1613802,1150932.63
211,1322,1000,-820724,860957.65
212,947,2021,525806,591521.02
213,562,1715,1289280,1770499.36
214,360,1943,1366586,-1950394.06
215,409,1392,-2133198,1798926.37
216,749,1090,1292237,305917.17
217,65,7,-1816478,-1074212.03
218,621,563,-1006388,-1823150.35
219,636,818,1335853,-1595820.84
220,1281,1489,1348848,1609707.13
221,469,2073,854173,-1127004.77
222,981,2047,1073510,-381723.31
223,816,401,-1073484,1107011.54
224,542,2079,635399,1858612.82
225,1206,369,474136,-283075.83
226,615,1234,-1246231,-1601464.48
227,808,2046,1956629,-1384320.8
228,1159,1910,698295,1201822.94
229,1311,183,-1599930,62593.97
230,410,2113,1970548,699269.74
231,611,1685,1440667,-278447.96
232,1231,119,59166,-1598754.59
233,72,1240,-1570182,-931827.33
234,263,1236,-2030887,1762388.11
235,1303,1885,-1803478,-378124.54
236,116,547,-1211729,2272745.31
237,1075,2172,-87060,1673497.25
238,1389,672,1706805,1670353.73
239,151,668,-246394,703744.27
240,1241,1920,431379,-1599954.53
241,958,249,2080954,-21437.38
242,254,1322,2244942,1975778.36
243,1033,383,-1382958,-570933.87
244,705,1339,-1889868,-193256.96
245,792,565,-1621780,-511838.39
246,1236,1947,259756,286980.15
247,5,2066,-1310404,-1075498.46
248,543,1921,1886684,1144469.7
249,569,333,-312948,-1416208.18
250,685,492,1902607,-564118.49
251,260,2147,39512,371153.34
252,1117,1548,1975375,1207944.8
253,306,909,48004,1115279.37
254,912,1400,-1969879,1584607.77
255,882,1984,1598741,-93049.58
256,1092,909,-1928198,1171556.23
257,1332,621,-746191,-696292.32
258,882,1967,228535,-1706920.94
259,432,1522,592225,-2552680.04
260,106,563,2000003,1426132.63
261,1018,2172,-1015624,1064157.65
262,1180,1133,650762,729921.02
263,662,2129,1590968,2186499.36
264,1114,1303,1686547,-2404794.06
265,560,1120,-2630506,2215726.37
266,2,1584,1589059,376317.17
267,947,1925,-2237181,-1323812.03
268,174,514,-1238595,-2240750.35
269,912,1478,1642150,-1958220.84
270,1385,2029,1654121,1975307.13
271,1430,1315,1046312,-1379804.77
272,1048,1367,1315269,-467323.31
273,553,1584,-1314554,1357411.54
274,604,374,779240,2275412.82
275,33,1673,581684,-343875.83
276,885,1085,-1520148,-1955064.48
277,124,299,2385884,-1687520.8
278,609,1752,852106,1463422.94
279,412,1024,-1950598,74593.97
280,1320,1220,2398674,850469.74
281,1153,1843,1750383,-336847.96
282,1222,1328,70617,-1941954.59
283,63,1493,-1906718,-1133427.33
284,772,1293,-2465351,2140788.11
285,1195,1553,-2185679,-460524.54
286,641,1775,-1468324,2755945.31
287,259,1580,-104317,2026297.25
288,795,8,2066036,2019953.73
289,1147,1862,-295983,851744.27
290,445,336,519592,-1932754.53
291,1378,1763,2511932,-27837.38
292,818,355,2707581,2384578.36
293,213,1531,-1667524,-688533.87
294,900,1020,-2276930,-234856.96
295,64,1789,-1953601,-617438.39
296,469,13,314320,346980.15
297,1148,1619,-1574805,-1293898.46
298,1283,1980,2267485,1376469.7
299,701,2169,-373921,-1701808.18
300,985,1623,2283872,-676918.49
301,1274,1120,48258,445553.34
302,707,1689,2368227,1446344.8
303,1370,1413,57946,1336879.37
304,1108,368,-2357564,1896607.77
305,536,1845,1913799,-110649.58
306,404,894,-2303744,1398756.23
307,266,1717,-891672,-833092.32
308,236,2187,274619,-2038920.94
