1381,69,747,135,5,83,5793980#92SJ5LGU87Jtt,-28.2200,11658113,-4068568.300,5749802,-9715365,-6663686.2900,4188816.6
1382,141,1830,208,2,371,372706#jP8Z7mAqPGjUc,-24.7100,2088378,-1116425.310,1363920,13627952,3040304.5100,-1.263461872E7
1383,86,353,26,8,1309,997813#wdMfiUKO0gZVz,11.4831,-3213955,-9956122.100,-8733278,5205812,-10877320.7700,9958323.87
1384,56,1701,216,2,537,6826215#KCwydJdKMQPtn,-15.4160,12809751,-12377811.690,5118024,-10248103,-13782213.7200,301833.9
1385,25,1238,211,8,203,10086932#pQRcIBLGhX1bV,-3.5300,-9588097,-6849281.350,-10312818,1844846,338077.7100,-1.166835247E7
1386,173,232,25,1,1092,11934733#7jqFFJWlM6LzI,-30.4200,-10941792,-6117823.120,-2933529,-6933,10425316.2900,8536.21
1387,140,1640,123,1,194,351170#msruTTXHStF0J,-12.9200,9675108,-8357787.880,11584674,7436864,12065551.0400,-6765296.34
1388,91,1861,219,2,1152,2147401#DwgUcoZmVKDV8,31.5000,610686,-12485914.880,8492932,9030621,-2337717.7000,-4283544.92
1389,26,1720,52,3,465,930246#cPpXX2J1If9OK,-10.9300,-937569,-9276332.030,-432010,12301351,-6979669.2700,6128607.6
1390,131,207,64,1,571,9184296#z8y8q0psqz62e,-24.9300,-8097762,-958958.900,10846175,13360618,9190138.7700,2691913.07
1391,187,2004,45,2,1318,1514804#ZD0RhUYfXQqBd,32.3600,-12517011,4582324.920,8890754,-1102385,-12348612.0500,-3165330.17
1392,8,1511,113,6,1305,10269828#0sk3WZFfW6vWS,9.7052,-3172088,10884114.040,1139395,-2593157,-13778359.3500,-1.134342331E7
1393,86,2468,208,2,783,3026943#3XOXhorunYLbB,0.8741,-9350328,5954520.900,-13603337,-12271331,-12210550.1100,-4971785.48
1394,12,2536,32,5,1127,9295492#CrdGwhnvhD1q0,-1.8180,-4464594,12419308.980,10239999,5838819,-13922846.0900,-1.198073977E7
1395,61,729,174,7,392,6022502#h3iAtyb3XXF0L,33.1650,4984477,-7340043.190,897334,-3892231,2809590.7700,-7989299.27
1396,149,2577,212,1,870,893636#QkvWZAjhMZZzH,8.5812,3389733,732748.210,2228240,6310071,10917175.8200,-1.37566713E7
1397,131,1186,211,1,1139,10191964#f18B1LnUj6maX,21.1810,8481998,-5835959.070,-9121507,-3908496,-4513047.2700,1182120.41
1398,39,588,8,8,540,1332357#AvrEn8W4nX8Bf,-3.9480,6488325,703352.270,7633052,-1577918,-11848684.3900,-1.146878919E7
1399,97,834,73,1,845,9100883#8TfKTzWOyRwQG,22.4970,-12862095,-8886722.590,-9865695,-3112991,1123201.5900,5400751.45
1400,43,2428,170,8,547,447322#NOcR4iPKg5zWn,-24.8700,-13564142,493722.160,1515608,9539083,13972568.1200,1.169316843E7
1401,223,719,115,2,662,7843173#xKalHqFdaBfFx,-24.1200,10560787,10878465.310,-12936800,-6898556,-7032296.8200,1.137085783E7
1402,76,249,223,1,764,1302134#cP0h3nakM8g1O,7.8890,3932917,-5042379.870,-527617,-9780743,-7885004.4000,1.19143274E7
1403,203,2476,100,4,918,3435485#EU0Oe2G0TCPQZ,18.2550,-9256846,2614575.480,8911978,14016168,6214202.9400,-5132867.38
1404,140,2033,227,4,820,2985019#xTZV9KFNzBAth,-1.7828,-10587210,7397657.220,8199713,1879821,-1782610.1300,7754946.61
1405,200,1625,112,3,1190,33321#CJp29exUvgAma,19.5650,68035,-613530.210,4686138,-7842383,9152143.7700,-1526954.84
1406,51,197,18,6,119,1589593#fW9qEshjRESM7,14.4846,-10592982,12304640.040,7159136,-1011481,510640.4300,6958133.05
1407,89,727,12,4,402,12603835#XkzoIEg8FdG0B,8.7272,9287106,8682715.180,-12245329,-13818231,6857264.8200,1.201843262E7
1408,120,918,6,5,1267,8653133#NtHfJOMO0Nz3G,-30.0700,-8811905,2048532.710,-7959547,-9889219,-8885230.1400,-1033047.86
1409,79,2412,227,3,157,2345193#Bw68gSKeWi2L9,19.0240,-11096895,2668093.170,-2289450,-11436027,-383549.0700,-1584465.32
1410,107,650,16,7,1034,12930269#0p8dTPOvLuiEM,-0.8600,6904599,7837102.630,5369762,-10618285,-5395437.7000,-31775.36
1411,209,2240,59,3,246,1230942#k24QNM6oHePKE,-2.7230,-8593348,2692958.240,7876941,-52966,-7571470.2000,-5627135.68
1412,102,1505,2,3,66,13454208#YLQ9TmByMGHvo,1.5080,10033198,-1912760.140,-9282319,-9112174,-3023651.5700,7593974.67
1413,182,1582,187,2,502,6552673#Cdx5aqCihe9K4,-14.2670,-5895820,-5553867.530,-5165256,3644936,-500495.5200,-374728.6
1414,31,703,44,4,755,11585571#UwMXX6bSRgjwZ,39.9780,10053242,-13079455.210,1662203,249007,-6589027.4000,7458894.96
1415,168,1735,217,3,786,749286#HAP8pZmd9M6ri,11.6090,9971377,-1387398.500,-2441077,10958614,-8604733.0700,5718652.32
1416,169,2475,201,4,1456,2877057#Zg4AOtnbsduHX,-29.0200,-9906419,10686516.160,10297369,-9218560,-13569460.2700,9700481.0
1417,143,1956,224,3,1257,3612337#KOevEXXr2wrmZ,32.3820,11445950,6070651.690,-13918312,-11911296,-12805568.2000,5804.25
