276,1976,2018-01-04 06:24:16.000,599864,-555527,1104088.37,2502766,-1641895
277,162,2013-03-22 21:10:12.000,526891,923064,-1034004.97,1871742,-905715
278,3405,2013-01-18 21:40:46.000,-2515795,-2583539,-2263951.21,-597998,1779372
279,472,2008-10-04 01:01:46.000,373316,633029,-695023.83,-652533,-1309142
280,871,2019-01-02 17:24:06.000,-2642445,2370151,2660105.16,-2097810,209278
281,509,2016-11-17 21:46:03.000,-2557086,-2617990,-1587304.36,-2193121,1653490
282,1538,2005-03-12 21:59:18.000,-1731946,1232554,-2072554.85,1880077,-172
283,876,2012-08-02 05:42:33.000,-418210,-1614429,1779185.17,-761704,-1037488
284,397,2017-09-20 05:17:36.000,-2471078,-1204032,1481798.94,-2675698,1383782
285,1299,2013-04-05 23:59:13.000,-2720243,-2087865,1299357.94,171931,159883
286,118,2020-01-29 04:03:40.000,-2636462,-1633669,155527.39,-555746,1538818
287,3636,2019-07-04 00:18:52.000,-702482,2432245,-740086.16,-429558,527389
288,3654,2015-06-23 21:33:30.000,-61899,-1564661,548387.9,-2686241,1616129
289,3021,2003-10-01 00:00:33.000,-2464186,1472080,2820582.06,-1016795,2725643
290,3143,2004-11-20 15:47:03.000,179270,-2228978,-2364631.34,853626,-2791777
291,2250,2010-05-28 12:35:19.000,919547,-161076,2075071.83,2868881,830054
292,1242,2012-06-26 14:14:44.000,2508925,1129133,196917.51,-2135061,-1359465
293,299,2004-10-20 06:31:46.000,-967868,-1705122,-1280096.98,1164866,1326615
294,1738,2012-06-11 05:18:46.000,-1073755,2414544,-1513026.79,-2020688,-965097
295,2967,2005-10-10 12:34:45.000,-2589239,2788184,2098474.2,1887646,-2319998
296,1895,2012-02-27 04:57:41.000,-186747,-1462521,2609764.51,2560950,-467109
297,647,2014-01-31 15:57:20.000,264723,-1563332,-2831685.74,2201554,1266991
298,1633,2005-12-02 07:34:46.000,-543434,-2768126,-2230822.3,2015681,-1407970
299,3399,2007-09-08 18:53:01.000,2939198,84937,-1937653.77,2287255,610020
300,3311,2010-06-27 11:14:45.000,-1615031,2841920,1841096.03,-1312211,404642
301,2304,2006-03-14 12:06:05.000,2755369,1893520,816923.26,-385324,-1174971
302,802,2005-04-21 06:27:41.000,121257,-556477,-551944.63,1343954,-373266
303,882,2012-04-29 20:52:26.000,2400737,2712315,-2775999.25,-2743444,198806
