1671,737,2,2,22,1783,2014-12-18 04:36:03.000,-2461245.59,609974#G4UHHMLy9si7XTHDBkGqD,3091897,-354391.670,-1.644910138E7,1.0270921E7,-1560499.39,-8467203,-15693507,7274103,366948,true,14780732,-8077067,false,12792405#FWuh0CDaHV7a8,3562882.7,11480845
1672,459,1,12,15,1682,2015-11-15 10:33:28.000,-779.72,16309917#Aw1VqHtkXe3uwXmtqdmdy,-6547164,-180046.360,1.387433293E7,-452082.3,-14775736.16,13433553,-5266417,26635,-15539736,false,-13485388,-11774716,true,11488739#EOHzPtlL3daUW,11539138.1,15411807
1673,133,3,4,20,765,2013-09-26 02:58:17.000,-75764.12,1840812#ux28b8nCgr3x3qopIX1kv,1281802,515353.750,-1.661978681E7,-1.4487362E7,-16231172.50,5645730,-16343600,9841177,5587969,false,-2180447,4836796,false,1002825#tFwIpkR89tAzP,-11572324.8,-7950890
1674,539,2,1,50,1088,2013-01-20 11:54:39.000,-7265184.43,4144276#un0ysn2iLHMXUSFyv8cUB,-8613947,534811.130,-7580942.82,-1.129554E7,14374812.16,-14181138,-15340115,-11690012,13200280,false,-13929131,-1139228,false,598283#5OKskg0fsMSh0,6462992.9,-4211880
1675,460,3,9,24,1682,2015-03-24 00:45:19.000,-4231983.14,10697989#yCvmT8FV4d9CBuwJx9qxR,8259455,-501939.990,3206319.87,-1.4948621E7,15561566.00,3456433,-529762,13439900,-13309580,true,-12960096,6553557,true,13487902#fZH5TKa0kl1bI,-16347718.5,-4224933
1676,704,1,7,52,1998,2017-07-28 17:02:52.000,263072.07,1322207#OD2uXIPbM8BKPjtCzpYUf,-10885432,155347.010,-5980047.35,-2368716.0,3813366.56,14766301,12952276,-3656908,-8247880,false,-15105625,12081338,false,2044751#OlG0FLhwQs4LH,3371584.6,-8572508
1677,239,3,1,28,1055,2017-06-17 12:10:50.000,2646395.75,5633797#8NpuhTm57xLgVqqMGafdo,-9671564,-84062.570,1.028133419E7,-9801625.0,16298760.49,15490950,-1338600,3783209,14212116,true,11866261,7748762,false,1872556#0m7iSUCm7AmVV,14926783.9,-7915010
1678,735,3,3,23,988,2014-01-11 07:09:35.000,-5617701.61,13017802#FPEDNS9y2NBasHbHljQdB,-7342409,276177.050,-8750173.32,-1.4962234E7,13393701.68,10919348,15904352,-3006036,-10370843,true,-10472804,-16744342,false,9324194#bZp6Xn6hxHbVG,-6901221.0,2008174
1679,53,3,1,58,317,2016-09-23 11:35:58.000,6872308.23,1650701#9Pp4UyOOhyYvprbIaJLyq,-111777,-374519.370,1.045543349E7,-1.1193682E7,12504145.85,6098192,10006857,-619752,6396335,false,60095,7264943,true,14824250#EyRQvtjdEr5EJ,-3448685.1,7483625
1680,927,1,8,11,3248,2016-03-23 20:43:41.000,-4604817.55,2655820#qE8jDFD1lBYQlNheEkUJ2,4452877,-223747.800,4409948.36,-7347409.5,-6048879.20,14327475,-10450265,-15560664,-725199,false,-6712139,-9919077,false,4386407#YvD6RuNcLnp3T,13610501.8,6276792
