1337,973,1,9,50,2333,2013-09-27 17:42:35.000,-9049164.51,10378304#7n84c5Rk9eXIbb7XlgyAD,-4744319,141330.650,7169886.89,-3536109.2,-1311832.41,6311685,-11448141,-2124031,-6943061,true,12511923,-5729943,true,356145#okhpKNId8kJGG,-4744398.5,9050867
1338,32,2,14,34,2724,2011-02-13 07:35:59.000,-1.240307061E7,9908240#yB1jBaAwpVyVay65jEBi5,-2674439,368453.630,-1.18213136E7,-387247.2,5728502.50,-8294844,-1781994,6810487,10898217,true,-7010521,-10465348,true,618099#zOejKTAQMmwgw,-10796938.5,8766388
1339,877,1,11,46,918,2015-04-12 18:17:29.000,1.213749113E7,905189#E1oxjJfSxQ5phLD24ELcL,3346259,-366204.160,2370704.8,1704014.4,9335755.01,3266464,-9342428,-11911848,-9085137,false,2467008,-6520269,false,8499919#SFWyhNavJ7k8S,255501.2,-1120408
1340,497,3,3,52,2684,2017-08-31 05:52:17.000,3164414.88,8407964#RKDtF17IKTuq5XlieUzHy,6509148,91044.790,-2860603.27,-4957949.0,2179221.40,-9028847,6989268,-2467091,-3472687,false,11740001,9003231,true,376300#HwXj0BXW0mCkI,4432389.2,-11826716
1341,143,3,14,30,2952,2011-09-10 14:24:39.000,-7871232.06,9757306#gwKgaz1mToFIA9KHhyJN9,-12888728,-16024.690,-5311802.47,-4217416.0,9564259.96,2957297,-8317251,4885939,10737059,false,-1076982,10153960,true,12063079#DrpGGdBjWeFKT,-10959792.0,9375370
1342,638,1,7,43,2797,2013-04-06 05:04:09.000,-1335604.38,11165639#4QoFWlYZv7jPAVChGF4mG,-388226,-247381.480,93758.82,2256590.5,-5126352.50,-9694354,-837252,-8422736,-7857522,false,43195,-9929483,true,5561576#wIl2gzwHfyvKl,9530609.7,12276360
1343,249,3,1,43,2379,2018-03-14 20:00:33.000,7493312.46,1882826#plVcaMj8aEtDBfUGcekso,-4455156,393013.160,-6206507.16,-8268045.0,-4585841.62,3985145,3556879,-2427991,12809563,true,1695673,1941102,false,4811671#aXjlf2CWOD3Rn,-1522093.9,-5269821
1344,781,1,11,63,2277,2012-05-21 17:09:04.000,-4173754.78,5782086#TwssAI71xOb6Y1mdPRTni,-12503573,-180624.520,-4830224.36,643516.8,2273511.12,-10547414,-13078903,-11621324,5425471,true,3286400,-2265161,true,9789841#ZsEmuoYpBjo1Q,-5402118.1,11635282
1345,356,2,6,17,3194,2011-07-27 08:13:57.000,-1.030573093E7,9098619#66L7xMMIS0aj5RLKhBPuf,627996,-255836.920,43451.42,-71807.87,533198.70,134804,-9950510,5634141,-4892160,false,11081516,11217320,false,376103#80nzbIBfcb0Ds,7060633.9,-7200928
1346,879,2,11,38,2898,2017-03-17 09:03:24.000,-8692060.96,11052021#e77IdjBjxXXnYsnj6jTyp,-7965548,-379000.570,5216869.21,1.1875867E7,3672796.66,11392249,5327561,9275250,-7276048,false,12796993,-10891614,true,7612565#rdkvPfL33H6QF,-10809841.7,12522251
1347,51,1,1,57,2406,2017-12-04 23:56:46.000,-8256067.71,7535423#vc8OpJuEYtOH4zo4YwulV,3233211,389753.430,-6232169.47,6913823.0,-10125075.87,11921899,6891732,8108459,-7390046,true,12384101,-11838186,false,3664729#AK89JUJgMgpXP,13153075.8,-3496322
1348,286,1,2,52,1019,2012-11-20 20:27:00.000,-9247148.09,12132800#mArr2PGl2qtcerehNIOeJ,11813324,244459.880,-1.170419931E7,-1.2673876E7,7945489.88,-3871925,5434522,-3538374,-8501043,false,4749966,838135,true,13345445#4JNjC1BfY7DLv,7628779.5,4420277
1349,271,1,11,46,2292,2014-05-20 08:05:11.000,-6541854.03,10787690#QpGDGf6rut5UU5WEo7NF0,13395733,321340.680,1.20212724E7,-3223892.2,-8671780.44,4931539,-9509557,9041255,4273134,true,8001159,484810,true,1918066#KfxscJ8nUuybi,-4945109.0,109430
1350,454,1,7,29,2963,2018-01-28 14:56:53.000,-8138538.5,13499885#KP1YbFRpPQesihzn90ZwF,6016432,89955.000,-2394185.29,-5664064.0,-10767455.00,8578119,-1838278,13283627,-1913855,true,-2433796,-724294,false,10948986#E9XmSaZlCkH17,-7787389.0,-12021751
1351,1028,2,4,31,288,2015-09-04 10:05:03.000,506141.71,2854973#wEMdUJDC1mrQAiwD6bT46,-4789864,53123.170,1.070671639E7,-1.0987106E7,-10281080.25,-9581395,7703804,9408855,9072842,false,12200751,12712399,true,763927#zQLFBlV1pzx4g,-8630700.1,-3535670
1352,909,2,6,59,1046,2016-05-31 14:08:41.000,1856401.83,4393379#CP0dPvzKg7BZv4gonZRfL,6450272,124794.960,1.142230409E7,1.1536646E7,6542250.00,5007191,-11561677,-4842641,9079121,false,6046702,3808259,true,1572944#gonq4lVdxguWz,-3648388.4,-2633166
1353,300,2,10,27,820,2015-10-03 20:45:25.000,-1.205196991E7,6095511#NqVdkI6OTgdrEmqIknrx2,-1565295,-311225.400,1.331286493E7,4372340.0,6075930.92,4776724,11624707,-10073872,11990929,true,11706194,4089470,false,10446356#54R2iTWs3ANtX,-5506908.1,10615936
1354,354,2,12,16,682,2015-08-12 23:56:45.000,3556271.32,11357658#GbYlfdIe54m4sXV2Xzk9A,-4319096,387993.670,-5051839.82,-7871422.5,7158642.98,7857465,-10947531,-5039726,11278162,true,12243039,13043145,true,6543381#zpVjTUAQinhQ9,-9517987.1,7144955
1355,852,3,9,45,238,2011-01-21 23:12:46.000,1.172328284E7,2236308#D33GGJFGk5BBZzKJsCJpX,-335284,160848.360,-1.338446594E7,4970050.5,3319427.50,-4858155,1020976,11949733,7235052,true,-4843350,-12096214,false,6499773#6VEqkCIpMlFmI,-11886673.4,-4514722
1356,950,1,5,62,988,2019-12-01 00:24:15.000,1.153608628E7,12726967#sH0v0z3qTZ7o47O6MbhTz,1964788,-356228.680,-8057227.04,-4039649.2,13141795.00,12734679,9931898,-9312961,5909082,false,2189704,11821824,true,1368770#qZosqJdyqWJZq,2691468.5,-11312314
1357,585,3,12,54,171,2014-04-26 01:03:08.000,1178753.47,8770973#wEMdUJDC1mrQAiwD6bT46,3384136,-317389.970,-1380718.91,4039182.0,-12150808.01,9089071,7190993,4932110,-9638984,true,-549359,3852916,false,3338542#pnvqQkxpqMmrQ,-7876823.0,3742268
1358,406,1,4,54,2890,2015-05-29 22:30:07.000,360735.83,475779#I2crE55fkTLhmh40vccp8,-9169350,-361476.340,8438387.62,331185.72,12970848.50,-7132191,-12670301,-839648,1011349,false,-12838398,2407127,true,3718970#5lIbmqxPT30GB,9148310.3,3040812
1359,581,2,14,23,3190,2014-10-28 21:53:06.000,-6014909.72,950074#F5pZsWqxBo7wUMYX7GgwI,6535823,171280.100,1.335237086E7,-8019029.0,-12187700.00,4229440,-331986,-76073,1662265,false,5358830,-10673176,true,9790444#WQBDjsbBwHM57,-6047811.9,1254050
1360,912,3,13,32,155,2013-07-12 03:23:43.000,-1.203882668E7,12459#OJFvaq6Hjoh1AWQvrPqpB,-7067636,424223.340,4992845.68,-863530.25,10943081.60,5114847,-1461198,8519228,3820623,false,-4508735,1831714,true,12298436#9DnMABg3TzTYp,-10097883.0,10218346
1361,573,3,13,29,1353,2014-05-27 00:15:51.000,7796413.26,4995741#V0HOlVkNPEZmwj0Ku4uuV,8887641,-446160.310,1.013013391E7,4966082.0,9828402.30,4967656,2545884,-4543434,-5327113,true,-1150289,-8152270,true,8246954#b7mqL7TUyLhmE,6165836.6,3412332
1362,1053,3,4,9,391,2014-06-04 11:57:55.000,1690907.31,129019#ECrFpBYQyehkFwfGuVN8E,-5236543,387378.440,-5143773.55,-1.3051721E7,-7631137.66,-2959771,2896502,-4762088,-9665161,true,-6319996,-280558,false,10100545#XH7Jc8RycZAei,11011966.9,3595222
1363,886,1,7,31,3206,2017-11-14 02:31:15.000,-1.116470842E7,1796656#UOIagom8Z1aINWFFbApTG,12044148,81867.800,4994206.89,1.0171521E7,11305303.73,-12601733,4735875,12400366,-12970377,false,-6517497,2741590,true,8435790#8dF6GRSPQthN5,-764419.5,13028042
1364,400,1,5,23,2920,2019-06-14 09:48:25.000,3464016.19,3842688#JGBWoft2YCpcjjhFJemyw,-9545839,-60682.340,-4695405.6,1.1952525E7,1010930.52,-9179230,9927177,-4508978,3320166,true,-4433516,5066451,false,9499157#QAdOe4SiDifSD,9693937.9,-2298376
1365,1020,3,4,44,2427,2017-12-20 07:40:21.000,-8973886.24,4921720#PW98f0veTrPLYOLojcDWp,-5596025,331911.220,-5388888.64,-9985964.0,7430566.00,-4282508,11370831,-9229802,-4945809,false,-8900911,2451813,false,1086203#q3y5NTrw3maA8,644391.8,2457823
1366,483,2,8,35,1115,2013-12-05 02:35:01.000,1.336906324E7,7532666#MpGpZZEdxahiqWawPjxn3,-12925585,298658.570,-1.257049559E7,-1.0036847E7,-12497234.18,-2521853,7234141,10965488,-11060041,true,-7638650,12562573,true,8209558#RHkGqrlGilm5D,12396660.3,12448238
1367,895,1,6,53,2065,2012-12-31 14:46:23.000,-2405685.97,1563362#n8NsTllaujkbpOiqqCmPQ,4134629,-230400.240,-8829708.57,1554472.6,6382008.05,-9448800,6232933,10117123,-2982698,true,3308134,-9775100,false,10485384#lS1kBgCSWKATB,11228731.1,1345080
1368,992,2,12,29,442,2014-06-19 00:50:17.000,152160.03,3168860#N1Y3fyMMNU9psPvUDPMlF,-12306976,-141647.240,1.317491099E7,-1.2681803E7,11161340.64,-650448,3895864,2644178,-3678011,true,-8584374,8382535,true,11730349#BIkq67oWiFs2D,3396089.1,-2778329
1369,242,2,6,50,2248,2011-09-16 11:32:37.000,1.248692461E7,5863878#Z8JEZ6tkZ0j6zRBWhw81i,11400739,-138465.180,-7391335.74,1.3085585E7,9409828.25,-11980199,-6684086,-10388829,2432425,false,2041625,-9067505,false,10661516#jQMcvqMLrJQSf,-2661391.5,-12033313
1370,295,3,2,15,398,2017-12-19 09:32:32.000,1.08501165E7,2310702#79w21AdPl1HYjwUnhCSl3,2325219,-100705.050,-3504993.88,-1.0497492E7,3289020.10,10830876,3824424,5591647,-910444,true,-5431816,8293281,true,12036595#6jP3OaP8efOfj,-6560055.5,4243451
