2046,3,12,38,2013-03-09 03:16:18.000,-638302.240,6543416.5,3890350,59.0,true,-8786273,1320191,-10009376.0,5041224#C4vqKhYM3JlPZwPu1Y65U2V9XV6TeyPI5JZ,14819120#j5QgN8KAjnzXP4P
2047,3,1,16,2015-06-07 13:10:34.000,19898336.630,-976440.9,7426034,515.8,false,-2933358,19042232,-19576176.0,1953574#hLXkN7hMgAmQuLT5MNsRWgzT9aHBnRf6Mt1,2079407#2Xpu689GiNkJDJV
2048,2,2,60,2018-04-30 13:05:30.000,10835045.160,-1.5470778E7,6223659,13.9,false,9277521,15119741,-14377696.0,10791335#OwhC7krmmeqvwZGW1LUFqXwTEgIncTr9CvZ,13133909#L2cBx4MZkmjdphB
2049,2,3,61,2015-07-15 18:21:07.000,-2878149.120,-1.7511314E7,18947160,192.4,true,19765294,-17598435,6337152.0,6568768#sMIMVxEsYYiRxDmKGvjPbyHZXGB3PdeIn4J,13215440#8gm0JVBjhknnCTe
2050,2,7,58,2019-09-19 14:35:36.000,-6374752.000,6689316.0,6696831,-241.6,true,14130427,-9654045,12014608.0,3158997#BqHnE8OvmOD5jqotCW3GMhZW7hECkNPN0Iz,18207708#NgS2COeBG39LDUG
2051,2,4,60,2014-11-02 13:04:56.000,5418758.310,-924125.1,-2168374,-165.4,true,3568183,-4183576,4468272.0,12149102#TD333CiE0fljJH312TUVkdJ5pl3P4yPyVIZ,6820384#MdUaS9vPswMAh5U
2052,3,12,4,2017-12-05 13:18:27.000,5453334.160,-198252.48,-3036252,102.0,false,-9491991,4255029,10891312.0,2620943#sCZXDCLQv1WBDAYlbHWf9EloRR2DMwy0juZ,17569036#ySREIewmdkSiD8q
2053,3,2,37,2016-01-09 16:50:20.000,4456606.780,-3721682.5,-4882249,487.4,false,20404931,14871219,-8049776.0,6718295#oebv67U5Flvm5GO1uBocjJsARhOsIEV67yy,13023471#AuHhAO2eTn0vUrr
2054,2,3,50,2019-06-12 20:31:09.000,-8950086.820,-1.3368048E7,10828125,-242.6,false,-3549670,13336268,17937296.0,7588430#HCoaW4sR74hUdYrGpdlSHlmZ5YVl7ZVHjmc,16190767#JHSuzP5oUm7PeiQ
2055,2,3,10,2016-04-09 13:03:21.000,-1764853.200,9735191.0,-8269329,50.1,false,-7815685,17983656,3554016.0,5081083#RhaxjU6cpgr5FFNKpMANcfQitOdyKpWIczK,1894048#sDxUdckwzPh0PG7
2056,3,4,28,2013-02-23 00:08:10.000,20354825.560,1248020.9,4094631,-195.4,false,-20291321,-15804393,-5887440.0,19556693#qw25X53hpTeIcMJLs9fiCfLnBJCFdEhN6dE,4759395#BbawtxTY3TZJ06u
2057,1,4,3,2013-04-06 02:07:31.000,-14487254.110,-1.5165102E7,4310434,294.9,true,-13620048,-16862697,-12406960.0,14654013#sMVbtz6lYsmTThX5qAotjVJrPraiKacpIdR,8059052#wSk40mDtGykkoqX
2058,3,4,4,2017-01-19 16:24:27.000,18468459.280,1.2901393E7,-9783014,-169.5,true,-17990218,5311414,20152432.0,4753920#Lq54jTp5Nd0ewlU0k4TH69pT4gTYtXysgmJ,11676536#VjBcQmVVT4DrFMb
2059,1,1,53,2018-02-14 04:01:52.000,19370936.160,1711211.6,11401454,-189.1,true,536302,413683,2112016.0,8186819#xQvnmdNCNqVAvksZnR7XzCPsKWte2yFY4Rk,18776831#vzNjsTzspnT1RGq
2060,2,2,9,2019-12-14 19:14:11.000,-13841814.600,385859.62,6921329,-176.9,false,-12614047,-19411838,-17132480.0,16466586#4NaJcKZry6wWGFX6Cp1MB8HPbfNfu27arnK,14210559#boNCcVL3UBACR35
2061,2,11,45,2017-04-23 05:02:52.000,9422887.930,-1.5636835E7,18489828,227.9,false,11151210,-20050656,16430816.0,9389138#SqwQiIo1ySfr1y1Qh8P6s74p8C0OGLKpFCi,18304963#Nu9MzKLVIZxmebN
2062,1,12,54,2017-04-20 05:16:47.000,-2077685.160,-5934475.5,-14457883,-424.8,false,19799717,6513571,-6107440.0,11052204#kdBy0UF1FDpKFCVzu5ngxKIbsTc1QLOEb7t,14851808#xmRQUswagwYsBzU
2063,1,9,11,2016-12-23 06:15:48.000,16635723.940,-1.2803826E7,12645162,389.1,true,-2880416,-20129360,-6726288.0,8687799#h2vBWQvAcynfDPoJuWIoUvozTS0N7dFDTFN,11883817#Ym3vpQx3THyONL2
2064,2,4,13,2013-11-14 09:28:20.000,-11352041.000,-1.5262965E7,-6736397,-7.5,true,9486224,20125823,-2574624.0,20012571#NjiJGcGoOIM639ZekTkSJu8YWJldNJfsXmA,19255318#2WN8tFzETDIJLEO
2065,1,5,59,2014-11-25 21:34:22.000,6405751.820,-628894.2,-7000265,530.1,false,7921186,-10554012,8825296.0,3099877#LfjwLNpANUTnDnUbZXWM4DpFIS4Ko7OVoVJ,9253308#5Lh66XOeodswCIE
2066,3,3,10,2015-09-29 11:24:15.000,2425979.360,-8073903.0,11560699,-404.8,false,-9794246,-15655974,-1919232.0,1336700#zEj5OFUS6dylZ14w0crOx0XjJ7akm3MtYDt,7561626#zhxthonIgycbY1N
2067,2,4,2,2012-12-09 01:34:52.000,15371248.360,-1.6639616E7,3260624,-158.5,false,19638235,-11121191,7200784.0,17769392#fe5iyyFKDgJTzrAgJ7b0OSIZsBpzngX29BX,20635224#m9GnhlXFtBp6MwC
2068,3,3,45,2016-06-24 18:52:39.000,11429003.650,3745547.0,-17220257,362.0,false,16433575,-12718880,4208880.0,12933942#b8zLRwKuworSIucsT3L9m8Wkr7Tx4tiof0b,6892949#Z19w1uEineh093j
2069,1,4,6,2019-03-10 11:17:08.000,18041312.110,2.0187004E7,12373761,-396.1,true,16362467,-3598159,-11390160.0,3902453#BtJAYSACusnzQ7SxTUoQrOrqaKaTDumRABP,5969088#w7DMlH7pXuFh1Fd
2070,2,8,6,2017-01-13 13:39:49.000,14923242.100,-1.8953314E7,-9133008,-58.9,true,10697989,-2347039,-9340992.0,17218414#czqyz6sGVUhY7GMIqVhjjzDqRypx7Nu9U1P,8701#OkkwJqpgULANswI
2071,2,12,33,2017-01-08 06:06:22.000,-13551825.050,801288.3,-11397198,344.0,false,10619078,17511781,5498320.0,13622452#f8sy5Fjs1f6bmFMCxaptyzjlneHlAeeU8kP,19645476#ffeb7jgFiedC2AV
2072,3,9,4,2015-10-21 03:44:05.000,5963635.060,-1620123.2,11726626,179.8,true,-11887439,-19953775,3711264.0,8306593#qSq7V3WYJY91tvvEFWJPQjtwEvEJrca7bXK,19040407#2Xpu689GiNkJDJV
2073,3,10,34,2013-08-27 13:59:01.000,723052.740,3278786.8,-7644410,-191.6,true,14336169,4371185,-6501136.0,19653612#g8XABNGzn77F44Dv12qtzWlbmfToIYQEolR,15593886#tDlrGA67YESDhCa
2074,3,7,40,2014-12-28 12:57:30.000,973073.820,4283586.5,-8904171,-365.9,false,17351764,14484392,18126928.0,17194039#2hiwcYWKDp5U0oCAVb1VPiGOnKu1vS7UID1,18372793#VjV8xVuHnK7CCB5
2075,2,4,23,2013-12-24 20:56:02.000,-14399188.750,-3547860.5,-14323231,-22.1,true,-12274035,-9552771,6137296.0,2057424#PVxZqr3qIe8RQklLiuA0l8rcPMmP8BGmt0x,4283512#vyI4yUYF2YympeZ
2076,3,2,62,2018-06-20 11:19:36.000,-16873373.280,2.015445E7,6250526,-166.2,true,-3198704,-2437460,-19960944.0,14355245#wohC28aRQgghb96bFoqpGiiEJr1mWipEiBo,782880#FW3Y4KktaBU3PJA
2077,3,13,61,2017-08-19 15:17:09.000,-1832317.290,-1.9777688E7,-20420637,-394.7,true,16852964,-20591507,-1130032.0,17771101#7n7Hn8qBWpNtafuHFFHIE5m1FnY2ZRp6Aa3,4828813#lFAp1BfSzHzzxn5
2078,3,7,34,2014-02-06 23:36:28.000,-7926460.340,-1.1536136E7,-7802225,449.9,false,11286043,-14795969,2754928.0,10016202#759ytyWVwGymZaeUgTvwQmC3PYmZyf6obTW,9328202#or2278I4ms2kQP9
2079,3,12,33,2019-05-20 15:11:14.000,-11622556.030,-1.6371099E7,-15115158,335.8,false,14277053,-655422,-19593344.0,15506092#nQfRLB5oKbtQxTHumQtua0jsZ90YoMktM8D,20485044#EWC6jkg2nSPn84S
