1969,1604,298,2,6,15,1164,4381048.1500,-7386433,9936475,19022249#bspAgykp45m0hLadT70t93du4ANKstdTuNYxyP,-588960,-952593,12259503#Pw5pp1F384JFoLBgcyDaOz8JH4Pyp,15865706,-15963970,1.04035407E7,-1051546,-1.0686277E7,19649942.20,13462032#L7VMooIubrTineLjeqofoUjUJt,-10831779.29
1970,1956,1947,1,6,48,868,-8965274.5200,-1776316,16119843,3346467#nB6w04fwvfcZvfwAylILKG0YcY4L9UR8lZO81r,-4735513,-15068866,5874252#tPC9bMxK2ZBdHLHPdXYvWCLJ5pzGP,16532529,17144823,1.635344479E7,-4789321,-4201933.5,4534833.70,19590399#lmxyDKADjnEegtWotPWhp3qRLF,-18952248.08
1971,1359,865,2,13,37,659,19109528.3500,8343152,-3345891,18223981#HnfXATNFUka8LmAUZ7EVxfObeerTga5YjXz3RD,-4676344,7085588,15621695#SLMWX5kNhsISpkV4UPkp3bd5CKklH,9561311,8872406,1.40746813E7,-9632833,1.4385224E7,18614680.49,18413700#HaeYSOEG45chhiRJW9efL30ipe,19367409.35
1972,2969,1351,1,9,47,2250,-8721305.4800,-3401090,9842668,10964031#HrvJo0sv22ouYZziyTQFQ3qzwle3O7eN07tpue,-2323830,11708550,7056972#s9MW5Arhxx5qlNIsczpm3gLA7DT4Q,-9451614,-3152262,1.50811283E7,600602,7328131.5,13551074.09,10058030#fuDi1IpkLhkZxZJgJoF7Pvr4EM,-2944705.01
1973,1346,2059,1,3,5,1035,4051211.9200,13026478,-590504,18116525#dxMjMDx7jSJ8igcqbtc1I6TQANpJJib1C6RIae,19140239,-11078325,7298497#VjYNBLvv3X6kjynbBtmjlmCgHITPs,12694973,-1994041,3594621.05,-12549617,1.4137225E7,18684109.32,16467068#GpJDI95UsdMlTYdt1WOMqYHct1,16332551.24
1974,47,2084,3,11,13,2330,16229552.1000,15192025,-13392317,1398138#eP7DmJ9yRQx1GM3IRYuKS3igHd5bXeyIZ07cko,-15311220,14136238,12739626#PnAQb5jhSgF1WoE9PkQdyQl74e2vH,3601750,3173082,6736257.63,17907034,-3438544.8,17192464.96,7260714#vckiVGfjiVUMxNEatbJZFR2Vxi,-9945775.60
1975,824,547,3,13,2,500,9547548.1000,13832994,17779352,17156067#23TnqVs67TT8nv05DDfFs59fgF93vAwxs6Zadq,-13018956,-17788661,9372196#oyidbai8n2W8Ld5l4z7kjj5l5Mk99,-5786381,-1434514,-2592249.33,15360614,-1.1562911E7,-11309084.60,3850745#Z1xg6wbVS5IFToDcsGzncqw7vZ,-15888299.17
1976,595,710,3,9,54,615,-11352554.6100,796321,4691836,13706286#sX1FnbkqW6XVap80f5ca6D5iPXt2xDAg5nSm7b,12973604,-10467495,1348144#F4BfWs2avcTPa6vHE3romZE5YzUID,-3455786,-18148104,-5620614.49,-16308864,-1.1698892E7,-13504289.26,12870057#IrAYNM1FNxpVAij4XUnPQcn9Cu,15840996.49
1977,467,1595,3,14,40,2609,4642081.6700,3465892,-8045729,17894472#qlaa8TqzIn8j8EbkskfSlbeYPnHj2pNoyI8tE1,13780571,-15850965,18470962#J5O0qjeNEST8UNZm5NXHxb7y9j404,9953743,-2319154,-1.343954721E7,-7486870,1.900718E7,11915249.98,10228956#a4BLUQsoWELW9KXWcV2c8H3F7t,13145239.42
1978,2293,1042,1,6,28,2049,-17241595.6200,10283944,15479147,18829048#4tLHrMsYWj1IxIhl2GU8LXRGr04mjh9vwwdsRj,13674769,-6310442,4501670#W8bQmzEEn4lG3LGDeCvRyJG1Loyp2,-9416475,-5701448,-1.272115271E7,-480669,1.76355E7,5018979.55,6355616#dIHkW79VO0Elafep37JQgQlTs6,7140409.43
1979,685,1039,3,3,34,420,5503457.0400,-12838733,-18207362,10885905#7e5YzbLAH7ElLiaIC35vpFvsoUMAMGNHuhZecG,-10505888,-7125885,16891433#WroexiaQJbAJDkbZBUH2fDSXalQHd,-8830512,8945297,-1300899.2,-9908585,5479961.0,-19040273.94,2129449#7RiUeRkEIDW0VTgXqQ0qAeaV9V,-4535579.08
1980,2841,813,3,1,60,721,13804658.2400,-14435440,17100765,14327619#U8NdidRfqlRNQy92aOOSvC5jivv8CfS0SBzVVO,-3578459,13996161,17452454#y3deZl99zqINZjc0aiwoBXFzbE2fz,-189661,-14104093,-8836684.34,-9760766,1.0045519E7,19258180.06,1635403#GrQiIGUlp6Mou504Xi2UGACotC,-18842743.00
1981,1715,361,2,12,6,1680,-10604822.8100,-6742632,-9082625,11514758#XKlFYSFKs1UX3tH1z33wjYGhW0rrPAIXXQNmF7,-809238,-9389394,19703946#LaW4FUFOZ1RqyAph42utJOOgnBAJY,-3397235,17503333,1.718703367E7,17153942,7014657.5,3728276.36,7100611#f3mb2FtGVVgGmG6DtsJXeR7dOc,655033.21
1982,654,2199,2,7,26,1330,13998889.7300,-18507166,-9095206,15238676#9QuzBtry3LfJXkhZXZWavNtCdBMvpvONFAD3hn,4897894,10288643,14759494#Q982rDBRqqdwbJCqbB7x60NIPlFA9,1757002,-18669990,1990697.38,-13798295,2003838.2,11321230.42,885907#qsnUjUiEadBDLM6PNZfHCWr8S1,-15341282.63
1983,2230,1887,3,5,18,1163,6713255.2700,8295673,5262826,15150448#WYq5qh0D46LlgA7JWwJEenbezaAjcBuR6nsiqz,14153343,-3352860,13290293#gaT3E6fy8f2FRlcmuNVaGhRf0YxBw,-7450029,-12498038,5839700.76,4395895,2700652.2,-2575571.51,12858400#89FQu4JUSrS5uuG9mqFuwvtLyO,1582303.29
1984,716,1282,3,4,17,478,19674085.8500,-18534196,218834,92764#OxllOIHpuOEh6mTmEHHwr2FBq9sYX8i06PhzWW,17022579,-4347506,3829442#Eezyhpf4PgB87DJQqBHcxZNgbv7f2,-136878,3592078,1.03878627E7,17375621,-1.1265556E7,-15290973.80,4246691#FulGiS79tOhgqLT2IfxCH5pUqr,19161317.25
1985,3266,645,3,8,30,1686,-9335982.9500,-11440986,-12523044,5653646#amrT17OY1tpWoUlwOtr2AFHKYDNjBliXm6vnt7,8962249,-2378934,14926964#1Km2pnUP83BkpP5M0so761upAqw6u,5056383,3021887,-6613116.7,-17844338,163133.81,12114592.33,3461099#RzpZywYarYIwpuW2SgXWaIliFc,-17839334.50
1986,683,1672,2,1,33,2103,6054736.7800,-16081826,-19266988,6761448#WYq5qh0D46LlgA7JWwJEenbezaAjcBuR6nsiqz,-9897869,-3571377,19107587#53cgRViUwhWSKwdHeicCh5BKTnd7y,16926336,18905571,4647944.55,-18202622,353370.66,-8750493.24,4315343#SOiuscVblfHmeck97cbsHuP27p,-9537746.73
1987,956,227,2,1,46,537,7681367.6800,-8930806,-16898980,13872899#znaxCmqX3ooFlzP9PnwYEJa8NCR4LpxmNjPNDh,7496722,-9039172,13237962#J5O0qjeNEST8UNZm5NXHxb7y9j404,5882069,-11028797,1748104.84,-6384490,-1.1060816E7,19071195.38,16367164#AtF4uc4g0RvetepYY0906pxRUT,-13096531.65
1988,2602,286,2,10,34,732,-3088936.7200,-7787099,7964202,3193443#HhHZu1efr4twuQAboHFwHv2EDFQkogtMjzufAW,15261662,-18917870,5282044#Rt0HpCkPDCFEkpf1V1gbDiGN3ySa0,7130610,16562204,1.835968233E7,6524858,-9831098.0,-11106729.08,4928978#rDduud0g5fjJLhJ5vsK2ltEDYL,-3859635.50
1989,2292,808,2,8,20,333,-9700686.7700,-19728564,-12327652,16149521#Jq3IfR6G5msH4E6LZczmNkrOC7lzk4jrT1J5Yt,-9569130,8626497,13591171#BbDU06cDDltSqABrDj1coOcpcppWB,1645914,-4069364,-1.339637979E7,-410216,1.1559E7,6396019.23,2039352#FnCo9l0s96uNw5yzjmZLRaGL6N,8295678.85
1990,1929,461,3,4,57,1999,-13751930.3000,-10984249,-8984203,13137488#qeshu9rM1EzqF760j5zmcOh7jbseqwoRSUFf0R,-357429,-10913895,7902243#M7gXt6gNTsol5IXG5zSWRo7cs1u0b,15939109,4905024,9720138.56,-17209122,9357992.0,15844016.49,12425501#WApQcBYkKrtpZMXOXaadJjVPUQ,-13723839.49
1991,230,806,1,11,43,1775,5911420.0100,14592465,7289585,7266914#OWitfTjZ92fboi92Xzcjrpc6ysf7qK0ihYXHM1,9615930,15019465,14549447#2GgK53ZF2CafHpb9gHf1zsLxXT08A,7972021,-7798082,70663.9,1415373,7270163.0,12907234.51,9792324#o25t6KSyiQLGJu3mwrOQsMNAbs,-123667.76
1992,2832,398,1,5,6,268,-9615393.7300,6381051,13312485,255102#BIRqzw94HddCMkabmZ5KSdC4Rfr64BJMTJwLOz,-12609437,160198,1383361#m7ukDjzsTgOVOtRj0BL57VtgcjSg7,-6442905,16741836,-1.507081805E7,14400844,1.0926843E7,-10465842.55,3354777#gAzTqWTcQjJ8DbVMcsRlKcIhWy,8181500.07
