1,554,2,7,58,1320,2011-01-19 07:01:50.000,9341.71,9497#ZqEHEcdXKmkHgK8h61JuK,-11296,581.170,14716.39,-14305.72,-2517.75,-6520,13192,7590,7754,false,18351,5578,true,2189#pNO4HPd8BEItc,-10491.1,4191
2,342,2,1,23,421,2012-07-17 06:48:32.000,-1198.17,10982#XvLsDuBO5d1Rmv2YIjnc9,6682,-9084.540,17504.09,23845.6,4537.50,1391,-24577,-8237,19257,true,7477,125,false,9766#vZmTFzHjvxFJ2,4198.5,-11466
3,234,2,10,45,320,2011-03-17 07:00:50.000,-20769.91,17123#ZGTZY36E6XNMimlZ8s8Hu,4565,4310.100,28864.93,9140.09,14916.92,14262,25844,-12659,22855,false,31313,50,true,28136#09xKcg9rCaxo5,-6454.6,25861
4,836,2,4,16,1694,2010-12-01 01:54:07.000,13871.32,42808#JL1N7kJR9FWw8h99GJUCc,-9369,-347.330,-19039.82,-30622.56,12593.48,13600,-23331,-24314,32878,false,40727,47802,false,25703#OY2bFMiEwcVCS,-21533.6,29618
5,655,3,7,49,573,2001-09-09 07:33:29.000,37682.84,15463#s5511DRzan5vzGYcFzI7p,6116,9054.360,-57265.94,23650.46,14492.50,-24480,13539,46000,26079,false,-18450,-36543,false,33233#nsvcbPeiookgu,-49616.9,-25297
6,590,1,3,26,2338,2019-08-14 21:02:18.000,44886.28,60754#dHkS8dkXknrmmzb9JZQci,16738,-7361.680,-43627.04,-22049.34,61307.50,63579,35723,-32022,29548,true,3042,50904,false,6971#5CRVs1ypqcXyv,12852.5,-41596
7,90,3,2,18,234,2008-04-11 00:21:17.000,12353.47,48744#DEKjS5bXPU6xskoQDit66,19801,6785.530,1681.09,21582.08,-67052.51,41034,35993,20365,-40390,false,-6659,10776,true,19297#KBd5rAVjqcIF5,-38210.0,23693
8,193,2,8,36,1440,2010-06-26 17:47:54.000,-6464.17,3414#iHrNH2B7V17wtxfkscy5A,-54677,-7101.340,57587.62,7185.72,70586.00,-37266,-80295,226,4695,false,-83261,16101,false,26868#fZm35xJ53y814,56195.3,10737
9,668,3,3,63,2115,2009-04-19 11:38:57.000,-31709.72,11135#mWtM9ZM4qL4b6F8uT7dJN,42309,-5475.400,89970.86,-48629.22,-86300.00,34031,113,6289,10675,false,34768,-70762,false,71659#2F0xJmJAguImC,-38597.4,11213
10,155,3,11,23,830,2006-08-31 01:21:29.000,-94026.68,8328#P8UDQ279drh8aF0OQUtpM,-48108,1173.840,46445.68,469.74,78538.10,42222,-5223,55079,29782,false,-41423,17219,false,95759#uyZbOzvj6yOTi,-68463.0,70396
11,735,2,8,61,90,2008-06-06 02:53:17.000,63613.26,43199#oaJL71GIYnWEW9ZabTlM9,74112,6292.190,86133.91,41282.25,87747.30,41844,22059,-39497,-35720,false,-16289,-60086,false,74310#H7RQKAY4rId0D,59354.6,31932
12,521,2,14,27,1841,2008-06-21 16:25:30.000,6107.31,1579#xbtPu1cifmhv7cSkPxWg0,-49614,8811.440,-46173.55,-113321.46,-58231.66,-20821,18302,-40504,-88261,true,-51703,-4200,false,92428#ffdHzxTdPfnyo,95326.9,35947
13,470,1,1,31,2206,2015-06-19 16:02:53.000,-105508.42,24713#pDqyAkE7FJxvbazTh7dDk,106611,-63.700,47806.89,105920.58,104745.23,-128071,39900,120658,-118175,true,-59772,21191,false,88160#NFCHWGaeoPUjb,-3816.0,115967
14,915,1,2,23,2570,2018-09-03 16:29:05.000,29616.19,43437#Eh4MFRshGErVSxGkbdMEI,-99930,-4279.340,-51405.6,115724.93,4600.02,-84955,92859,-47836,43972,true,-42641,52241,false,104021#nChvGTbyFsJh6,108573.4,-24976
15,345,2,12,17,1189,2015-08-30 22:01:26.000,-96286.24,63664#VLFIhmXpcnJ1ZxGhkqtni,-57852,5589.220,-53688.64,-114763.6,79816.00,-53026,124993,-97187,-50169,false,-94523,36636,true,18987#9D9qrIZNlo3nw,306.8,22423
