27,282,1541,4336,148449,135715,-39159,-119244.45,0.159,127040,-44403.160,170533,33188#Zqlpo83Igv5TCXEcFWQvemY0PR3BIz,80619,253344
28,232,2234,2403,-190197,-269739,68785,152559.55,0.184,258301,165633.530,-28512,15676#WUJOIFl9ScqXxXg5ZNk5zxjeVIULpL,88788,-211296
29,1135,349,3415,269301,-155554,-133621,122319.17,0.174,26744,-44704.680,-203796,280459#6PWQLzPpCiVWYiiRdjdkZ4XaH0xtT6,192085,-219750
30,1214,714,2555,100329,23109,86117,-263571.75,-0.160,-142780,106243.040,-290231,30860#yipl75SxKKgZUutRGoiJ6tZPOPd2SD,48554,-81202
31,118,1687,4607,102251,301779,-250315,-76087.96,0.090,-248002,289175.460,188573,136597#OKURvOtxphdekmcnS25RPnRfajt8B2,-234957,197503
32,864,49,3008,108365,-306722,-161354,-192305.12,0.054,109879,-71511.900,-307605,150114#T8CofCv3z8rWU4u2ZFPijDUcRj4Key,-113112,243783
33,1798,1320,4370,114667,-237680,46504,263004.65,0.088,201959,52501.270,-167968,200956#9zo102wfmEIu0ef8K4lZEsGTrgH59b,143483,-199387
34,999,129,2413,127018,322983,6279,-258451.44,-0.003,-138536,152081.390,87757,27978#yhhbnKZs8UeVLKv9Gfb42c88PfAZG5,199408,-190188
35,973,669,3438,334048,244237,-95313,-47618.15,-0.165,-277518,174053.800,-83963,219908#l2uNbRCimIy0D93R15RSXyCBdftuXs,-329050,177
36,1415,1604,4529,-84857,-8318,181991,281595.62,0.090,-91672,-107693.000,-179994,119141#oY4SkA7mA19lS5GtktKHQVCx2DK2y6,242078,76733
37,1573,1037,1261,244767,-211335,49082,15127.27,-0.181,-161963,311081.910,-332273,281720#Uv16920rXeAlHbmt5spc1N878QLorg,-229639,114504
38,217,8,235,123156,160126,-366169,44936.21,-0.057,-223993,-87779.510,315625,352957#M9lrGdYmZPQSzLHcl5eQlH6ejSSAe5,360923,96832
39,797,597,2657,92945,-274367,-212113,313246.39,0.233,41317,-291933.000,39796,154507#kli7Cqx2qhrAYkbfjh1OLJySdGObMs,-131801,11031
40,1763,969,2447,18731,-203738,387896,248696.79,0.116,-117206,-308369.980,-249230,291661#hay3iiH3ak6kW5p3sZPSxeBSZ8cv0T,137580,213273
41,1314,445,3831,-62926,23647,-233329,128619.98,-0.084,169798,-152875.620,-105067,78504#hr6FfV8drAJzatccfdr9NhdeO61wfb,-20355,10646
42,1070,1972,3703,324688,338608,175723,427192.44,0.192,74627,158832.820,224828,94663#uoDml9vB2EpKie2WYgJkhQODCSm2rW,382091,-412736
43,1357,765,1534,-67137,215861,160790,430275.1,-0.076,4497,77817.470,-348597,135657#JKZjmGdYguxaQl2sXMoGMK5jyqjFHK,406021,-39975
44,1454,1355,3065,101072,218504,214588,352551.23,0.141,-290365,244347.330,-162987,220483#Pfhu5oLnwTp1UZ1jfi5uoDc7VGpezm,327164,424731
45,1015,108,2008,-152733,212284,272487,192264.8,0.174,41858,288475.330,251606,349583#ajIjppaGrzXOUIbnSGjK7YBt0KrCYD,9460,-141655
46,1477,2450,532,248794,-426158,265616,387206.75,0.277,-96,13098.210,-366521,360489#Pm100Yfybljker6MENdRNIUY8e211C,136993,-195462
47,1060,1269,3499,-429465,-342557,249026,441588.47,0.205,346966,-33272.680,-29473,21537#tjUD14KDF4LavMAtKHJ6t5ZyaaUCZa,134843,253566
48,506,2104,583,193315,-142591,-290674,43430.49,-0.148,77751,231638.310,-354551,297879#SPM4QAU1fJDVGWUX7wMCemctHSjr75,-300933,451235
49,228,1118,3167,470736,287022,272210,298202.63,0.198,-343682,92320.520,117828,76341#wrYd1ZLkEASK6vr6qHZQ5BZqQaRUDU,-148652,392158
50,296,24,1942,212829,-437626,331468,39284.26,-0.190,244932,-156354.580,351265,93532#MTFZM7vLueiSazpJok8zhrqN2SNDCe,86950,-79097
51,1330,1936,3388,-112995,488841,-457200,311679.37,-0.076,205926,-426903.160,-253986,121310#VyjjkmrM6SoRU5IQwNy7ZEJx1so4QT,-81465,114674
52,1700,1830,506,109345,-157656,481760,934.38,-0.226,302707,-7278.410,2024,237737#csf3xCdtfPUBvANzXyiSbKS2OqLUi3,102044,-308166
