53,174,2331,4120,294027,-75218,235564,-219084.12,-0.155,357717,-242882.810,-438177,175189#hC36clccZqi3IjYym2oodjcV9S4nWQ,162523,80883
54,1195,724,1972,541801,145305,-141094,-153441.15,-0.121,543527,-285267.880,-216892,76752#6gmt7Wzjc4izHWyuFC5PJukK95wkX4,-106518,-222964
55,1706,2078,3728,182944,-218767,412592,-416139.59,-0.068,-389131,-107567.660,-506797,426765#N4ECsFgRZFVuXgBXE6xvxnyKWprd2c,-448708,509223
56,1311,1587,602,-381230,229544,-476009,-123993.5,-0.133,498647,-272800.590,390056,542130#fvnsMJvRM5LjGDVaMQfyRIK9TMKnye,265839,298399
57,656,747,1746,297822,384309,-531724,-411818.2,0.285,-45519,-83444.830,-161447,195774#8C83Qz42jcM4dKWCjQwmPjzy1nfscI,-239892,295758
58,657,1739,1549,-12542,521839,426663,-291916.78,0.312,347139,431003.790,233961,42313#r2UqJHgouh9igyIhytkQ0AFM8xAMU0,-89229,-362478
59,398,109,1915,124005,-159787,505485,-36614.88,0.321,-246359,-556559.800,-422204,219625#fRMku7mWwMagBaEbWOrK1VWHTTx7lw,493466,-258706
60,797,792,3607,-14236,125558,-464938,-230643.95,-0.176,417900,402645.920,561071,37725#DCbqgn0FUUxeeZH7czkDN6MfggsvLs,143732,-423179
61,1511,82,1692,-567275,-149863,182219,-397323.22,0.217,-174826,-466276.940,-319597,216434#OueyTdcB7lOOx7i1uz8DaurMPIpAaM,310396,338197
62,38,1054,4478,40526,-392218,180655,-535688.74,-0.276,-214891,-493637.860,535698,238273#LGK391rmJ9tHD2V1DcAXrOsuKQoxaG,587603,485838
63,830,274,3371,23519,-470918,-31277,-494583.2,0.285,40937,9085.860,174644,349742#69NVzwo4FyGnhAcLuMlKrtnlZVr5aF,580476,-237162
64,141,2105,324,-550178,-110093,70678,224592.6,-0.182,-47375,-79121.490,-441294,604708#axPTDyFdVwqssh6DI5rnYp6TBOckId,584331,204742
65,790,1245,4063,-321652,-566905,-621006,-553874.19,-0.108,328468,5484.870,-316790,263610#0RobdtbP5IzFXItUYy9Jb5nJ6LGLUH,65215,595232
66,1797,949,3515,582483,-499859,-382101,-42650.44,0.237,109599,-492483.980,-599483,69388#ExYd2kjekQUvcJKmGr8O0wa8DJl80t,-653416,565
67,432,829,4577,-648606,607881,254013,261382.73,-0.241,252207,307033.970,518530,99742#69NVzwo4FyGnhAcLuMlKrtnlZVr5aF,-30542,-648198
68,1509,1655,4151,602887,-577377,525027,-284901.87,0.351,504816,533220.440,-196146,224602#89Dcp3ARCAi9ahUvZ3KVmSp4ygb0Ol,-406672,-330292
69,1685,1599,939,-353197,-440096,-29730,-163549.93,0.342,144144,232754.750,664052,375266#mA98NclFFYD9QRwqcaZPoohV8lEEQc,55137,673998
70,199,2359,3041,-649976,-357281,-517391,-53363.68,-0.270,-230689,525778.820,-465114,327917#TuqdiWEyrGUa41YtLCMojMnRhQXMkm,411257,-258851
71,616,617,1082,628013,-338813,-538708,125860.09,-0.120,-127684,-461159.050,159224,621142#wQkGefALUSY7XaksBSlIcKjaSJOu4m,-329948,-437925
72,937,208,1398,174736,643800,298558,-188316.71,-0.154,444316,-670827.080,393900,77828#szKxbRMHP3x84Tf7FHTpDZBmmcFW3y,-316707,-642869
73,1140,1410,399,207106,652712,-21997,302582.37,0.335,47495,532667.750,-658625,152192#M6NObwnpJkUkbwOErPoM1b5G64BgNA,8259,-12621
74,387,1616,4071,-301677,734620,-410090,-606748.91,0.310,-503180,-106407.720,31695,309576#t7yzaqINMCzgWQx0tpmOtrVsHKgaEv,-242888,434490
75,450,140,3289,-605767,234802,-545352,380383.71,0.314,-80746,392060.210,-338443,14968#0WoEXzAPOuY6fnUaRDwUVExwzTZa8H,-384465,374072
76,597,898,3849,-390510,296612,307778,-685324.76,0.236,-389980,-213681.270,-605655,339254#S2MtKNXXt86d3z14DEZn0qVLHlNpJr,-45104,-352362
77,869,1859,3707,406127,401515,-97874,-352044.45,0.354,355606,-112091.160,473721,85601#e3A4k83a6p7D0JMPmtYATw4lohFXUe,211819,723244
78,898,1164,1537,-543532,-765139,187265,433359.55,0.379,732591,451508.030,-71208,39115#SFJZ0CGuG5nr0uJzncEdHJybYw33i0,231988,-596496
