1,1127,6643.5,-13529,4592,3559#XEAXyiQZ875IO,2770,2983,5665,9299,-7188
2,2369,163.6,-8193,-11456,14851#81U8gCSpFmIzI,-20489,19021,14534,22548,9033
3,2063,4327.6,25836,-9151,28191#dVTngD8PhPzez,-11635,26580,7911,-19709,-12565
4,1673,3778.4,31217,-44903,16254#WZBmLyiMTO4Tm,3086,5676,1872,33263,5616
5,2088,-5144.1,5269,-13584,10873#V6Hu0Ge3Plzg8,25366,-49212,8463,-16409,-34004
6,1268,-3707.5,11113,786,12797#aHhwY4yNo1igN,961,-2013,53891,3848,-46239
7,2851,-1104.1,-47551,5757,12841#V2X2e6dxWWYMU,-17559,-17440,-50504,-64975,39755
8,3649,-8863.4,35916,-62201,69496#XK7zUUiatoOi0,-78924,63246,67884,-63336,-492
9,1921,8454.5,24566,-53894,55991#tARACDOvXdbrV,-62373,37937,-36325,-65506,44595
10,771,3525.3,93207,9899,97943#wUkZqzclhWwDT,-61558,46154,58835,74217,13549
11,3989,-7661.5,-20467,-70936,20204#DJYBK81VCc0e0,-38707,-105415,-28962,65911,-6706
12,2805,558.2,33833,95385,85365#TiKbuP8l2vZRN,59214,90502,62834,76804,-113893
13,1226,-13027.7,19452,40181,74119#gV1e4gDIVWCjc,45553,-72935,-20308,-60295,-50333
14,4600,-3880.2,-117080,-25649,132161#bDVdIYW5ven2M,-99714,-121327,-11180,-116801,-114210
15,4463,10701.7,31797,-76620,96664#c5CR80e5M0jyq,31368,73095,-116717,104315,-96070
16,1962,8125.9,69758,129742,121045#IpyEtXtwAhSdP,-18639,70757,70059,41501,-110661
17,4476,-1858.5,103838,163112,79930#0LDiTctdMcown,5350,-53165,-52148,-9519,41433
18,1603,3386.2,-114912,57408,96902#3GpHjqKTI9Ef8,-87877,-177812,-123962,-150516,-162299
19,967,-12079.1,-85086,5997,188333#75FZM80OWpXU3,15381,-48616,-129380,-117711,103211
20,2842,-7773.8,-156467,-139185,153980#Du5dwiexC4dsn,-38981,-12731,18698,153438,7964
21,2425,-18871.3,-84295,-113122,28900#Ujb526aYv5tgq,-109284,163097,-180376,200724,-85031
22,4150,-5829.0,-22221,71893,109979#hVOQhhUagfhHj,75342,118624,61115,-20819,1351
23,3915,18391.9,172114,112279,214599#UMrp7VAGCJb7v,191629,81586,138638,-182463,-15425
24,3444,9498.6,-40474,-217260,1437#7VDR0JOHYPGpU,130051,41086,-40202,-85948,62630
25,1959,-12156.1,205174,63809,101662#H73zBZ5po6hwc,-187924,33969,177767,-137897,218796
26,604,-919.2,-198508,-234858,12429#JmUujXefxYgK4,-9785,61239,166272,187782,185124
27,1886,-8586.8,-250027,-48399,112842#vnHfBER0zfnaw,-91547,139790,-188189,132055,-32759
28,2623,19238.8,227450,-66530,99388#IxD0cIyOqj4qH,112025,5251,-180022,-245551,258455
29,4333,9257.6,-38720,-233833,70057#qdQTGsYp2hH3R,240295,-230276,-81603,-257148,-255133
30,3013,-15045.0,-67160,219976,142653#3RdpKkFWjUlFe,-244501,-239646,123076,-18488,-85912
31,348,-8432.9,112997,-146024,308348#lQYjG4A98DtTj,-222501,-138589,252260,-241147,159415
32,1463,-437.6,-245004,56595,135452#fAQBl8SBlyjRy,33239,-192750,-270070,-61646,196873
