517,182,3,3862849#Ag9qpZsGnI2JBSg6Kea,1889694,-0.28,2868912.0,-4022146,4582672,-3516726,2746690.98,2013-08-05 13:25:41.000,2315312,2981306.4
518,122,4,3664577#M3VD0awjCVpCdZkkfHX,-452987,-0.38,3279120.0,-3479451,-4118352,-2467825,5027713.78,2015-03-05 19:15:27.000,-4619173,-2157901.8
519,99,3,2449181#ZwadNSJGdqUsqDFex7i,2519523,-0.23,-1090896.0,300744,1900180,4346656,5154107.43,2009-04-26 05:17:16.000,-3845837,-4850953.7
520,89,2,2780530#mPMp4izKC4lGkx3o4On,-2710656,0.31,315616.0,1373587,-4702866,3465369,1338860.49,2009-04-19 22:49:31.000,-3795939,-2845168.7
521,93,1,3172017#h4McOKZnR1dEpuJwA1b,-4454147,-0.34,893488.0,1760478,1570014,-3948227,3847853.94,2008-02-03 16:01:41.000,-5068282,1409827.3
522,93,2,4848403#xqJ2jrAEK0TcM8LhuhU,-747940,-0.25,-1827488.0,-3945393,-4300869,4154133,-2656717.62,2018-07-13 12:05:13.000,3076463,319059.4
523,20,1,676720#sufu1t0pygTY35bA5KS,1294126,-0.33,2965168.0,-3812703,3083188,-840581,-416987.32,2009-11-12 22:34:41.000,-5041160,1464908.1
524,113,4,3908143#KQGyxIuU9diSAZlf8rm,-1305363,0.39,-2153584.0,3538351,-1035818,3238107,-5046756.01,2019-07-02 07:51:57.000,246908,-2859378.8
525,116,4,612284#FgXHgJ5iD8tuypSENFt,-3905401,-0.34,-3180464.0,1842121,-2721011,-3458911,4528785.56,2014-10-11 16:50:47.000,-2889421,4093668.1
526,176,1,1424341#0Pp7jpX1N7E2YFjaaEX,-5049127,0.40,3758096.0,-2033205,4354039,-4103562,1111882.75,2012-06-24 22:59:20.000,-2875112,-1132089.4
527,192,2,4396171#52ZWUE6RznCMl8hVowX,-938187,-0.38,-326000.0,902905,5246789,-4571598,-3170577.59,2019-06-05 19:46:38.000,3450708,4729933.1
528,84,2,1609877#AiwHZVsrmTqURobmiKo,-1193098,0.40,133648.0,2055615,-1035320,4980108,-3053780.42,2018-01-08 13:24:09.000,-4246639,1683600.6
529,84,3,2664186#bAHiFbNsOLmCQ2rpiQz,5009207,0.23,2041440.0,-3588036,764621,-2988728,2900068.53,2018-12-02 15:26:25.000,3511015,1379710.0
530,73,3,4333525#5HqMp1KlYeL9QGuzm2b,60206,0.36,-1216160.0,800100,-1799559,-1232998,-4714681.29,2014-10-03 13:45:30.000,-3204814,273962.8
531,10,1,4739447#MQpG7JiXumdb6dTyNXW,-221781,0.34,194000.0,-2069677,-2674534,-874678,436497.06,2011-02-02 17:38:28.000,-3159215,1096930.4
532,97,1,3691659#7SElT27TXknGi7ZDXIH,-3551821,0.23,-3188064.0,3330523,4180755,5240498,730860.98,2008-04-03 02:09:21.000,-1158799,3797423.2
533,59,1,1954643#NJxBy18pqC5SHqJOAhx,-198569,0.29,-1285568.0,-1211640,-4654226,4276937,2423039.16,2016-06-22 13:53:43.000,-236529,-4527001.0
534,50,1,1696294#0O6ZCJDpAWKVOTIIBXq,1122540,0.41,2168992.0,1191089,1009258,-5192554,-5284842.91,2018-12-31 13:04:13.000,294957,-4758156.1
535,153,5,4450635#pQEYgYukpKUenuDF4U2,-3248446,0.30,-2526208.0,3077125,-811283,2077044,-5074055.23,2010-11-26 12:00:28.000,5159807,985340.7
536,113,3,831543#Z6swuAC2uvafLiHn3BI,2489647,0.39,-4120592.0,-3538186,-711745,-2538472,165226.81,2017-03-17 02:49:14.000,-283687,2427997.2
537,75,4,2839564#zSmcz2rMFUZtZCUVFr0,1065031,0.33,-3322384.0,-1613291,4652664,-2788691,1928248.54,2010-08-23 13:09:07.000,389537,-4355982.9
538,10,3,3491784#mzvsCQr5SAwHCUGmsf5,4685785,-0.41,3717696.0,4538138,-2827137,3910601,-4444223.01,2014-10-14 17:44:01.000,-2417651,-3751849.7
539,211,3,481862#89FDkglf8ZCrn0fyMoq,997956,0.28,1094512.0,-452975,2125398,4061921,-1080101.45,2008-02-13 19:13:01.000,3277890,-2768161.0
540,102,4,1018474#K5H3Dz1QFlfHK0mB9wk,5225310,-0.22,5194176.0,-3649304,5146246,-2650642,1447151.61,2011-11-13 05:08:07.000,1126280,-4816870.4
541,7,4,3692245#KVukmx1ytsirbHo5H7f,-3843860,0.27,4704.0,-3317510,-5363003,-2184980,-5204759.11,2010-06-19 07:06:01.000,-4999190,341811.6
542,46,1,1720072#y8rDGO3mtQ4pOxlkZS2,-1891766,0.32,-3844368.0,-183822,-1021312,-163923,-606131.71,2010-12-26 06:12:30.000,4312859,4932457.3
543,162,2,136238#WqZi0Bv1n2bhht8Kruw,502616,-0.24,3856544.0,-4392835,2907227,2970680,5129279.47,2008-06-26 14:56:09.000,-1903977,-5211705.6
544,122,1,4869884#D1ZU544L77pegSQlF6u,2039589,-0.24,3652096.0,-5215333,-2316437,-5207668,-1256311.98,2011-05-15 05:07:06.000,-1297369,-754850.3
545,107,1,4972071#lnEzlmSwRf9t1sgwjqz,-2691537,-0.36,-4931552.0,-4496436,2515978,-1817081,961821.00,2019-10-26 23:21:59.000,1891209,2791946.4
546,26,3,1193255#rFdX9RfVreoGRwedWwh,-4037026,0.35,3308512.0,3309664,1545458,-492364,4984553.19,2010-10-17 03:44:11.000,3676492,1370537.4
547,122,1,1802763#gGFcmc2rmL2N7uzUcrH,2400559,0.25,1645920.0,4759349,-3765960,5149666,3085443.19,2019-03-22 14:43:42.000,-2486403,-428322.2
548,168,2,4637279#CPGdCElxbzqD4EmPoNx,577405,-0.28,3858000.0,3123165,4543757,5084300,1566777.09,2019-08-06 20:10:06.000,-1199301,-2929716.2
