157,588,855,4044,826457,1060059,-1469408,-1130218.2,0.675,-125452,-214594.830,-453449,533653#ZeawIkLtaDx6jyA7MBk6BBTSIbKRFc,-673492,813358
158,192,1721,3910,-46399,1437039,1156436,-791116.78,0.702,933979,1177900.790,640646,108061#F2GhaS1iWxAM1uhSVulD4EBXcBloMm,-253229,-974478
159,1462,1430,1928,328395,-416587,1360804,-108614.88,0.711,-670980,-1485005.800,-1140031,583026#2n5DZN8ui9bmGzPGnnwApF0CSd2fKG,1317466,-683906
160,729,120,3385,-52846,343558,-1245101,-630643.95,-0.476,1100307,1081039.920,1482098,87186#D3QDQkTgcOQToneV0n7yczmnDvvCKy,385682,-1127179
161,1222,454,2900,-1489213,-408263,478337,-1056523.22,0.607,-472362,-1246831.940,-852574,563886#B4rdhbuCCIvYQ8Djb7knAWSRx2wWUJ,821296,878597
162,587,195,482,93582,-1017018,483711,-1383688.74,-0.576,-547366,-1290232.860,1411683,612217#y6WcnxuOFDO37hljlwIh31RckdHL08,1519603,1273838
163,796,2251,371,51552,-1219118,-95503,-1276983.2,0.675,95185,14843.860,462865,898870#ws8wDszvFGl7s5vX376IuRjHwn5t75,1515276,-608462
164,1286,1657,1394,-1422089,-290893,194984,589392.6,-0.482,-118798,-204764.490,-1140412,1547948#pDxAGZDTly4GGHqwwuCtSJJuPEti02,1503931,525142
165,668,450,2100,-818853,-1445830,-1589600,-1403474.19,-0.408,823138,2993.870,-791330,654356#096c4HMtRSWv0bYF17HccczXkNdoCy,176415,1502432
166,1308,1511,2084,1455697,-1245059,-953870,-97050.44,0.627,281819,-1251257.980,-1507122,172282#lTPDg4pOFcC8d4It3nhpG1ibpqFB6G,-1648616,-7834
167,1580,2180,2334,-1624156,1528481,634264,643782.73,-0.541,642885,778753.970,1279724,235263#2L0MO6RaLkrdJg2hAmVNBHUyThu9is,-75142,-1619398
168,192,1443,1570,1482480,-1427077,1308166,-712101.87,0.741,1253716,1314363.440,-483921,553484#CUCkll9yFreG8NUCs7PuXC3Pw1iGrs,-1015072,-828692
169,1258,720,2972,-877865,-1076383,-67097,-414749.93,0.732,342079,569190.750,1614777,915419#5vGmzMn8KyEvHf0p3YKdkhkZeEMUkG,124737,1650598
170,258,1825,3238,-1590609,-870881,-1249647,-115763.68,-0.570,-559020,1288621.820,-1141055,783399#xnUucyo7l24kb9YlF300nONe3yPMo1,988457,-637251
171,1896,347,3257,1501337,-825013,-1307401,298660.09,-0.420,-308128,-1124470.050,376015,1488213#DgsVtHSR9iZeK9iXFAallsyXJ5qhW2,-804748,-1063125
172,320,736,3999,427306,1550000,715774,-442716.71,-0.454,1060589,-1588715.080,935376,184732#LClbbasJVTPITGHvUCfqntyYhAHtoP,-762307,-1527669
173,748,2524,1011,501341,1559112,-46526,712182.37,0.725,124185,1261898.750,-1564620,356380#iQrgVyuzBATa2K5GItptSPE1oLt5Rh,22659,-32621
174,900,1531,323,-719786,1723820,-953689,-1419548.91,0.700,-1175096,-248957.720,83273,724786#DvS0vKK0RdseBGNcmq8fAZGC5fI81w,-562088,1014490
175,1812,2352,4115,-1411070,557902,-1271433,881183.71,0.704,-185636,906123.210,-782391,24680#NLsxYJasrgVhHpLySrqMlXOnx5pYdr,-891777,866672
176,654,926,259,-900015,683412,701002,-1587724.76,0.626,-898327,-497655.270,-1398421,776753#mRRha90YOIqmSgOe6rHiLllrjlnyDX,-106904,-815162
177,112,2495,2449,921483,933115,-215304,-817644.45,0.744,812738,-247467.160,1080097,190426#IyBXEXUfIG6j4C0WPBOst8CukbEqgH,474219,1663044
178,299,1587,4435,-1250202,-1755939,424226,994959.55,0.769,1681170,1023257.030,-156600,85994#PHa313YyOIvnG4HuTwvAhvhtxVrGVd,518388,-1366896
179,226,1916,271,1659630,-943954,-845543,767919.17,0.759,184350,-314233.680,-1215585,1725849#1fOfs5RQoQAVKVxpyCaZe1nZnYZQjK,1174885,-1312650
180,1857,289,2940,644387,149109,566623,-1590771.75,-0.610,-828344,675991.040,-1712159,169627#j65i5As2Md7ArN3pUTGMF5joL58Ajb,267854,-508102
181,167,340,2821,571373,1799979,-1492201,-431287.96,0.675,-1471757,1656729.960,1115927,790774#8C83Qz42jcM4dKWCjQwmPjzy1nfscI,-1367832,1134253
182,1124,1757,3233,605204,-1711622,-963211,-1140305.12,0.639,628337,-376506.900,-1787041,846360#59aTiFzq8gXDhsnOAUwLzHjP36Jeb0,-680112,1353183
