1735,6897091,-7591837.380,-277376.3,-16943529,-6860666,10400639#SqFLTduLgk8SnlehpY7YGXtUleZalE
1736,-7840610,12946823.830,302904.3,-1095190,-10948963,422218#yw380a8s7N6kaADc7cJkr6r1K24gvw
1737,14390436,-14225655.640,-50604.4,11577527,-7313997,6269458#Urr9UPZEeTP7wpsFxSW20fQIevgOGC
1738,9408763,-9095186.770,315403.3,-8097019,16879907,8646219#SmbtwEnTKjbqzY3taYaCpDbuPphDwQ
1739,14804791,13059831.710,-144224.9,10017386,8756499,17134083#BCjsB2rxmcbeanTxwU4Z6fAQhM9wsX
1740,7944342,-5978780.230,116722.4,-3881211,-6728332,8157434#qsLydV44q8glTlCRH23dtnW0u0a92F
1741,13618844,16669427.890,142520.8,9425440,12903029,10764902#MCDCKZX6W0443YIOcQSQPrzuz7q89U
1742,14310397,-16630106.720,-202901.3,7766688,-729791,7758209#PpJtFqsjQk52hvJ4sb2sstj6N65XOh
1743,-2332877,9810698.660,168257.4,8032094,4344268,6670338#ZowFYb0eWbHbao97L8BZf6kg3k9iJH
1744,3353576,15238944.700,117871.9,-5515080,-15872193,1670626#i3o8h5yV7SZUSoCaqjCFicGcOAsAav
1745,7555844,14308236.870,-302116.8,-5806964,-10606306,15952999#wFGM2PC342diNiL7jKqkydTYbaw7mZ
1746,-4910979,9837661.500,75414.0,17285155,-8304079,6864632#BxgheZasExh9bOMEzzW3BvyMkADdgK
1747,16608745,13274824.430,248630.7,1775662,-6067058,9081814#VvRjk2zw2tOg5F6vE088JtjgbcTNWE
1748,-11232008,-11882806.480,-252088.6,-7367387,5578268,462236#jhx6w37ZiioEv1ec2T2ApozSJwoStZ
1749,-17463445,9578588.830,-95046.4,-9764006,-11121663,818796#eSruwshTYGT3VLX9KYeSkHSACSKwD6
1750,1889640,-11177850.490,-248451.8,-8417285,3192658,17226224#pWYhqtZA4XEscL2ZfaVtnqt9B206dp
1751,6513233,-4532534.070,-186641.0,15932863,-14768238,5462963#mTZ0Xj9vGIZ9i7JI94ZrWQJKw8qD4C
1752,2879515,-15149859.340,143607.8,-2312339,7583205,12211506#XG80g88c4LVtAqecbNB4g1hEYtTSTU
1753,5007409,15339670.590,105785.2,6157724,10379534,11382900#wFOV2C6TP2Hj9rn1rU3tAolLmCx9Bf
1754,-1299154,-6784283.310,240383.1,-14562274,-12110379,664449#TgzGHKygzlrunFnMpGguSP3yBskojY
1755,-15124032,3671461.920,51946.3,6725274,-14111692,16696180#TZ5h0PSxQkpOco0xaVPLfcWauXgrzS
1756,-5299376,-1584350.550,87636.8,12547297,14380128,10090803#DJdDB0vZcIiImSAq0ru31E1A8ThnSH
1757,11239514,884292.460,113361.1,2486350,5834164,15450413#fkZdXCXZ5xqo9wfOxHrnaPwNkCG9sb
1758,-16052772,10997486.010,-232109.3,10574594,-6381954,8066101#Ee08sNxaiQRA1v8dawaR9UH5BSsmPl
1759,15819003,8044158.950,279400.4,-16667585,12335162,4156262#Al6qILUXVczndtp9KePPZhwYyHfL5G
1760,-16259831,-3522348.180,159313.5,-40664,-7753197,12135930#KlrKB74DTYAwJaI3teOhx0KHe2pdUq
1761,9242542,-3886683.070,-295477.3,-3871332,-16627934,17203689#F2DZVmieAkBlW26xmZZW9LY5fqVOU7
1762,484487,2899426.060,188820.2,-5306794,-4643359,5074919#8V4rc9wBgsOA3ehWFgZLMqGYYciKQE
1763,-14330236,-9975499.320,142027.4,-7055788,-5630226,2838074#Y3AOblJhXm13ckJDHcDyiko00yE4oe
1764,-8278279,-13734657.370,-12157.8,1116772,7438035,9770396#YKIep4iY5WvRmQQ8Jc1i7AoFm0j9Yz
1765,-9876041,5524784.860,301086.8,-655336,-17460586,10261837#bes5vBz5Doo0STTM1EBnBIOdhmieKE
1766,12666758,-12830489.520,195051.9,6716119,4591181,10724701#0q68N5gfUW1g9aSbcbZUJD5mQQ1QaX
1767,-11494784,-1368353.650,294053.6,7407114,9840298,16498330#OPwaXBeMgk6Pq66pFDTr5a0EG6tJOO
1768,-10285144,8074001.600,25694.0,-16758912,-6396725,17501698#gVcVS126AFHGVCZlYHK6a4KDvq8nuu
1769,-7534838,-2115801.560,122346.8,-4699472,-5556583,12676286#M8oqDD32raG2MOSoj0C1yVWLDbiBLU
1770,-1822814,16806201.370,12795.3,-11578306,636430,12342900#wFOV2C6TP2Hj9rn1rU3tAolLmCx9Bf
1771,-10744991,8332003.290,74764.3,8704283,-1132943,10948622#I1OlxQHcPqSCGsxy7JTG2hQ4euMzvv
1772,3127237,-11152274.530,-113539.2,-17623106,-16901701,1684062#0LN3MId6vtZnFkcMOFBdb6dxIkjbbK
1773,13096357,-13508810.010,324503.7,-13953364,7766675,6954929#zgRAbAs1DDV9rjZNYWFG5L6kxERK76
1774,8214699,3231950.840,40629.0,-11581113,16284102,9608852#jkYBZUkhyp8a4LWiDNhrHbAPWJVIAO
1775,-17512790,12651132.190,-324468.9,8101676,-7834523,3768097#80hIcixAeyhlDypA8R9wzPhhzB4J8X
1776,-9086952,-10847810.350,-266780.5,3739613,-9764460,4496683#PvHlJuR4JNOzWkkgoU7rh8oPLEmeJD
1777,9726544,-11022755.570,264847.1,4523561,-7051862,7335009#Tq1HiDtVQoMRPyqtRNglzuLMwgVTJC
1778,-699065,8053470.230,265563.4,-13609688,6292782,3180886#lQ1vuFEXjQ3eksrnAX8KL1t67AZeWp
1779,9311135,-14143856.210,7605.2,3772327,2300374,16442742#RZu6334WGrX9k1j9fZe6hHJ0YOVBvj
1780,17551904,-12766282.430,-155816.0,9660378,-12738762,4398716#B4MHHjrcmVjfYM1aFSupUUSD4WIYCk
1781,1925178,15793470.350,-51391.8,5574170,10801026,10943230#eRxdgpzFvYVoIX7p9qxzrDntLqu7IV
1782,6653357,10418303.320,319048.1,-10710890,15191413,14879710#rAX0sFiK4OGlW8hNfe50L7xZOYtq0N
1783,8833894,3048462.090,114546.5,-13260642,-12304066,10714664#bcmohfpDG4NzjpNbsIArgoE4lrcKx1
1784,-4362143,5614698.990,-20966.8,-11738946,15456931,16245274#Hv0yybquhUp64LklUxkXy3VU2UfME6
1785,7095829,-7810772.380,-285218.3,-17431973,-7058299,10700120#RwkrnQMifwOZhzrXm3wuopuYf7qxoR
1786,-8066260,13319894.330,311759.8,-1126816,-11264266,434334#XyOlwZGGAQJcfYfnBmbxvaUqzawLM9
1787,14804880,-14635054.140,-51877.9,11910627,-7524300,6449907#NenjOYomSFAeS69DMKo9Ga26xM6wTE
1788,9679469,-9356913.270,324251.3,-8330109,17365772,8894731#QveCGUGsXXRUnIp86d0M9Xa8slLfNC
1789,15230341,13435195.210,-148162.4,10305600,9008545,17626516#KqoNoZMaBysGHUeeHMqrgElWcb85kB
1790,8172747,-6150493.730,120051.9,-3992894,-6921810,8391598#3GAQggUzraivcqbMKnXWydLfYKIb2c
1791,14010075,17148345.890,146786.8,9696072,13273557,11073830#F195lgjxMPaEiiCcBhw32YDbHFhTnb
1792,14721428,-17107586.220,-208527.8,7989409,-750945,7980743#knq9yzdMONJZKcyagCvH1wZ18MzeTS
1793,-2399921,10092038.660,173193.4,8262613,4468817,6861401#EgLJXh6gyz4dCKBQup1YEu6zQSGKgo
1794,3449657,15676084.700,121326.9,-5673307,-16327089,1718263#oXv8Uoy30J3Zg8YaKA7nr72DINcNMD
1795,7772139,14718421.370,-311003.8,-5973206,-10910221,16410020#jbKjhrQ6fFBo7Ij5PG3ApBHnVMRfuv
1796,-5051735,10119604.500,77646.0,17780395,-8541968,7061147#00uo7rstbZ17zVAQzStlVwkTxQo5KV
1797,17084183,13654684.430,255610.2,1826308,-6240892,9341557#qXJTUkeDXeeK7NIUi17Wtx3ohJ8rao
1798,-11553233,-12222930.480,-259284.6,-7578140,5737798,475197#Nb87Sg3wDU95ptDKvIyUlNDGSvDjob
1799,-17962548,9852193.830,-97610.9,-10043198,-11439759,842197#Nb87Sg3wDU95ptDKvIyUlNDGSvDjob
1800,1943915,-11497344.490,-255666.3,-8657997,3284073,17718344#4QpEmwDBDHbbaXXdPkvToTqmONbljd
1801,6699079,-4661933.070,-191815.5,16388110,-15189741,5618909#mxeNgALig8TacjGkRKLPTfJZQGCTPU
1802,2961551,-15582247.340,147499.8,-2378595,7799402,12559915#OkczSEPKjXZcdDNbQ5vjI8yHF7u8vL
1803,5150472,15777199.090,108573.7,6333452,10675755,11707458#Urr9UPZEeTP7wpsFxSW20fQIevgOGC
1804,-1336035,-6977433.310,247223.1,-14977659,-12455671,683266#Bm6ZDSXTjbm962qFKCwymwglfwMaye
1805,-15554913,3776080.420,53466.8,6916754,-14513868,17171717#gteoAkybtTN7ywEzPF8mmg1rPm2nCR
1806,-5450449,-1629723.550,89904.8,12904479,14789317,10378100#iPRoHaUnOBZ5EqaXVHFZOVN3bKzoQO
