275,1,1443,-2498257,2309236,61521,-2552433.5
276,1,2128,-1303480,-2469117,1209389,656312.6
277,1,2136,2175146,-185169,834593,-1891248.2
278,1,1911,-2507597,1327942,2585929,-1088343.6
279,1,286,1440494,2581322,731090,-601754.6
280,1,1129,1507084,2417891,2500643,672383.44
281,1,2140,-1071005,-1595368,1960148,2797942.5
282,1,1042,587694,-2137210,-2490252,2320954.5
283,1,1411,1501879,2695106,2263863,2670874.8
284,1,2307,-635757,2092435,-1143982,2207557.8
285,1,1521,-2262013,-1743428,1109358,1971887.2
286,1,967,2537666,2064810,-286618,973205.94
287,1,915,-994576,1931889,-2245567,948329.94
288,1,708,-1268550,-1251444,-941528,259014.62
289,1,2039,-2666724,1537378,868457,2471503.0
290,1,818,1015713,-770336,1494653,-496305.8
291,1,1362,-576963,276079,-1775864,744831.75
292,1,151,-106924,-70899,427347,101782.58
293,1,1603,2607634,158852,1859951,1042304.1
294,1,2285,-594006,629984,-2538880,-1971442.2
295,1,149,-731151,-2358646,-360429,-925393.6
296,1,945,548593,1840431,-390147,2282949.5
297,1,391,-2305236,-1039298,2592937,262157.16
298,1,1742,-328047,-639894,-2102812,-1873049.4
299,1,1097,-940370,-1114135,-259269,-2810495.8
300,1,1883,1678328,2846854,-791940,-2762788.2
301,1,36,151881,2828572,316289,-1209337.8
302,1,980,2308650,-2839192,-1489998,1729995.2
303,1,2073,-629748,2683704,1415263,875278.9
304,1,1015,132030,-313046,2312134,-348348.66
305,1,355,-805945,-1416358,-2571391,-254291.36
306,1,473,1108323,2942125,-2146575,-1334089.0
307,1,242,1239552,2174624,2568428,288341.06
308,1,1355,163438,2126573,-2524367,-851838.7
309,1,1289,-797744,-708160,2860461,2392919.2
310,1,131,-673129,2034811,-376884,-1149384.0
311,1,2393,1127902,752975,1268123,-2592415.8
312,1,14,2038160,1956193,-1628468,-365644.62
313,1,1182,-1182298,879314,-2954778,-2613668.0
314,1,2171,-2489647,-2844681,84135,-564932.2
315,1,1268,-2855688,-2261216,1043147,2911.88
316,1,2123,267293,-2003348,586230,-3021737.0
317,1,2155,-2276746,2561202,-1212958,-1514223.6
318,1,1471,2538280,-3078349,1009771,-1780377.8
319,1,99,2906391,-2961166,2692913,2818148.5
320,1,480,-593655,-1304070,971515,-1650742.0
321,1,2504,67791,-2405523,-789906,-1510438.6
322,1,687,2977877,-3110408,1582189,-2650376.2
323,1,605,-1116873,2091492,-1505583,-1376316.8
324,1,2014,-432401,-3234955,-175073,-3154194.8
325,1,1287,-2952715,2729236,73704,-3017233.5
326,1,114,-1539630,-2917217,1427105,773912.6
327,1,2383,2566153,-216856,984658,-2231248.2
328,1,603,-2959338,1567709,3052260,-1285143.6
329,1,2369,1700325,3043599,860722,-711354.6
330,1,1901,1776708,2850095,2945611,791583.44
331,1,834,-1262366,-1880320,2308277,3295542.5
332,1,656,692905,-2515940,-2933544,2731354.5
333,1,865,1767967,3171066,2663151,3141274.8
334,1,1956,-746761,2462023,-1344552,2597157.8
335,1,1568,-2659202,-2047636,1302585,2318287.2
336,1,185,2982682,2425535,-335380,1142805.9
337,1,9,-1168351,2266751,-2636030,1113930.0
338,1,76,-1488444,-1468951,-1106494,305414.62
339,1,785,-3129002,1803369,1020022,2897903.0
340,1,1487,1191900,-904391,1751441,-582705.8
341,1,1976,-674740,323414,-2080242,873631.75
342,1,370,-123530,-81464,499475,118582.58
343,1,546,3054192,186505,2176772,1219904.1
344,1,2415,-695845,736390,-2971075,-2305042.2
345,1,452,-854232,-2758854,-422946,-1082993.6
346,1,1921,640501,2151650,-454735,2670149.5
347,1,1780,-2692279,-1215897,3028545,305357.16
348,1,1619,-382126,-747306,-2457002,-2187449.5
349,1,1819,-1099269,-1300863,-301828,-3280895.8
350,1,2137,1958216,3321377,-925154,-3224388.2
351,1,178,176080,3299381,368357,-1410137.8
352,1,685,2690138,-3310562,-1737224,2017995.2
353,1,447,-735223,3126952,1649536,1019278.9
354,1,1292,154557,-365204,2693269,-404348.66
355,1,1421,-937148,-1647748,-2993440,-297491.38
356,1,1190,1289248,3422377,-2496702,-1550889.0
357,1,996,1440821,2527258,2987034,334741.06
358,1,1783,189185,2472235,-2934758,-991038.7
359,1,2353,-928310,-822498,3323404,2778519.2
360,1,307,-781579,2362644,-436790,-1334984.0
361,1,1029,1309637,873067,1471532,-3008415.8
362,1,2343,2363293,2268222,-1889187,-423244.62
363,1,925,-1370747,1021216,-3426770,-3031268.0
364,1,426,-2886758,-3296748,96978,-653732.2
365,1,172,-3308467,-2620340,1208287,2111.88
366,1,1581,310234,-2321079,678319,-3499337.0
367,1,1436,-2634885,2964457,-1405053,-1754223.6
368,1,39,2936743,-3563558,1168568,-2061177.8
369,1,1878,3363094,-3426168,3114137,3260548.5
370,1,1050,-686031,-1507956,1124784,-1909142.0
371,1,1532,77999,-2780868,-913881,-1744838.6
372,1,1720,3440722,-3592037,1826872,-3060776.2
373,1,1403,-1290025,2416201,-1737812,-1590716.8
374,1,861,-499477,-3733660,-201229,-3640594.8
375,1,1131,-3407174,3149237,85888,-3482033.5
376,1,616,-1775780,-3365317,1644820,891512.6
377,1,115,2957159,-248542,1134724,-2571248.2
378,1,1812,-3411078,1807476,3518590,-1481943.6
379,1,1935,1960156,3505876,990353,-820954.6
380,1,157,2046332,3282299,3390579,910783.44
381,1,2044,-1453727,-2165271,2656406,3793142.5
382,1,270,798116,-2894670,-3376835,3141754.5
383,1,319,2034055,3647026,3062439,3611674.8
384,1,1606,-857765,2831611,-1545122,2986757.8
385,1,1615,-3056390,-2351843,1495813,2664687.2
386,1,1919,3427697,2786260,-384143,1312405.9
387,1,1618,-1342127,2601614,-3026493,1279530.0
388,1,1960,-1708337,-1686458,-1271459,351814.62
389,1,2048,-3591281,2069360,1171587,3324303.0
390,1,2157,1368088,-1038447,2008230,-669105.8
391,1,74,-772518,370749,-2384620,1002431.75
392,1,589,-140137,-92029,571603,135382.58
393,1,2005,3500749,214158,2493592,1397504.1
394,1,29,-797684,842796,-3403270,-2638642.2
395,1,754,-977314,-3159062,-485463,-1240593.6
396,1,381,732410,2462869,-519323,3057349.5
397,1,653,-3079322,-1392497,3464154,348557.16
398,1,1496,-436205,-854717,-2811193,-2501849.5
399,1,25,-1258167,-1487591,-344388,-3751295.8
400,1,2391,2238105,3795900,-1058369,-3685988.2
401,1,320,200278,3770191,420425,-1610937.8
402,1,389,3071625,-3781932,-1984450,2305995.2
403,1,1337,-840697,3570201,1883808,1163278.9
404,1,1569,177084,-417361,3074404,-460348.66
405,1,2487,-1068350,-1879139,-3415490,-340691.38
406,1,1907,1470173,3902628,-2846828,-1767689.0
407,1,1750,1642091,2879893,3405639,381141.06
408,1,2211,214933,2817897,-3345149,-1130238.6
409,1,901,-1058875,-936836,3786348,3164119.2
410,1,483,-890029,2690478,-496696,-1520584.0
411,1,2181,1491371,993158,1674940,-3424415.8
412,1,2156,2688426,2580250,-2149906,-480844.62
413,1,668,-1559196,1163117,-3898762,-3448868.0
414,1,1196,-3283869,-3748815,109820,-742532.2
415,1,1593,-3761247,-2979464,1373428,1311.88
416,1,1039,353176,-2638809,770408,-3976937.0
417,1,717,-2993024,3367711,-1597147,-1994223.6
418,1,1122,3335207,-4048767,1327365,-2341977.8
419,1,1141,3819797,-3891171,3535361,3702948.5
420,1,1620,-778406,-1711843,1278052,-2167542.0
421,1,560,88207,-3156213,-1037856,-1979238.6
422,1,237,3903567,-4073665,2071555,-3471176.2
423,1,2201,-1463178,2740910,-1970041,-1805116.8
424,1,2224,-566554,-4232365,-227386,-4126994.8
425,1,975,-3861632,3569237,98071,-3946833.5
426,1,1118,-2011930,-3813417,1862536,1009112.6
427,1,362,3348166,-280229,1284789,-2911248.2
428,1,504,-3862819,2047243,3984921,-1678743.6
429,1,1502,2219987,3968153,1119985,-930554.6
430,1,929,2315956,3714503,3835547,1029983.44
431,1,738,-1645088,-2450223,3004535,4290742.5
432,1,2400,903327,-3273400,-3820127,3552154.5
433,1,2289,2300143,4122986,3461727,4082074.8
434,1,1255,-968769,3201199,-1745692,3376357.8
435,1,1662,-3453579,-2656051,1689040,3011087.2
436,1,1137,3872713,3146985,-432905,1482005.9
437,1,712,-1515902,2936476,-3416956,1445130.0
438,1,1328,-1928231,-1903965,-1436425,398214.62
439,1,794,-4053559,2335351,1323152,3750703.0
440,1,310,1544275,-1172502,2265018,-755505.8
441,1,688,-870295,418084,-2688998,1131231.8
442,1,808,-156743,-102594,643731,152182.58
443,1,948,3947307,241811,2810413,1575104.1
444,1,159,-899523,949202,-3835465,-2972242.2
445,1,1057,-1100395,-3559270,-547980,-1398193.6
446,1,1357,824318,2774088,-583911,3444549.5
447,1,2042,-3466365,-1569096,3899762,391757.16
448,1,1373,-490284,-962129,-3165383,-2816249.5
449,1,747,-1417066,-1674319,-386947,-4221696.0
450,1,129,2517993,4270423,-1191583,-4147588.2
451,1,462,224477,4241000,472493,-1811737.8
452,1,94,3453113,-4253302,-2231676,2593995.2
453,1,2227,-946172,4013449,2118081,1307278.9
454,1,1846,199611,-469519,3455539,-516348.66
