1371,1,2220,282159,-10287768,-3393381,-6432838.5
1372,1,2252,12697622,-13224607,6720532,-1.1268776E7
1373,1,2267,-4753075,8910381,-6382392,-5878717.0
1374,1,445,-1841007,-13707760,-724359,-1.3368595E7
1375,1,527,-12496344,11549247,329558,-1.2778033E7
1376,1,592,-6498780,-12327317,5999130,3243512.8
1377,1,33,10777289,-882272,4136034,-9371248.0
1378,1,822,-12445888,6602816,12845200,-5417943.5
1379,1,813,7156776,12751416,3582983,-3012954.5
1380,1,501,7438812,11926379,12289939,3294783.5
1381,1,1084,-5280947,-7864301,9618986,1.3745143E7
1382,1,98,2902336,-10469270,-12242665,1.1349754E7
1383,1,1979,7355815,13166226,11048199,1.3019675E7
1384,1,2144,-3077845,10223371,-5556522,1.0778758E7
1385,1,39,-11000160,-8435993,5360363,9592687.0
1386,1,1375,12328007,10000760,-1359393,4704406.0
1387,1,1100,-4817637,9298864,-10835753,4591530.0
1388,1,1900,-6106207,-6036598,-4570769,1279814.6
1389,1,2138,-12836851,7389180,4202887,1.1852303E7
1390,1,451,4891838,-3719557,7144000,-2397105.8
1391,1,2290,-2728068,1317449,-8472180,3578431.8
1392,1,2453,-472267,-303329,2014163,471382.6
1393,1,993,12431899,767218,8830002,4949504.0
1394,1,113,-2834464,2970916,-12047170,-9310642.0
1395,1,1772,-3438944,-11163222,-1735803,-4392593.5
1396,1,2289,2570580,8687249,-1811083,1.0801349E7
1397,1,757,-10820182,-4924487,12176324,1212557.1
1398,1,1552,-1517785,-3002947,-9895003,-8789849.0
1399,1,1885,-4436137,-5222151,-1195578,-1.3159296E7
1400,1,2439,7835875,13286360,-3722659,-1.2917988E7
1401,1,644,684248,13186381,1461785,-5626937.5
1402,1,2027,10701375,-13209332,-6928970,8065995.0
1403,1,1525,-2950187,12435171,6569258,4043278.8
1404,1,2077,627624,-1460511,10697104,-1580348.6
1405,1,1163,-3692400,-6506949,-11856480,-1204691.4
1406,1,1151,5088673,13507658,-9849358,-6103689.0
1407,1,1734,5667481,9932583,11777749,1309141.0
1408,1,707,729883,9731137,-11552969,-3914238.8
1409,1,2053,-3670185,-3223596,13045218,1.0876119E7
