859,278,519984.5,2546091,-5722399,4593419#tDZ7ofnZdrYc8,-5630723,4535100,-2546222,-5600001,3583774
860,1365,373759.8,8261707,951011,7864419#tDZ7ofnZdrYc8,-4616708,3678204,4767759,6510306,1053550
861,354,-281990.5,-1390242,-6191854,1388262#mLG34oyGjqBsF,-3634207,-8029965,-2229264,5767618,-999081
862,3457,-288764.7,2320970,7117770,6047733#WeITmSIAqCJuo,4697239,6313777,5088578,5726958,-7852607
863,693,-630765.2,911952,3002372,4731532#JHHKBNwG9gxYx,2861603,-4735185,-1732327,-4637681,-3084034
864,4516,-546273.7,-6744105,-1462013,7884926#L33zYJdODpmKY,-6638127,-7616627,-1127791,-7377144,-6718821
865,798,605055.7,1506547,-4130134,5493373#W4DXvKnCFHgdb,2240518,4284420,-6285720,5556801,-5216444
866,1203,-76763.5,3539246,7247277,6039799#MY3MevNbxNdsh,-1268139,4138219,3896419,2305042,-6488627
867,3543,-423246.0,5777214,8014315,3600162#69oBnSHW7HX7C,-224149,-2435078,-2860208,-747829,2230634
868,331,468778.2,-5484251,2406111,4533282#yhaGwvee4gve6,-4049727,-8162712,-6049414,-7337283,-8119294
869,1502,-561986.6,-3486361,376538,8324269#rFmnhsiVlw7jl,839456,-2012966,-5849039,-5550341,4841383
870,1475,-305214.3,-6469842,-6066184,6383069#K1zFa0u7KcZoB,-2117231,-462381,875524,6873019,-63563
871,4269,-450373.8,-3218245,-4357045,895109#D6lgobuiFiD0G,-4663584,6472647,-7351257,8541553,-3866902
872,3380,39781.9,-1263221,2575772,4133803#5VTfoMcw3XSsI,2655092,4978439,2113015,-1172662,312468
873,600,555719.4,6827402,4266688,8083644#Kmr0XbwZG8xSy,6980792,3271636,4959345,-7086265,-234869
874,4038,44374.1,-1128262,-7857884,43206#n0Yd37HjoVbGY,5089376,1714736,-1515912,-3279780,2110595
875,3270,-664879.6,7445474,2054288,3556657#plz1GdWQMBseI,-6773724,1222516,6300130,-5044233,7704287
876,3950,-170868.2,-6398408,-8070898,399621#jdPirmWSD5Hqv,-288585,1904039,5426038,6497298,6543549
877,1476,-351366.3,-8014777,-1741965,3354793#Gze3brfc856ic,-2951797,4789503,-6290450,4527966,-1265956
878,3967,675965.8,7289250,-2371050,3049687#QD4PywXnKvCbl,3596175,-112898,-5641221,-7836790,8281715
879,967,305287.1,-1016220,-6803186,2092972#heWDI9V9eAJDJ,7166945,-7129726,-2253821,-7507342,-7563739
880,3836,-525410.5,-1783081,6565396,3921625#chG6A8xAyOIgm,-7254451,-6909596,3550106,-562139,-2613778
881,1991,-85187.9,3227397,-4354306,8568393#iVDC2gw1q6Sbw,-6280238,-3972939,7144264,-6799288,4794236
882,64,-163807.6,-6790854,1607777,3529536#bVPzQd54VfsJK,908628,-5470502,-7515512,-1772314,5665399
883,1589,22306.7,-3371214,-4078867,7153534#lDcWQTqWDllvJ,1171495,-3593892,-7138952,7123070,-2760917
884,3921,626398.2,4611168,-8802120,8659711#1Io2fbAah71dJ,8546059,5117922,-4703318,-4303277,-3603442
885,1137,-482270.3,8749830,7035193,3348166#ws4tFGHHjLRKD,-1880103,882623,2132596,-7924912,6484896
886,1310,407663.1,-2023948,-3765134,428551#twb12OSPfhAwS,8206262,-8272551,-8074229,-3812516,-1546817
887,235,-360700.1,6239220,-8061334,3111433#F99EXZh6518Nf,4015374,6976983,2090480,6383078,6376275
888,2773,-619756.5,-8575231,-448348,8709944#9QYitkw2l18Ij,-5520606,5827116,-6636836,1337018,5108479
889,4444,149903.9,-3308563,6425245,5575654#POKTyrBP3kvh0,8151304,5870405,-8215149,6798412,1497833
890,187,674000.4,3401388,-6704700,2857502#X5aK4MNJJqmai,-3590995,-2118866,-6386001,6070082,2965963
891,2571,669415.6,7888451,-279162,4331750#oGmZZ0A5NLGqy,5889463,5440662,-3670857,-6535915,-5254735
892,1173,424622.5,5994973,-1172599,280551#twb12OSPfhAwS,2239878,-7414294,7098972,-5709117,-831658
893,2020,375809.4,2310921,6845739,4249585#xi0BFOxWGRKnx,3010038,6808130,-8607623,2529174,-2858870
894,1470,35152.3,-6458669,8744279,2663422#5TkOwWvuHjJFl,533503,5678568,-5103334,343167,4356176
895,2934,181834.7,431406,5616886,4818566#YqYGbuiyLqET5,7139532,-8863547,-4229908,4388792,-5599569
896,623,165996.1,8480366,-3778520,3874306#lMF0JSY3Urm6z,-8860163,3393544,3908249,6644491,771456
897,71,678312.5,-8622121,7650265,28516#4ApUrp7tkeHQr,1681197,-8495635,7926546,2630776,-3769679
898,1170,407926.5,-4358362,-5546606,8707238#ylKSKXPyFqvCF,7080069,-1769547,-1309058,4401878,5977045
899,3056,-577466.1,-8755303,4009940,1362118#IWW56Sp4avTBd,-6945367,-6149554,-2250037,8356117,-4137535
900,3389,447649.9,-3741837,3117304,3062566#YqYGbuiyLqET5,6746541,8098152,3764243,-6811653,6118860
901,3740,265195.5,-7354829,-4135101,2989984#ROs9f067uubog,-6043204,866758,-329458,2221472,732917
902,2860,-624688.3,-5152593,-8800667,2405080#bRgdOd3s3EnjY,-7762289,5916946,4653233,6435354,2881248
903,937,-523846.3,7703286,-4736239,7782717#obLsT3k0u1CDS,-1033585,7217580,-14183,-3021893,-810775
904,966,-386983.5,6196667,-8877926,2980458#yOAT5w9NOmOIE,-484713,847176,-306854,7200431,2570481
905,2288,246837.8,2596594,-4002906,793936#NBlVli2OtXGoe,4738666,-8470962,2604909,-2881388,-5270879
906,1582,154332.4,2349133,-1327577,1890080#bRgdOd3s3EnjY,394036,-1443813,7932986,-769755,-6685278
907,4498,-14649.1,-5362078,1201083,1593178#fAAlxmBCqeWOe,-3087063,-1444165,-5838215,-8729860,4885949
908,966,71866.5,4038216,-6051872,7260739#mdBN7gTZZ1Fsp,-7872024,8030496,8323026,-7135392,555815
909,1271,550074.5,2694416,-6055841,4860326#5Qhg4KyKZKmfj,-5958273,4799639,-2693863,-5925559,3791961
910,2762,395538.3,8742207,1006370,8321270#jbtjuMZ0rcxlj,-4884658,3891854,5044754,6888900,1114726
911,685,-298127.5,-1470817,-6551908,1468736#vEsVlLmONFhIA,-3845707,-8496115,-2358693,6103012,-1057456
912,4585,-305783.7,2455508,7530852,6398460#emZ4BQafNtVvx,4970064,6679852,5384210,6059320,-8307826
913,1207,-667102.7,964452,3176618,5005498#70K76xEWBj4xS,3027253,-5009435,-1833034,-4906939,-3262487
914,3149,-578179.2,-7133930,-1546505,8340971#ODeAIdbQZzQc2,-7022739,-8057527,-1193474,-7804223,-7107327
915,310,640017.7,1593297,-4368576,5810827#nzYJAZmMP3u7F,2370468,4532145,-6648602,5877536,-5517643
916,2248,-81757.0,3743333,7665955,6387961#axsedkSxadGxD,-1341639,4377482,4121499,2438192,-6863802
917,764,-448033.5,6110942,8476151,3807235#unM9AFdWOaZyo,-237649,-2575190,-3025388,-791259,2359410
918,801,496154.2,-5800095,2544270,4794245#hv3qg5WTFjP4b,-4282777,-8632412,-6397970,-7760034,-8587352
919,4530,-594334.1,-3686436,398334,8802854#TTEKvigNrfIuU,887931,-2128516,-6185489,-5869908,5120099
920,1667,-322710.8,-6841217,-6414831,6749486#NT6KflMZkPNJY,-2239481,-488831,925925,7268289,-67770
921,2743,-475756.3,-3402595,-4606687,946063#31CBlalvkT1ej,-4931484,6843797,-7773073,9032190,-4089365
922,883,42464.9,-1336221,2723059,4370498#70K76xEWBj4xS,2806842,5264311,2233715,-1240418,330769
923,405,587326.9,7218889,4511065,8546529#wP3cqMbyCZiMb,7380154,3459286,5242916,-7492371,-247778
924,804,46425.6,-1192249,-8307333,45663#ZOTSBZmqO7Ujv,5381101,1813186,-1602719,-3467653,2231063
925,2258,-703275.1,7871374,2171375,3759892#vfWDHYHaJOcst,-7161124,1292430,6660269,-5332841,8144610
926,3602,-180865.2,-6763108,-8531841,422397#GG0Qokzdt1TL6,-304985,2012439,5735436,6868446,6917574
927,4176,-371529.8,-8471527,-1841586,3545496#XK7zUUiatoOi0,-3120047,5063015,-6649406,4786549,-1338497
928,2684,714596.8,7704650,-2506610,3223234#pdtviWOcTydMF,3801125,-119848,-5962468,-8283334,8753672
929,769,322700.6,-1073720,-7189618,2211967#zxTRTuBKc0tyM,7574395,-7535576,-2381598,-7933824,-7993657
930,3612,-555432.0,-1884017,6938656,4143918#5w92zZFFqDz6x,-7666801,-7301946,3751696,-594119,-2762476
931,998,-89702.9,3410597,-4601852,9054278#41cnq8EUrHkHM,-6636576,-4198489,7549676,-7185061,5066872
932,2161,-173417.6,-7175904,1699023,3729188#VCFxUF8C17Aap,960122,-5780958,-7941715,-1872941,5987077
933,1407,23517.2,-3561614,-4309716,7558385#wirmUNDMiYfk2,1238164,-3796942,-7543069,7526893,-2917615
934,819,662387.7,4871418,-9300215,9149004#hjy0u2fFnd8FJ,9029259,5407735,-4969492,-4546480,-3806937
935,734,-509527.8,9243705,7432602,3536999#wYUO7rjKkDNOK,-1986543,932523,2252909,-8373137,6851514
936,3556,431055.1,-2137948,-3977949,452434#8NeW5j4U9OqnC,8669912,-8739751,-8529962,-4028070,-1633763
937,3961,-381530.6,6590420,-8515263,3286736#vEsVlLmONFhIA,4242079,7370283,2208564,6743166,6735663
938,1786,-654219.5,-9058218,-473606,9200254#WZBmLyiMTO4Tm,-5831743,6154691,-7010421,1412832,5396238
939,915,158380.4,-3494513,6786584,5888830#VB2Mi8fYpnPFS,8609504,6200171,-8677521,7180389,1581628
940,1838,711955.9,3592938,-7081580,3017751#MjjX7rXyCnFjr,-3792945,-2237616,-6745100,6411093,3132958
941,1592,706961.1,8331251,-294636,4574274#SEX7JnFbOjqly,6220188,5745612,-3876563,-6902388,-5549894
942,1912,448542.5,6330873,-1238645,295835#eF1zKGc02sKdK,2365178,-7829631,7497115,-6029158,-878194
943,2398,397017.9,2440334,7228968,4487124#WJxYNzJjYsiNR,3179038,7189730,-9089843,2670329,-3018388
944,158,37217.8,-6820119,9233039,2812292#a9VzP9WW2nW03,563778,5996618,-5388710,362243,4600126
945,1690,191880.7,455856,5930156,5087274#SEX7JnFbOjqly,7538651,-9358972,-4465865,4633667,-5912800
946,786,174815.1,8953755,-3989777,4090348#lQYjG4A98DtTj,-9354363,3582807,4125919,7015039,813984
947,4575,715576.0,-9102721,8076770,29675#6yPsEG6xk9BbS,1775009,-8969198,8368124,2777175,-3980353
948,59,430377.0,-4600762,-5855171,9191961#axsedkSxadGxD,7473944,-1867747,-1381815,4646426,6309568
949,3183,-609313.1,-9242428,4233154,1437526#kJIUfO7fcBGi4,-7331994,-6491373,-2374726,8820747,-4367869
950,1997,472316.9,-3949387,3290711,3232636#9zycR5afgjsYr,7120866,8548602,3972913,-7189922,6459336
951,26,279559.5,-7762679,-4365084,3155896#p8uPwp46xmywR,-6379092,914746,-348076,2344370,774034
952,2630,-659402.3,-5438393,-9288957,2537870#4Aang4riN6MVP,-8192389,6244608,4910939,6791621,3040815
953,1389,-553189.3,8129811,-4998855,8213524#ZrW8p8N6wRvmF,-1090360,7617080,-15411,-3188681,-855120
954,1184,-408692.5,6539192,-9368650,3145136#PJbI5uFktfAD5,-511813,893926,-324006,7598607,2712974
955,1270,260836.8,2740556,-4224535,837440#Mljkh0fMI4P6D,5000516,-8938837,2749156,-3040554,-5561817
956,2114,163112.4,2479023,-1401375,1994374#wCy3L73D1IssU,415874,-1523913,8370714,-812733,-7054113
957,2274,-15401.6,-5657330,1267490,1680974#buan8xeexKnzb,-3257591,-1523428,-6159755,-9211243,5155182
958,3647,76351.5,4260566,-6384632,7660253#TAICCv6aJktTu,-8304974,8473121,8781645,-7528284,586721
959,2264,580164.5,2842741,-6389282,5127234#pdtviWOcTydMF,-6285823,5064178,-2841504,-6251118,4000148
960,4159,417316.8,9222707,1061730,8778122#r6y72FhwzcFd4,-5152608,4105504,5321750,7267493,1175903
961,1016,-314264.5,-1551392,-6911962,1549210#ry2QknTzMAljc,-4057207,-8962265,-2488123,6438407,-1115831
962,1082,-322802.7,2590045,7943933,6749188#VCFxUF8C17Aap,5242889,7045927,5679842,6391682,-8763044
963,1720,-703440.2,1016952,3350865,5279463#cCrySfJoT5RHn,3192903,-5283685,-1933741,-5176197,-3440940
964,1782,-610084.7,-7523755,-1630997,8797016#DxCyoitNzEZWK,-7407352,-8498427,-1259157,-8231302,-7495834
965,4453,674979.7,1680047,-4607018,6128280#wiE6v9zJ48HBO,2500418,4779870,-7011485,6198270,-5818841
966,3293,-86750.5,3947421,8084634,6736123#bqFTcMaMAd8I6,-1415139,4616744,4346579,2571341,-7238976
967,2616,-472821.0,6444670,8937986,4014307#yAWscs2kKQOHZ,-251149,-2715303,-3190568,-834689,2488187
968,1271,523530.2,-6115938,2682429,5055209#IFNpx0RnhBAbZ,-4515827,-9102112,-6746526,-8182785,-9055411
969,2927,-626681.6,-3886511,420131,9281438#tRqEmrSimRzdT,936406,-2244066,-6521940,-6189474,5398815
970,1859,-340207.3,-7212592,-6763478,7115903#vLgOEWHH699VU,-2361731,-515281,976327,7663558,-71978
971,1217,-501138.8,-3586945,-4856330,997016#DxCyoitNzEZWK,-5199384,7214947,-8194890,9522827,-4311828
972,3017,45147.9,-1409221,2870346,4607194#cHk56W3SXu4S7,2958592,5550182,2354415,-1308173,349070
973,210,618934.4,7610377,4755442,9009414#XSmwdTmKPLsl4,7779517,3646936,5526487,-7898477,-260686
974,2201,48477.1,-1256237,-8756781,48120#xiyohItcMu0xm,5672826,1911636,-1689525,-3655525,2351532
975,1245,-741670.6,8297274,2288462,3963127#sgs0M6wvb41em,-7548524,1362345,7020408,-5621449,8584933
976,3254,-190862.2,-7127808,-8992785,445173#2qhmnvO9lIHKV,-321385,2120839,6044834,7239594,7291599
977,2245,-391693.3,-8928277,-1941208,3736199#Bm1QGmDRLiIVW,-3288297,5336528,-7008363,5045132,-1411038
978,1401,753227.8,8120050,-2642170,3396781#8sO4H4SsWC6N0,4006075,-126798,-6283715,-8729877,9225628
979,571,340114.1,-1131220,-7576051,2330962#lJojlCah5tZql,7981845,-7941426,-2509376,-8360306,-8423575
980,3388,-585453.5,-1984954,7311916,4366210#ry2QknTzMAljc,-8079151,-7694296,3953286,-626098,-2911174
981,5,-94217.9,3593797,-4849398,9540163#zi10KjwC1d8SV,-6992913,-4424039,7955088,-7570834,5339509
982,4258,-183027.6,-7560954,1790269,3928840#iGms8x9JaO99L,1011615,-6091414,-8367917,-1973569,6308755
983,1225,24727.7,-3752014,-4540565,7963235#unM9AFdWOaZyo,1304832,-3999992,-7947186,7930716,-3074312
984,2348,698377.2,5131668,-9798310,9638296#LSYCMyLca9xog,9512459,5697547,-5235666,-4789682,-4010431
985,331,-536785.3,9737580,7830011,3725832#c0GYnKaKcItfN,-2092984,982423,2373222,-8821361,7218132
