1,310.12,16363,16164#EGSGmsvqGhDF00Z7qXCJZurwW6CPVBseNxn3uGjl,-5154,-3148.18,-56.9200,3234,3295.13,-5548.68,-0.039,1777,15578.88,false,-1335.77,6047
2,367.63,-20788,22008#GaYTMS3naOy550uC4cRxABVdI1HyfMuidY7sF7KT,-684,22656.55,392.6400,7169,-11258.12,2562.11,0.089,-14052,7523.45,true,3756.55,-6710
3,99.13,-7588,28222#3CEHhoHK5jNDMf3Y12lVTHzOb0HpywTsjbAOO8mm,-5884,-17600.48,-198.6800,15835,30263.45,18505.31,-0.020,16153,4928.03,false,-20019.17,-1797
4,434.90,-17495,29131#VMgtfyQeF0xPPYHIXoZIe60t4vLI9bT1ywt2lPH6,32984,18155.35,-206.7300,-13722,3247.4,-27608.57,-0.002,-35155,3807.44,true,-33341.38,-25381
5,-214.68,-46172,48927#K0d71oRdZ2y0dggI6YsxPJEjRlxvfoXUGvqg2LS7,32249,37487.39,108.2300,42966,-30603.54,17218.53,-0.048,35320,-7878.23,false,47291.86,-32947
6,343.95,-48993,22780#w6D31mw4aMPd8b9Hq8Zm8NwVpDkJEk1vQiuSDodK,-57132,19046.57,-9.7700,-41447,-14018.71,-34055.49,-0.051,-54509,-25477.39,false,55662.12,-38801
7,-257.42,75518,47708#fNmxjPkSN05PJVkZ2sw7Crhm0aKFgVl0zyhuEI6q,-66245,-68237.98,-393.8200,32816,58322.78,-39686.35,0.015,46460,-7527.37,true,56538.6,363
8,-330.76,-19960,74297#w400ZyYzh4GxQRcHlnOPIlyL6fb3abYt9jqxrkSi,15749,66755.76,207.8600,9540,77524.73,34934.33,0.005,-55484,62407.65,true,-71221.69,71797
9,485.06,76250,62946#CNjDnXJb2fllULR594r0FoJT8gEL7yaJ3W2WoS2Z,-86696,-19830.3,36.6300,89073,72522.06,63991.95,0.000,30909,66807.92,true,21352.32,-55804
10,230.37,-24895,64059#I5xQt7BI63bqzAeaOcawFthusRJ9faXB84LyV3MK,65047,-17093.41,-351.2100,7175,-72558.59,-101435.53,0.058,-21270,81005.45,true,42374.23,-9773
11,275.26,-16799,50390#2EYUPcV5YFNKhIY2uvJIcSokzmRpjM5kem0IUsXr,22088,-27900.44,162.0700,-9147,39733.63,-114188.49,-0.026,95130,87724.88,true,7608.5,-83371
12,473.52,-39891,112672#CfK2dngbH2vj9oFLff2TND6rLzyAm7VohXErHfzQ,-51161,-47844.79,473.5200,-20659,110278.57,-24925.89,-0.006,10658,-23706.55,false,-23967.89,-10367
13,-69.13,-63168,30798#WwjGa8uva3hgRn1Xl4lCdbubuOBPh4viTyQvpGjV,-96749,120680.62,-26.4800,-65162,70288.83,-77550.27,0.051,3999,74503.28,false,-66930.84,-81228
14,-313.61,60689,21000#M3Yz3r1nFOCFxfK2ZLCIm5svCqH0z3piNquXfxzv,-66284,-127303.78,146.7700,-88241,-49765.88,129576.33,-0.015,-32569,-90096.57,true,105622.21,-116641
15,-46.42,113338,136324#ZkuhZ91c1mxGOLWKEEC7o2VmpfyBw6UVxTdcuPIC,11512,61119.48,-201.2200,-110306,97854.19,80820.96,0.039,-32525,68815.55,false,-104545.09,-618
16,229.65,24618,34299#Wy0Xki92r2kQe5nIx3GikplE0Q1tvyWqvoyEkxbW,61401,44260.99,26.6200,27455,146911.29,97302.26,-0.024,-115633,-100966.42,true,-99147.7,46842
17,-232.11,-36837,111831#s5yw0G5ulqtMqj0jun4QYp4SJAF18P1IUI9QZknU,-131808,-128846.42,507.8300,48551,143281.21,127796.56,-0.004,-137717,107724.0,false,-15697.65,-111510
18,-394.91,-36085,130676#lf3i7jynvNhmOcCUWLj6OSB7bbdtouuzy8hxeNb2,80478,161358.37,328.9900,-150147,70786.46,133335.02,0.064,141494,-146062.6,false,160301.5,92683
19,-162.70,118892,135408#x5MZo3pOoAkfXDTH2bmGy9MqDUYy6YDKMeEQw4JA,-132876,112613.0,454.4500,84438,133478.03,-112988.61,0.059,-151670,-124144.5,true,-51973.7,148675
20,262.08,-139356,165023#plYBypLJmgx2Y1m5OK2R1camf4dzxag3fZ6HBVNW,-167260,-100568.3,351.1400,-198497,1409.31,-70029.52,0.075,-128188,30740.28,false,-59415.7,35855
21,492.31,-32499,93924#V5hNfCwPfCyfqNNLdHqjvwl6n5pWxzmzwifXarYb,83096,381.82,288.0100,-180401,213737.41,-41204.3,-0.046,143248,-106435.65,false,-208580.45,-89026
22,143.51,-188658,213978#dqAIhEgl5P8ty5daQvHq03w8v9I5mgMsCxmconWt,-128976,4827.24,-290.5900,112817,-83136.3,-210859.44,0.098,26999,48774.77,false,-209596.22,89411
23,108.16,1200,149661#9H7t67xT3qTIBTwZHmVSIJHNoxc24Ou9YaFH6qSN,144699,-216730.95,-77.2400,-741,-138019.16,-6162.35,-0.046,-98665,177580.94,false,148143.9,-108065
24,458.02,83792,69471#jj3dXYVjNHZ3bP1W3FaxfcHWzeJts53PTjmqwSnu,-41703,92823.42,-164.8500,130667,-225965.71,18155.32,-0.042,131430,-35443.01,true,66605.21,-200397
