183,1147,1064,2812,592012,-1323680,235591,1484604.65,0.673,1080639,248738.770,-898833,1076398#g8AWOFNmUSNPRkYF86t2CjdUe3eUIN,801683,-1143187
184,881,962,4263,644843,1719183,77836,-1400851.44,-0.453,-764663,806003.390,460781,114151#p5LFXDYZ0zeeMwWLkdvWMMCQrZ4Fsz,1061008,-992388
185,1198,101,3085,1730440,1296037,-462048,-234818.15,-0.615,-1447422,877982.800,-484397,1153100#mQg37HO9khGjY8bENCzDpHXOk44Wgs,-1729450,24777
186,162,2356,3758,-470066,-3518,979673,1481595.62,0.675,-447500,-591872.000,-893717,583077#YG6KtMj9sfy6JRYCutMKlf2Sz6tedX,1291928,384083
187,1128,578,2524,1252920,-1068435,280024,84727.27,-0.631,-809233,1592677.410,-1685735,1417549#Hsmfps8kdWw8gO49NtSQQcMPQY81Kq,-1154839,554904
188,1135,1125,733,591486,794926,-1818662,217736.21,-0.507,-1084950,-433252.010,1596306,1709983#GgxmDoCmtGG8FzId20FSO43fmtpYu2,1762523,495232
189,1753,55,4431,421946,-1359167,-1019831,1494046.39,0.818,201190,-1443162.000,173649,743421#hE1kzlBosFWfDI15ukVWUWMvzgovwU,-669401,89631
190,692,1352,3874,56147,-940688,1828314,1206296.79,0.701,-523605,-1466764.480,-1204597,1365830#hdW6OmRSjmBAij9N96TMMgtFG5nzH0,667980,1004073
191,737,2150,1243,-302227,139447,-1078615,601419.98,-0.534,768600,-743905.620,-458548,351684#vUB2i6TMbhtwNksEbbrVplfXZqsDm4,-112305,79046
192,621,55,705,1449427,1577758,805628,1922392.44,0.777,307532,720866.320,1032629,426101#wEH5Bj8NH0Yku78ZcK0rYvMP64cHPu,1745891,-1901936
193,1087,38,3746,-283367,968261,732524,1925475.1,-0.526,51011,383748.470,-1565276,588613#p2PfF4QqqtgZMKiRYu8AxUprlvPRbY,1837471,-169575
194,184,1210,2682,443891,964454,956054,1552551.23,0.726,-1308283,1054402.830,-717720,947638#vgTg1fGIXhIvJ6r82joqTC6arenVHX,1447364,1842831
