1,439,1568,1181,-6517,14841,-12649,2879.37,0.074,4533,-15710.660,3405,5168#cQR5VwGEMPAwbbPimXHUio8PT38imi,-1265,6974
2,632,882,4098,-4358,-5956,27698,2534.38,-0.076,4000,6219.590,-3903,14077#YG6KtMj9sfy6JRYCutMKlf2Sz6tedX,10844,-10566
3,618,936,3270,13836,1581,16325,-4684.12,-0.005,19508,-22448.310,-17905,19206#VTOGZGJqKSsYipZbhTkNG1uvT5cO3i,2123,2333
4,737,1766,266,44395,17105,-11415,-19041.15,0.029,45453,-21622.380,-8308,11783#SXTmJ0WuwU250lFJu6wYK7L5pCYjca,-13518,-15964
5,1278,1356,3884,22669,-28467,36897,-28939.59,0.082,-28585,-6008.660,-52019,47471#ELPlpWdV69pLYWQ8glBFcfUNoYCuKE,-42308,52423
6,1260,177,1921,-49613,26846,-56977,-19993.5,0.017,56571,-30987.090,34233,59448#Kq7BmG7OqAGi9sTSHfUo5uAUXMwRUa,20439,35999
7,690,693,597,33504,46434,-62882,-52618.2,0.090,-5552,-17869.830,-15446,26834#4CY6Yeu0Dq07vRFHD6orQeyIjeeEe1,-23092,36958
8,1855,1748,369,4386,64239,61776,-42316.78,0.117,53719,57555.290,30618,9439#tr4zACN4rTaMZ4v3hVRF2oyLj1q88T,-7229,-56478
9,1797,730,4224,21810,-31387,77825,-614.88,0.126,-34049,-92336.800,-63291,37924#KW2Q0qYkNhSJerkbdD4T4bbwqRDGC3,81466,-46106
10,831,1128,3718,5068,16558,-74857,-30643.95,-0.026,76696,63448.920,100557,12994#PHa313YyOIvnG4HuTwvAhvhtxVrGVd,22757,-71179
11,690,2459,1088,-106306,-20663,34160,-67723.22,0.022,-26058,-75999.440,-53109,42708#axPTDyFdVwqssh6DI5rnYp6TBOckId,54946,67997
12,729,1484,1845,13998,-79818,29127,-111688.74,-0.126,-48654,-95340.360,97705,51301#YWj1NbcI1nJi6NNHqTlVzRtIizOntU,121603,91838
13,847,567,240,9502,-96818,835,-103383.2,0.090,13813,6206.860,30533,75178#dUiahBbMhUYyOeSsCBXXdNDSy3cZND,113076,-51512
14,534,2329,4420,-114222,-19693,8525,42192.6,-0.032,-11664,-16299.990,-91735,133088#sdvMmSJYKOpL4H38AuRtlzW4p8U4mv,124531,44542
15,851,361,2729,-73051,-127443,-136709,-129074.19,0.042,81133,6730.370,-79520,68237#Shkdj03B9Mv9xH4Y8PCp9E96y0zqZd,9615,141632
16,110,668,1915,145876,-127259,-96217,-15450.44,0.042,23489,-113096.980,-145663,17941#PAmYhXiNyNQLb24saYUtzGacBZaiTu,-155816,4765
17,824,1435,3383,-160831,147581,63887,70182.73,-0.091,56868,71173.970,137933,31982#5vLwDMldqRDdqqI3SakYZKj9NVhkQ9,-8242,-162598
18,1202,1761,3126,163091,-152527,133457,-71301.87,0.156,130366,142648.940,-52258,60161#abozquP00S8EJj7ARPvzjbQET2mO42,-102472,-81092
19,933,2039,2238,-90863,-121952,-11046,-37949.93,0.147,45177,64536.750,188689,105190#ei3hWY0173KqYjDxxMF0nOdpTajacf,20337,185698
20,1135,63,627,-179659,-100481,-151263,-22163.68,-0.120,-66524,144357.320,-127144,100176#8JXeSTLFYQqRNq8qh38mmsI7rf3mbP,122657,-69651
21,1907,752,2310,191351,-95713,-154362,39460.09,0.030,-37462,-129503.550,50828,187607#7G0GJXfKXvEstyX1jSnsxpviEaLGgb,-92548,-125325
22,280,2507,2413,48451,190700,89950,-61116.71,-0.004,136180,-211883.080,123162,24376#wQgghYdMMfOdU0xepTOb9U4XMXqn4Y,-93907,-200469
23,1336,853,93,59989,199512,-9733,97782.37,0.140,9150,168052.250,-205627,50098#n2witwCWCOvUqyVHkJNQ1siys5WTyj,1059,-2621
24,1096,377,1314,-92623,240020,-138290,-200348.91,0.115,-167222,-35132.720,5906,101971#wg4YbS7B8tNUfCjCHMZiOx7rTaihQ1,-83288,144490
25,1700,1597,2876,-203116,73252,-182311,129983.71,0.119,-28301,135028.710,-116469,10112#62s1FgDCPVG3nV9xzyLlIC3cjPXief,-130809,127772
26,1534,884,1013,-135758,103212,111166,-234124.76,0.041,-135806,-71694.270,-209272,120504#hr6FfV8drAJzatccfdr9NhdeO61wfb,-14204,-120962
