79,832,17,2367,732744,-418354,-370928,337519.17,0.369,79279,-134547.680,-541059,762256#8rJrJn3t8Ctw0dw0yQzH1Woj07Uuii,519685,-584050
80,141,2281,4227,281682,65109,246286,-705971.75,-0.310,-371301,296159.040,-764207,77116#U7Y4zHetBvhpygEWoxzeMt6C3OCnhA,121654,-223502
81,778,1238,2468,258625,801179,-664277,-194487.96,0.285,-655920,745026.960,497691,354656#oeoTCNxaLAXyzkdyXzqRMLEmzn0e5B,-612582,509753
82,307,2327,3083,273978,-775022,-428640,-508305.12,0.249,282698,-173176.900,-800750,382196#M3DYDwqm9nelNOQYXigWkY6yzkUoWA,-302112,613583
83,1581,2089,2307,273782,-599680,109533,670204.65,0.283,494852,117913.770,-411590,492770#4q4Jd7DtQ8x9liXLX9HSUszX08YEKK,362883,-513987
84,316,1261,1486,299626,788383,30131,-639251.44,-0.153,-347245,370055.390,212098,56702#KEEkC877F3Sb9jwFT31kHOQuSRJOpm,486608,-457588
85,1048,1334,233,799512,594837,-217558,-110018.15,-0.315,-667486,408696.800,-217441,530972#EGKhYKJWpqRWTxOaixOT6HpzLtoOm7,-795850,8377
86,1641,146,4272,-213260,-6718,447885,681595.62,0.285,-210281,-269086.000,-417902,273786#DvS0vKK0RdseBGNcmq8fAZGC5fI81w,592028,179183
87,781,884,1682,580818,-497035,126063,38327.27,-0.331,-377720,738280.410,-783427,660330#PZtN00wlYWifGR7B0x8UBW3HPbMH5D,-538039,261304
88,523,2089,401,279266,371726,-850333,102536.21,-0.207,-510979,-202937.010,742519,805299#S7rvdDgdFRiQ6D3IR1fCA96fOD5O6b,828123,229632
89,472,2125,161,202612,-635967,-481352,706846.39,0.428,94608,-675676.000,84414,350812#DZQoHoBhut49MhaHdSp2FytjDHbmVJ,-311001,37231
90,1406,1951,1379,31203,-449388,868035,567896.79,0.311,-252672,-694501.480,-567686,649717#85GUjbt3gB8b9pjT3WVCvJnApF4hYY,314380,476873
91,478,159,4512,-142693,62247,-515091,286219.98,-0.234,369399,-349885.620,-222894,169564#tzih2eJo651Hje3Fj3BuIhGJNcJNIt,-51005,33446
92,920,1333,1160,699601,751658,385691,925592.44,0.387,152262,346177.320,494095,205142#wQkGefALUSY7XaksBSlIcKjaSJOu4m,836691,-909136
93,1267,1377,3815,-139214,466661,351368,928675.1,-0.226,20002,179794.470,-754157,286642#3ZAAUdLgVufqNI2KIiNqZhdNX1EDgV,883171,-83175
94,387,2161,4481,215345,467154,461743,752551.23,0.336,-629671,514365.830,-347898,462868#XFR2ok5mzkVouWJ1kF6SeuKNgpldpa,700564,897431
95,1692,2151,3826,-330599,442284,570274,401864.8,0.369,90589,619195.830,528614,737835#WOia8mFCySYkUTbx3AKcXDFSHXxKMd,26860,-308605
96,1082,1379,433,522751,-899158,551629,805606.75,0.472,4186,35488.710,-770779,744935#UDxXpsMhTaemLkRoBjURnTbuOjs9dc,286605,-414662
97,971,590,4300,-877506,-711357,510354,911188.47,0.400,713054,-67244.680,-53444,33931#FoOOvF3eWO7O5E9hFGKIeYRotUN3OC,272443,512766
98,147,490,179,391631,-298391,-601929,81830.49,-0.298,154896,466292.310,-728351,599074#Wptfa7vZo93fmltgG8W5x0iRAB55eq,-607933,918385
99,1470,2027,1529,960624,582822,541337,612602.63,0.393,-696810,188647.020,244728,149095#AAHiEpcv1wuTLqQSaGtKoGz3vOn5KP,-305027,796558
100,1496,1706,1411,424578,-884626,655580,84084.26,-0.340,480042,-305585.580,708137,180118#8gn5xnIVRxnZNXR4rZIFsVsvMf4Zi1,183350,-151497
101,290,2304,964,-219474,962841,-901751,620479.37,-0.226,407318,-838095.660,-511378,237451#v5XJIKz98A6fQvf8RfohQHP90hmSdK,-161665,222374
102,837,215,1545,223048,-309356,935822,-665.62,-0.376,601413,-20776.410,7952,461397#pwymNWqwuTagwOLixquPKA7OYVYLYd,193244,-605766
103,1661,1163,339,574217,-152018,454802,-433484.12,-0.305,695927,-463317.310,-858448,331172#v3ggav7LGdTofyvn8NrrIKa511AG7f,322923,159433
104,1653,2245,3678,1039208,273505,-270774,-287841.15,-0.271,1041600,-548913.380,-425475,141720#Uv16920rXeAlHbmt5spc1N878QLorg,-199518,-429964
