1447,2016-05-22 19:21:32.000,-730616,-12105328,10907103,8369617
1448,2016-05-10 07:56:23.000,6444008,-11923653,1046502,-5708405
1449,2018-05-10 13:22:52.000,-11624662,877690,-10096142,7814510
1450,2016-07-20 00:32:33.000,11402919,13633608,-10019080,-2204684
1451,2017-01-15 16:35:49.000,-9062201,9586586,-11601565,2089060
1452,2017-08-29 03:19:14.000,9492066,-2783547,-4400243,-13985024
1453,2015-07-12 03:00:06.000,12855818,-2461468,13819033,12325196
1454,2016-05-23 06:03:37.000,-7782381,8624868,10964272,-10998681
1455,2015-05-04 07:57:54.000,-6201360,-12291866,-9084457,-13529745
1456,2020-01-02 12:58:31.000,-3479194,2737360,10116951,-8928896
1457,2016-06-15 02:54:36.000,-2520422,522272,7743187,-1128085
1458,2016-05-17 10:32:15.000,-5081441,-8313020,6732009,-7735995
1459,2015-08-29 07:17:43.000,8392447,1970988,-5218798,4573450
1460,2018-03-29 18:10:21.000,5167122,3886662,5299240,7549019
1461,2019-08-29 14:18:27.000,-7906154,-12224446,-172442,-6883006
1462,2015-07-11 22:06:38.000,10412501,-339059,776131,-2372224
1463,2017-10-06 05:23:42.000,-14069622,1489801,8053377,14131282
1464,2019-09-15 11:48:38.000,-13448845,1588268,-5778238,12653955
1465,2016-05-06 09:10:39.000,9284707,6870521,4367514,-479062
1466,2015-10-04 04:14:49.000,-7194506,244709,-49836,-13330611
1467,2017-11-01 06:47:41.000,3898178,12176348,14149062,9910433
1468,2019-12-17 08:12:52.000,-5080124,-14390417,-2889802,9175984
1469,2018-05-20 10:20:34.000,6848038,-1099205,5365585,-10219744
1470,2019-06-12 08:06:05.000,-3724280,10119755,11785796,-505822
1471,2019-11-16 22:42:07.000,-13655874,-6891465,-546906,-3788300
1472,2018-05-30 10:02:11.000,-13650850,449160,12081010,-9070724
1473,2018-11-23 21:38:49.000,14524663,6555108,-12662862,-7426918
1474,2017-09-07 08:09:36.000,-4640769,2632489,-14254675,-9950110
1475,2018-03-30 04:16:33.000,1746526,1017678,6530155,-3124150
1476,2019-09-29 16:54:04.000,9176810,5180330,7771991,-5438953
1477,2015-09-04 22:37:30.000,-7952996,9383900,-8921334,-7859462
1478,2018-01-07 23:10:36.000,1254010,-13283431,8748481,-3494842
1479,2018-04-27 09:45:27.000,-6237279,-13212157,11563264,-8593898
1480,2019-06-22 20:47:35.000,6548925,-8950668,-6210544,-2863846
1481,2017-09-28 10:22:16.000,917783,2006675,2768695,-4798300
1482,2018-08-11 00:49:27.000,4268278,10138218,10817428,2925723
1483,2016-07-22 03:07:28.000,1499320,-12631870,14302189,1991531
1484,2017-06-22 08:13:44.000,5600411,-2790935,-5563833,13669857
1485,2018-08-20 12:37:47.000,-11482357,-564511,10713781,10007452
1486,2018-01-22 09:38:16.000,4426228,-6125655,7513146,14733111
1487,2019-05-12 21:06:48.000,7610129,-9400135,4667523,9058174
1488,2019-02-14 22:59:53.000,13948460,1387054,-7699925,-3583997
1489,2016-03-15 04:20:06.000,6367321,-222384,3553868,11860963
1490,2016-11-20 17:01:18.000,7471655,-2088313,2867328,559769
1491,2019-12-11 02:50:15.000,714502,12886440,14696504,-8314256
1492,2017-02-24 16:57:56.000,13680800,3137346,554922,51508
1493,2016-11-05 09:55:23.000,5133535,2861713,-5232670,-1469957
1494,2019-11-06 21:15:02.000,10208718,-613605,8135267,-9668568
1495,2018-12-12 01:13:12.000,-13319942,-11127613,4066054,-8818502
