543,-1650961,4958937,-3170662,true,-1443211,-43180.58,-306287,0.1217,-3125218.630,-565164.66,true,-2563451,111588,3732314#b4jd6h6d77,757243,-2023316,2152459#kfhhbRVCvmqC,-2079480.870,-1978135
544,4818760,3406866,2378485,true,232646,4738533.0,-199918,0.2281,-3466234.930,3419459.8,true,-858559,4234751,2076230#nZCrkkefUp,-1358564,5055357,5392076#UKUavOUfxFQJ,-462618.570,4501841
545,5142516,-2163314,-3231100,true,2418120,-90948.42,-1517221,0.1725,1523062.130,4134981.87,false,-115426,4732840,79721#mAWUjtSqdN,1261607,482945,3099892#ePTObZnIeDlH,2562265.440,317489
546,1906764,3061569,-5180705,false,443350,5106736.5,132353,-0.1838,3804682.080,-1494527.24,true,1612139,-4361256,4254679#AuJkZg2OI8,-4058063,-5441911,515577#8iNOjtFxo6f5,452311.980,5066524
547,511384,3627021,4078678,false,4808489,4780346.0,1171418,0.1833,-2573655.030,-4582661.64,true,3423082,-3195853,2705376#VFdrYbNT0d,2761282,-5285806,1559921#a5ZF5zac24Cq,1899358.220,1944707
548,-2239433,-4675472,4300588,false,4999846,1213733.1,-2874194,0.1237,-1091288.520,-1870345.33,true,4778137,-572323,4666875#ZRwknXQSar,4187603,-3775288,2328350#I23ITm02Cr8n,5153640.490,-4088880
549,-5272713,4825512,2127469,false,4007030,-1025712.6,-1590141,-0.1507,-3652476.660,2340403.03,true,349106,-291385,4437047#Qjb4lodnmd,1454570,382500,689696#9RF3ZIvUBSQZ,493793.360,-5378466
550,4280554,796795,-3851910,true,110399,-783811.5,-4941561,0.2315,360746.930,-1724008.29,false,-1892881,1017059,1881302#599Zw7AbNk,-2587334,-5286452,4834525#cyxirtCAVf0V,-4789625.500,5218578
551,3161301,2371128,-1010522,true,-5243176,-4150845.8,-4650962,0.1548,3148908.190,882347.54,false,-2987358,4042094,3191274#ZZI45eMzMD,4254947,3568503,1406048#jiYVPUfefyQU,-2195189.140,-174339
552,-4997392,5258421,893739,true,-4271222,-5397634.0,714025,-0.0766,-3287821.200,2936350.88,false,5019018,4851046,4371934#zS2n1iZCV4,2384675,-3707704,4349546#vLzLbKCbImC7,3815457.330,1019462
