1115,634,616,4189445,-9737191.0,3488473.8,4035706,3072849,2520405.280,-5977508
1116,2126,109,1650311,-1984141.4,1.00974075E7,-9610937,-11036778,-3022208.490,-9700788
1117,2026,2131,4108381,8723359.0,-3962499.58,1622386,-8060156,1367556.730,3572453
1118,542,1006,-6388920,-7647063.0,6567726.62,-2134266,10824027,7461513.280,-1272419
1119,1294,814,1999075,-3671511.0,2444397.5,659160,-5056830,-1666563.450,-6795683
1120,1089,661,-5673867,-1248510.1,2513791.34,8698992,10262469,2636383.330,8041790
1121,563,1271,3013667,-2342705.5,9586309.06,-1072324,-7353060,10627490.950,-6274500
1122,1679,1541,6637027,-6235451.0,-7853506.05,6419529,-1272779,6741576.960,-5610282
1123,3832,537,9881222,6005832.0,-1.028014511E7,-9605784,9547458,-10675170.270,8969550
1124,2418,729,-812080,-1.0304338E7,-2827801.35,-10854013,4240149,-3526500.770,-4632071
1125,1949,1880,3365922,-1449562.2,-9920.06,10395378,9996170,-7490132.550,-9180995
1126,2906,2357,8670458,-5397878.0,-8199476.9,-10909439,-4636271,8545105.670,1686487
1127,690,733,2234665,-2697677.2,1097457.31,3661323,10728598,-2317211.850,-2384975
1128,4516,458,-5987020,-4396584.5,-343266.06,-5846072,-9214582,-6731409.260,10846443
1129,1753,1119,-7052439,768439.25,-2553933.7,9776189,3201615,-8537463.900,9707772
1130,674,1993,-10189634,3760478.0,5101054.01,8080250,-2645695,5030260.990,6501740
1131,1607,2390,-4483524,8718850.0,-7069883.45,-6550321,10636416,10014627.620,-2097397
1132,3669,836,6150041,-2804053.5,-6365058.15,866964,9867330,-9889531.470,11240300
1133,174,1190,1671940,1.1108493E7,-1.09447216E7,1349042,-9460348,-750160.180,1194902
1134,2669,428,-9699857,-8513473.0,7725173.25,4163170,8988244,7935924.600,-2507242
1135,309,806,-10358449,7472143.5,1.130289212E7,4025310,9798994,-1825832.130,-10714662
1136,383,2029,4149339,4043389.2,4841690.62,181476,7137079,-5479092.520,1290375
1137,3825,257,-7283311,-9941343.0,-2357067.54,1126374,10719196,-9880469.410,-3089784
1138,4020,571,9602919,-704327.4,-561176.99,-4196375,-4750568,3921917.140,7526951
1139,704,324,-1665695,-1.1109905E7,6018527.37,-5072629,2693709,-8600830.200,-8152828
1140,1206,1542,2543787,6867563.0,7642037.34,-7036066,-11331345,-11017657.880,9807898
1141,3454,1035,2820139,-590064.2,9295293.63,1176267,-5154401,901146.520,-10966369
1142,1709,1787,-6904861,-5037090.0,-1884723.22,-1007211,-10468323,2146442.180,2604191
1143,4032,832,5980546,3760721.8,-1.074843022E7,-7530806,-4506738,-7101304.490,2086483
1144,725,921,6288862,2687555.0,8995007.98,5839413,653339,-9857132.100,10935388
1145,668,1350,4883085,375038.66,-4146579.41,3297824,-5501361,6354373.660,5281076
1146,4067,1291,2871386,1476189.6,-5127458.98,4267678,3958200,7437650.550,-8249459
1147,3101,1285,-3491766,5599934.5,8343638.08,307147,-10123942,7479033.460,-8141014
1148,296,248,-11068815,5024194.0,1.001896619E7,11181704,-8081801,-10538750.020,-3412769
1149,3485,2113,-8327945,-9722255.0,-7916784.18,5195396,3302268,3970084.520,-10910810
1150,1583,652,5905437,5589415.0,-8178110.34,-9315214,-1468263,-8458780.250,8337805
1151,808,1048,-9988046,-1.1132265E7,4402682.72,9074166,-4236281,7925541.870,1688523
1152,2750,2102,-9393979,-1049127.4,6765693.97,6129290,8696620,7711975.990,-9676287
1153,2023,327,11188521,-9200021.0,4485215.16,-6874060,2545928,1561351.280,-5200141
1154,1836,2191,-4628469,3744982.0,-416236.48,4150570,-4830390,-9835107.480,-11108720
1155,2786,393,-7914808,-3355728.5,-1.132733578E7,-6551609,-2148084,49686.880,-9063940
1156,3320,2039,-7494711,2206141.5,-9503141.84,-10233969,6864901,5718842.700,-10037035
1157,3640,240,11057600,4943407.5,-2101515.98,-2713178,-8324113,-5744891.620,3545238
1158,3621,536,-4719480,-9406228.0,8541486.07,-9776567,6782651,-3213128.090,-7742328
1159,823,167,-8450728,-2409084.2,-3593492.35,6056184,-10638031,8554401.560,-7172407
1160,979,2126,-3812474,7731970.0,-5315319.95,-8457159,7532476,-8126745.970,705739
1161,1863,704,4277873,-8783501.0,7573641.08,-5418883,6596415,-8676890.680,5391434
1162,787,1166,-5008303,-5870510.0,-2725578.31,553786,-11471975,-4421698.730,3247527
1163,965,1668,-8676404,-6053663.5,-1.112920861E7,1876141,-789678,11125663.090,10875005
1164,4627,722,4159397,9494517.0,1840833.69,-7968440,-10656917,-2649537.980,-7151282
1165,3652,830,4377402,-1.0173991E7,3644473.8,4216990,3210236,2633765.780,-6245953
1166,2669,232,1723937,-2072941.4,1.05502075E7,-10041617,-11531121,-3157377.490,-10135046
1167,2746,1794,4292431,9113759.0,-4140099.58,1694915,-8420643,1429170.730,3732699
1168,3735,2366,-6674714,-7988663.0,6861326.62,-2229919,11308386,7795099.780,-1329343
1169,4369,389,2088423,-3835511.0,2553997.5,688914,-5282643,-1741321.950,-7099616
1170,4557,1783,-5927104,-1304510.1,2625791.34,9087463,10721041,2754358.330,8400520
1171,1520,1306,3147682,-2447505.5,1.001430906E7,-1120156,-7681372,11101861.950,-6554405
1172,1389,843,6933115,-6513051.0,-8203906.05,6705424,-1329491,7041911.960,-5860206
1173,2084,1891,10320940,6273032.0,-1.073774511E7,-10033868,9972570,-11150547.270,9368960
1174,4613,889,-847831,-1.0762738E7,-2953401.35,-11337207,4428649,-3683610.770,-4837788
1175,2754,2371,3515393,-1513562.2,-9920.06,10857518,10440583,-7823250.550,-9588824
1176,3156,244,9055366,-5637878.0,-8563476.9,-11394270,-4842133,8924635.670,1761094
1177,157,765,2333841,-2817677.2,1146257.31,3824019,11204619,-2419751.850,-2490361
1178,1321,632,-6252773,-4591784.5,-358466.06,-6105122,-9623177,-7029539.760,11327539
1179,1919,781,-7365007,802839.25,-2666733.7,10208900,3343169,-8915306.900,10137955
