929,477,5542309,2012-08-28 14:45:01.000,-828013,-7484846,-316.170,643856.250,6975597,-859431.6,-3251392,7416929,4127445.5,-8841483,2039264.0
930,2189,4256217,2018-07-03 07:29:11.000,-306573,3788209,-115.690,-7666507.800,7644758,-1720633.9,4454370,-7983019,5920131.6,1599228,-5961296.0
931,2319,-6755716,2014-05-16 05:29:37.000,-1263335,3847045,149.920,-5734821.500,5841854,-3422071.0,-2324327,6321954,-8304144.4,-4888038,-5601360.0
932,952,7930302,2012-04-30 21:02:12.000,4375774,4733044,198.790,-4054486.440,-6924682,-5152226.0,-8356325,-3228287,-3969179.0,3788964,4759296.0
933,503,-4545175,2017-04-08 06:18:54.000,-3417823,3602253,-259.530,-7183435.500,4973005,7860444.5,-6866574,8581139,-6853205.5,-1430021,4200224.0
934,1260,-4971414,2012-04-02 06:11:01.000,-6995918,-4725214,-283.310,7770214.080,2877903,-2638036.8,-3567159,-2260788,1328057.8,1772909,-3160560.0
935,1065,2377811,2016-01-05 02:22:38.000,-4486926,-857725,-133.140,702162.350,5310713,-4864800.5,-7294154,524381,-1689977.8,-1199704,4347168.0
936,343,-617645,2017-04-21 02:45:03.000,8116181,4028028,22.816,-5596512.640,3774726,7226077.5,9202356,-7183000,-3642709.8,-8633789,-9008592.0
937,932,1966412,2013-09-20 08:18:45.000,-2220740,3118426,187.260,7255702.940,-8287493,-6409721.0,-9206919,-314040,1359057.7,-1466734,8306672.0
938,1473,140018,2012-12-31 22:08:11.000,-4934736,-2211368,427.290,8839859.500,-233619,-232993.19,-6552084,3674018,6534404.9,4188819,6824672.0
939,1358,-9186457,2014-11-11 22:42:16.000,-4929962,-2279627,270.860,3564248.430,-2579535,-274617.38,557800,4458377,-5485843.1,-1837630,-5513056.0
940,362,6215211,2017-08-07 04:33:59.000,1550063,-1953231,274.900,-2843159.800,8186250,387702.16,5684839,4119688,-3780524.8,5441911,-8130272.0
941,1663,-8982236,2013-10-24 17:09:51.000,418697,-3443749,-380.250,5712192.730,4368166,9363753.0,-8998997,923351,-5333788.8,-4204668,-922608.0
942,2353,7969558,2016-02-24 10:12:28.000,-9268879,6669915,58.098,-7778848.520,-6977335,2784471.0,-351538,4731542,-754543.3,3301382,-3559808.0
943,2189,6939731,2016-11-17 10:32:17.000,3340129,5685989,-45.334,-3496729.500,1027171,6473313.5,-5991521,-234508,3207233.8,775797,4731264.0
944,1233,-1811698,2015-10-31 03:21:39.000,4196103,-4115402,182.640,4920621.920,-3843710,-5064661.0,7308503,1834295,6712833.3,2541937,4912256.0
945,320,-6072037,2011-08-01 04:52:45.000,2603442,1876468,292.840,8099314.400,-5973951,526535.9,2461912,8405866,-8230560.2,-7921612,6492032.0
946,1907,4066657,2020-01-28 18:46:57.000,4892326,3243639,-109.040,-6216719.780,5342576,709903.5,9201124,5381067,-1078896.4,-2019480,-3246704.0
947,2278,4250195,2012-10-09 09:25:18.000,-6697373,-7312805,54.989,-3381677.620,-2480280,-728982.7,-1070895,-4516721,4896357.2,-9352459,1943456.0
948,903,476095,2015-10-09 04:07:54.000,-8689704,-3520523,26.964,3751403.640,-4788575,6283245.5,-3775154,5564633,-2026781.7,4882707,-8057264.0
949,1756,4667392,2013-10-28 09:52:10.000,237675,-6870667,364.040,5727667.380,-4546676,3228653.8,148779,2531508,4898978.6,-4258642,-6837664.0
950,1228,-1514196,2012-03-10 10:32:28.000,-4840365,-6858577,408.070,-4767719.000,6990187,-4871964.5,8234215,-7542910,7809902.0,-2702451,7290032.0
951,1615,9374003,2014-05-07 00:37:26.000,713362,-1351986,436.680,9422100.840,-1209491,4709246.0,-4653488,-5063894,4989970.4,-9161333,3299712.0
952,945,-3008010,2020-01-27 20:16:33.000,-2826873,5007747,-92.600,-1882702.000,-6563099,-123095.98,-293259,-2999863,7909110.5,-2052245,2993184.0
953,1211,6498306,2017-04-18 13:57:06.000,-4483784,-4561421,119.220,8473514.050,8202234,2340490.0,-2342753,-6466802,6337016.4,-6602133,5572176.0
954,1696,-7477204,2011-11-07 07:44:22.000,6352754,-3268436,-206.900,3563956.740,4228712,-8249737.5,-2758123,1406325,-2029610.4,-4989277,-250640.0
955,2207,5049465,2013-03-22 03:06:33.000,3330086,4441453,230.200,8547725.750,-4226300,5228575.0,2715614,-7948595,5747667.1,7068283,1638144.0
956,473,-3059085,2010-09-14 01:44:59.000,-7471454,5822725,244.270,5743545.040,5273747,-5385195.0,3626851,-7472035,-4345828.1,3240461,-1625920.0
957,1098,8025864,2019-08-25 18:47:57.000,-8421787,-5186838,239.990,-7228641.340,-7549803,-3806412.8,635450,312505,-6019701.0,3079021,9245552.0
958,1877,4543860,2020-03-03 17:13:11.000,-5703001,3633314,203.530,5161429.580,7649174,7011558.0,-4433026,-4486260,-6174239.8,-5971250,-7445200.0
959,2132,-4352970,2010-11-17 05:29:49.000,2105916,-5639844,315.760,467455.600,-2810237,9225498.0,-5067806,8192938,3053878.0,2688838,5262784.0
960,1726,-131884,2013-07-29 14:16:31.000,5336591,3888653,183.710,-8769190.400,7736884,8745382.0,-3520524,6436038,-5815559.7,-1092611,-8229152.0
961,1040,9335226,2012-09-14 07:46:13.000,-1072695,-7118155,198.850,1942180.410,-6175487,-8355465.5,4562551,8171219,321749.3,-5784621,1406800.0
962,295,-1240984,2011-04-07 23:35:46.000,3549023,-342473,-179.710,8238802.440,3230268,3355260.8,6190750,-6815774,-165.2,-6158353,-3070832.0
963,2079,-7109523,2019-10-04 18:38:36.000,-4079003,-150437,-426.100,-8413139.500,6453544,-6114743.5,3564061,2080469,3624571.7,7740134,-6779392.0
964,2181,1642001,2015-03-06 04:40:48.000,5056357,-6691336,-167.530,-6750126.760,-1912602,-6471122.5,1472001,-9020032,-6658605.3,2761010,-4897968.0
965,2142,-1059634,2013-09-18 16:30:04.000,2817481,-9232885,8.735,1956560.150,-710045,-3236218.0,100712,-521985,3191393.6,6472409,-6162896.0
966,1402,6964890,2017-10-28 12:35:48.000,-2674589,-4365118,-363.670,-6141511.920,3169847,3890879.0,2652594,9458310,-4098717.2,-578418,2676016.0
967,978,7448743,2012-07-04 13:04:38.000,-3701052,-8461438,209.650,296650.040,-1992889,-5446695.0,2213426,-4116687,-2693367.6,-6247035,5853888.0
968,1242,-6258824,2011-03-12 05:29:26.000,-6947799,848201,-40.580,-4946263.280,9401332,6283330.0,-1250480,-6157813,-5589152.1,-5015316,3846688.0
969,2270,1604490,2017-08-23 15:14:35.000,-3526421,8679510,331.610,5116144.140,2824819,2933052.2,2453411,1012928,6281471.9,1163986,-8205680.0
970,1417,8897823,2014-04-28 14:06:16.000,5866667,7893634,115.510,9249952.000,-9100011,-9056198.0,-9475292,-3720416,-4000420.0,1620151,-177568.0
971,1006,-3466848,2018-09-04 22:12:14.000,-3414719,6464494,-120.320,3099550.410,5852407,5857127.5,6052900,7891190,-7736613.1,7036282,8110016.0
972,131,327037,2015-12-22 11:30:09.000,4755359,4683880,200.550,3226914.960,3564616,1405633.5,5294452,-2182436,-8635889.3,3094345,-8311408.0
973,502,3807618,2015-08-21 23:05:38.000,3718956,5884553,348.480,-1523901.790,-8153665,-1797648.9,-4730418,-1307870,-819612.7,1908266,-6624240.0
974,1745,6567849,2013-07-18 11:27:45.000,-7565808,-5202484,-94.480,2349803.880,5046444,-5336364.0,3769131,-9614517,-2694507.2,8492651,-5829904.0
975,1454,-6716838,2013-09-03 00:45:49.000,3572943,2181299,-415.690,-8955670.750,1367250,5272645.5,1895966,1030091,7987160.5,3711134,-4991440.0
976,2360,-3682441,2019-09-14 22:38:39.000,-5804882,892208,384.180,-4038563.120,-7302707,7210704.0,9101828,3093829,776901.3,6148922,6297872.0
977,585,-8553839,2013-01-06 15:17:36.000,4966690,7814644,-273.870,-8478289.990,6411473,-6703678.0,3062750,-4979527,7250158.5,1119314,2289488.0
978,1,2053573,2020-01-19 20:01:56.000,9781110,-6367371,294.530,-7656985.860,4032327,7718339.0,-9312876,-7074573,2114014.8,6635919,1594208.0
979,530,5840084,2013-01-24 06:15:25.000,-872913,-7888176,-331.170,678468.750,7350601,-905831.6,-3426920,7816654,4349901.5,-9317408,2148864.0
980,189,4484967,2018-08-05 20:29:58.000,-323373,3991452,-120.690,-8078710.800,8055683,-1813433.9,4694175,-8412706,6238332.6,1685284,-6282096.0
981,785,-7119066,2014-09-08 09:06:23.000,-1331573,4053191,159.420,-6042646.500,6155717,-3606071.0,-2449595,6661929,-8750137.4,-5150189,-5902160.0
982,1926,8356002,2012-10-03 11:37:49.000,4610924,4986954,207.790,-4271944.940,-7296132,-5428226.0,-8804531,-3401587,-4182443.5,3992514,5014496.0
983,393,-4789125,2017-06-05 08:21:24.000,-3601086,3794976,-274.530,-7568610.500,5239580,8282044.5,-7234147,9040914,-7220812.5,-1506896,4425824.0
984,2190,-5237839,2012-09-06 18:07:35.000,-7370518,-4977922,-298.310,8186070.080,3031853,-2778836.8,-3757838,-2381476,1399140.8,1867578,-3329360.0
985,20,2505286,2016-03-28 05:42:21.000,-4726998,-904035,-137.640,739790.350,5594388,-5124800.5,-7684261,552556,-1780156.8,-1264004,4579168.0
986,1468,-650254,2017-06-17 16:34:33.000,8549881,4243659,23.366,-5895324.640,3976651,7611677.5,9693673,-7567150,-3837104.3,-9094567,-9489392.0
987,1190,2071437,2014-01-27 04:35:15.000,-2339628,3285058,198.260,7642433.940,-8730243,-6751321.0,-9697899,-331215,1431221.2,-1544634,8749872.0
988,1395,147168,2013-05-24 04:49:04.000,-5197511,-2329410,448.790,9311447.000,-246094,-244993.19,-6900822,3870393,6883114.4,4412044,7188672.0
989,2345,-9676032,2015-02-26 07:14:48.000,-5192187,-2401011,285.360,3754041.930,-2716810,-289017.38,587625,4695714,-5778142.6,-1935180,-5806656.0
990,575,6545511,2017-09-28 02:50:29.000,1632613,-2057583,288.400,-2994578.300,8621700,408502.16,5987107,4339238,-3981629.8,5731286,-8563072.0
991,2219,-9460024,2014-03-01 05:53:00.000,441385,-3626524,-400.250,6015719.230,4600341,9861353.0,-9477315,972476,-5617656.8,-4427593,-971408.0
992,550,8393080,2016-05-15 10:44:38.000,-9760379,7024046,62.548,-8191801.520,-7347185,2932471.0,-369740,4982492,-794088.3,3476532,-3748608.0
993,1344,7307474,2017-01-22 22:15:17.000,3516879,5987461,-45.339,-3681654.500,1081971,6816513.5,-6308846,-246726,3377155.3,816797,4982464.0
994,245,-1907273,2016-01-26 17:10:06.000,4418653,-4333158,190.140,5180793.420,-4047435,-5332661.0,7695687,1931745,7068843.8,2676974,5172256.0
995,563,-6393087,2012-01-21 01:15:26.000,2741442,1975854,309.840,8527970.400,-6289801,554535.9,2592430,8850166,-8666288.2,-8341162,6836032.0
996,1617,4281557,2020-01-31 08:24:21.000,5150726,3414988,-114.040,-6545166.280,5625351,747503.5,9687951,5664967,-1136308.4,-2125805,-3417904.0
997,2244,4474095,2013-03-07 16:25:11.000,-7050648,-7699209,58.339,-3560200.620,-2611268,-767382.7,-1127885,-4755439,5155275.7,-9845997,2045856.0
998,1973,501670,2016-01-06 08:13:50.000,-9148029,-3705997,29.864,3949675.140,-5041637,6614445.5,-3974081,5857908,-2133343.2,5140094,-8482064.0
999,2308,4913617,2014-03-05 20:41:43.000,250619,-7232419,382.040,6029048.380,-4785901,3398253.8,156196,2664408,5156717.1,-4483417,-7197664.0
1000,2281,-1594205,2012-08-18 23:27:39.000,-5095284,-7219124,431.070,-5018822.000,7357607,-5128764.5,8667842,-7940085,8221339.5,-2845164,7673232.0
1001,232,9866578,2014-09-02 05:30:49.000,750562,-1422851,458.680,9917842.840,-1272803,4956446.0,-4897959,-5330044,5251963.4,-9643433,3473312.0
1002,752,-3166385,2020-01-30 11:33:11.000,-2975723,5270981,-97.600,-1981089.500,-6907599,-129495.98,-309035,-3157050,8324746.5,-2159945,3150784.0
1003,13,6838927,2017-06-16 09:09:26.000,-4718809,-4800584,125.220,8918356.550,8632059,2462890.0,-2465990,-6806502,6669052.9,-6948833,5864176.0
1004,2020,-7868829,2012-04-24 10:58:26.000,6685579,-3439906,-216.900,3750947.240,4450762,-8681737.0,-2902286,1480075,-2136094.9,-5250964,-263440.0
