625,191,2679758,-2900752
626,473,1025010,-501350
627,227,-3343162,104556
628,362,653632,5164092
629,783,-3613669,-2593971
630,997,4124955,-467278
631,1424,-4383749,5195280
632,863,1517472,-1866457
633,991,-755850,-4143626
634,1162,1393993,1691608
635,920,2368379,1782718
636,760,4721973,-1988913
637,446,5809245,6153669
638,518,29950,2798415
639,1802,-5218645,-524807
640,760,-1596252,-602387
641,144,6239964,952268
642,1252,-1955702,-1707990
643,606,4414436,-3674261
644,412,-5400704,-5913343
645,1677,58265,5429049
646,200,4446559,1132402
647,1758,-5625230,4306002
648,1660,665177,2533508
649,1117,-1267551,5870382
650,199,3351278,55856
651,904,-5637937,-4916980
652,945,6374383,-5925119
653,1069,812537,4504421
654,1219,-3761821,-2125991
655,1804,-3203775,336016
656,1169,5135533,-1673728
657,25,-1551078,-2660241
658,453,-2151132,6014777
659,753,5790440,-4764946
660,1338,-5620063,-4449177
661,739,3701171,2906498
662,1006,-4340146,-1709789
663,1540,4928781,2504295
664,736,-1329852,324434
665,1539,178580,-4285815
666,296,904789,5121976
667,1696,-4193508,5289829
668,675,-4966736,2160185
669,398,-4403534,-3027379
670,750,3750867,620128
671,1303,-4455798,-1062710
672,1166,6163252,-2980778
673,127,4750660,965862
674,403,-1580665,-2578342
675,43,2894532,-3132869
676,1081,1107395,-540926
677,1463,-3609047,113598
678,62,706339,5575844
679,113,-3900411,-2800679
680,829,4452333,-504166
681,848,-4730324,5606254
682,1231,1637946,-2013434
683,635,-815500,-4471135
684,780,1503574,1825491
685,1591,2555253,1923570
686,1589,5092872,-2144954
687,290,6265832,6637333
688,1590,31947,3017836
689,651,-5626630,-566571
690,30,-1721514,-650165
691,508,6727215,1026344
692,700,-2107374,-1840742
693,176,4757985,-3960005
694,600,-5820418,-6372255
695,637,62258,5849924
696,134,4790173,1219311
697,1735,-6059967,4639130
698,1238,716384,2728898
699,855,-1365789,6321890
700,863,3609145,59887
701,872,-6070225,-5293911
702,363,6863448,-6379995
703,889,874079,4849680
704,1243,-4049956,-2287841
705,1054,-3447584,362153
706,281,5527405,-1801709
707,576,-1669439,-2862518
708,1087,-2314836,6472083
709,1690,6229037,-5126024
710,1586,-6046538,-4786977
711,371,3980382,3126530
712,1623,-4667563,-1838837
713,448,5300887,2693105
714,185,-1430269,349514
715,527,191346,-4608384
716,1532,972437,5505866
717,760,-4507858,5686463
718,1621,-5337837,2321557
719,922,-4733011,-3253599
720,124,4030705,666755
721,891,-4787244,-1142161
722,1550,6621155,-3202578
723,1403,5103713,1036905
724,1713,-1697652,-2769075
725,1751,3109306,-3364985
726,1689,1189779,-580501
727,843,-3874931,122641
728,1618,759045,5987595
