729,1,2171,5,162,2016314.2,1143651,4652000,0.68,-1481774.0,-3677767,6380172#IpIG3iK99,1448240.0,-4572478,-2335768,6091812#hR3zpQhrzY,3219312.0000
730,1,823,8,13,-1603493.0,-1503163,984622,0.82,5601753.1,4758215,1927244#1rWEAuX7A,-1701568.0,120168,-4136982,1196071#zXioJgiTh2,-4455696.0000
731,1,762,5,172,-7247509.0,6901152,-1489457,0.64,4280559.9,-6528997,101967#HhgEvA3QK,-6803264.0,-1688679,-3307149,577677#zJ0ecDDU1f,1842192.0000
732,1,1603,1,37,-3895685.0,-2034620,-5593678,-0.74,1433853.2,-2841234,7318357#WCdqKqDgg,-1086864.0,-3419272,-4264526,6004621#iJhflMgWGN,5740528.0000
733,1,2266,1,149,2907876.0,3690145,-805628,-0.78,1403876.7,-3491443,1838146#jegovkHv2,4714224.0,-687563,3612784,739046#lwolx8MaGu,-7186416.0000
734,1,1679,3,34,-5801112.5,-4397748,-2244912,-0.70,-1559011.6,1580888,5128204#NqvX7pKMY,-5227232.0,-883391,-3637819,1049715#w4xicbdQu5,-6866160.0000
735,1,137,5,176,3297331.8,6672551,4654223,0.71,-1139592.5,1119342,585561#3ZGkkejlk,5589376.0,-2226790,6412903,699014#IswtwJ1QVw,1535808.0000
736,1,684,6,151,2747552.2,-4393543,6573582,0.72,5625701.5,-469927,2880723#3Wz0QQWm4,-2864960.0,-5082984,2301485,3921228#kddP0XRCSZ,-1627456.0000
737,1,2405,1,61,7069048.0,2383523,-3401692,0.78,-4721897.2,-127723,4049954#DE15ZCkVQ,4639568.0,10467,5414057,6209623#dA11pcMlG2,1246280.0000
738,1,2413,9,122,5856700.0,-5755399,-3888650,0.79,-2992642.6,-3105959,3156620#LCDrEnq9a,-2602192.0,-4016087,3961622,1800424#utx8ZMst0D,-5267353.5000
739,1,740,5,167,-6317178.5,1128309,3438377,-0.74,-460208.2,5993651,5688864#D7I7agE6u,-3045072.0,-4867171,-6374535,1313104#7gLoVQX7G1,-1866792.0000
740,1,1750,9,107,-5851241.5,3790531,-6413463,-0.71,2925021.2,-6698834,5310603#6WrjFUPFF,-2696592.0,5190115,1370756,4747959#whttI5VHps,6871264.0000
741,1,382,2,127,-1116644.5,4570235,-621742,0.77,6610005.6,-5482566,6679795#n4EEiAJ6x,-4383216.0,-3332450,-7315341,4773870#kFX8Ro04VH,-4338643.0000
742,1,715,8,150,1064944.1,-5408277,1016192,0.71,310119.1,1548115,5658938#T8nob6MK8,-4344208.0,1708489,252525,3231580#E2EbEST9Qf,2224624.0000
743,1,434,7,25,-567269.9,5226284,5803716,-0.79,3213259.5,3949350,2441451#Dwfy7nhCq,-6702000.0,-1722037,-4880947,105967#91XtQc0EQo,-3059696.0000
744,1,389,8,21,2040238.0,5420274,5368198,-0.69,-6350923.8,4110197,7047458#yCxc7ZNjU,-3269024.0,-7155213,5972089,4931838#GfZ9YOwWuE,-3895632.0000
745,1,511,3,4,-3866994.5,-237493,-2193721,-0.67,-1927475.6,745424,3393469#eslNWJthq,-4519664.0,3630145,-7204611,3381564#oqJnPopjj3,309637.0000
746,1,481,5,160,2424627.8,2574049,-3121886,-0.68,-5787836.5,3599225,5783300#6pdDq9uHl,1723360.0,-3160175,4546036,1974213#duB6B9mge6,-557024.0000
747,1,1749,2,142,-5218021.5,3283409,6515230,0.78,-3644897.8,-924666,2789235#vb1G5n3mg,5408096.0,-1508466,-3370585,4652418#sKHb6Mu817,-7089528.0000
748,1,2233,3,169,398416.5,-636918,3535363,-0.73,-6249752.0,-6516811,574982#eO9DRlqNc,6062528.0,2080299,550883,2801724#kLNdcUswRO,-3428464.0000
749,1,814,8,93,-6985589.5,5363267,2719359,-0.81,4482604.6,4510164,1943985#Pr6mCMlij,2242896.0,4796321,-7188807,5178749#bRqMcML4wL,2462352.0000
750,1,665,3,177,-3532646.5,5634714,-3435744,-0.66,-11927.2,5941613,2772749#MOpFMmeNm,2335008.0,-4991337,-2683974,5717436#SsU9P6HoyJ,3919120.0000
751,1,1863,7,169,-7314707.0,6301529,-6352767,0.84,1692120.6,4080106,5949035#91WPRdEat,2888608.0,-4323669,-2968787,4014121#LvvGv6McJF,1822556.0000
752,1,2170,8,169,-2619191.0,-3569724,5698911,0.80,-7236131.7,1612836,3330892#OjfyP7v30,6520528.0,-4956473,-5683,5241631#TytYzQ6psH,-3591840.0000
753,1,24,1,30,6096551.0,3770398,1323326,-0.74,6424604.8,2523501,6902630#Qc4h1dNo4,-4033264.0,913564,3362785,5468579#938wfpYCjH,-1771936.0000
