1356,-4906672,7881035,-661092,false,-6783150,-2025553.2,11631927,-0.3898,-763200.150,2637548.87,false,5619908,12268996,7787717#w03wEoX95e,-2323124,-570355,11237738#d3pUkDHuKz4S,1257077.890,-4860239
1357,12284269,-8225719,-3687966,false,5253410,5039969.0,10966035,-0.4171,-5762130.670,2946065.26,true,3909924,-2844509,3880101#YSWjsgDkkv,-10337984,4791821,5274657#TkdrhQeHOuNU,-5900929.620,-6122905
1358,-11628732,-4819634,4308565,true,-12386680,-6016697.0,11268939,-0.3674,-7153908.600,2891105.3,false,-2654768,5824303,3097903#7KcqLhFbcu,-5198846,-2415379,2751390#8CklGPoB68oc,-9721391.150,6283475
1359,-10749033,12582184,-11124484,false,4540908,-9254054.0,12504512,0.6060,4699812.220,4745060.05,true,-9171220,2107833,7880798#amko9Z7gvR,2968210,9276449,2620158#eml7uwDPEEYW,-9511619.780,2011428
1360,-13020757,10635773,-4648944,true,5474293,4995456.0,-9710509,-0.3700,-12333333.940,-1.039992701E7,false,-12454788,6073754,12359180#WzpH2ulxt3,-9416563,-11152663,8784665#OkBOVZ1p8C9f,10276967.650,1740111
1361,9141916,9576413,-12719469,true,-3948523,1449897.2,-10108353,-0.4183,-9901297.450,-3795149.88,false,-8253246,6264926,789594#fXJYMkEuDc,3412048,11302168,8552216#EEJnBm3UDXz6,-12368519.490,10823746
1362,-6415255,5351530,-13469407,true,2781252,1.2734517E7,-5228536,0.5111,1490336.610,-1.106196741E7,false,4667480,-6548499,13422521#sfnAKF4pvC,-7478888,5697044,7285541#R57z9f4X79zy,1236452.870,5130336
1363,-3153566,-3172794,5806620,true,-10661670,-4200353.5,8731985,0.5215,12750766.360,-1.272304377E7,true,7742043,-1993692,4298997#Xw62XqTaH0,-9631956,9583758,832306#amIKn6Iault1,6886193.310,11524224
1364,12744776,5333521,12261726,false,508757,-4630158.5,-8795769,-0.3582,10341258.980,-1.329031867E7,false,7556478,10246271,1960023#J7coAt5azs,2694193,2195698,12349811#hRw8eTZXRbGL,-2487100.210,-12908847
1365,13051584,-8368561,12604760,true,3345555,4393681.5,8975242,0.4523,-629671.450,-8698587.69,false,-6024164,-12804242,305977#lIs200q4ae,3623651,781276,3672384#xaen1hKfHq7L,-6687396.010,7006447
1366,11230779,9724241,-13556258,false,-966703,440742.53,-8468668,-0.4298,-9106616.040,2486713.83,false,6133432,7189861,11595732#Kd7vmrHkxP,1127796,10375759,7826626#tn2wSRJ2L2MO,13226074.750,-5351353
1367,-8182356,-10383210,-9979981,false,3286403,1.1183862E7,1240078,-0.4801,-937364.990,8658934.32,true,6093484,-6925719,12120342#60U0P8bMSQ,10548127,12009583,11361521#Gl1DojufYf41,4057801.910,-12669987
1368,1533547,8687989,-8037526,false,-3104796,-8310698.5,-5385905,0.4435,-4059643.810,-1.019038884E7,false,-655719,-8486082,2751159#edNZIXrJ0l,-3435976,3340842,3226608#QV9ptVqSIsfD,-10867567.900,8160222
1369,12358845,-2305927,-4537603,true,-7525158,1.1102511E7,13407907,0.4639,-10886366.140,-9197473.35,false,2086691,5500736,5741498#roYBG8gOXX,13649359,-9469357,10034009#dQlG7P8OPKiT,7020459.500,10299906
1370,9845610,12134912,8052048,false,-4637196,-8759339.0,9192945,0.5143,5829459.460,1.133933988E7,true,745710,4561977,10697385#45VScRlUnR,-13204399,143363,2059582#JC80t4ea6XqA,-6804400.090,7332735
1371,-1727796,-8109317,9491817,true,-10954164,-5602674.0,9560114,0.4646,7919163.790,5722392.98,false,-832927,6021956,3789349#yl07cHhAGg,-555263,4065118,2174330#fAwyfiIf7MDt,10067429.660,5233562
