1795,2018-11-17 09:11:13.000,-3527393,13268712#swdErGv218p2uQ,10495318,-12772664,15150059,-7693096
1796,2017-09-02 17:20:12.000,3031343,5912386#1MaJ0RlakWMlET,-16566446,-15889041,10237783,-15466143
1797,2017-09-15 05:18:59.000,15729296,15928270#eRmfC4xsNsSPae,-1618630,5373824,-17717687,13128769
1798,2019-06-18 08:05:31.000,-11927965,1708907#inlD7wNQi8ZmcZ,-801264,17908041,-7749736,-5349700
1799,2019-06-01 15:35:04.000,7974230,119706#hk5stSVJ9WPd9E,-16016604,6176890,6950060,-16733241
1800,2016-04-21 19:58:12.000,-10654781,9707594#ALcYgywzP9jjq4,-14492716,-15418923,704416,15386907
1801,2015-06-10 17:13:58.000,-11716873,74151#w68oN0bueAmHRI,-1989462,11979888,11716400,-3249894
1802,2018-12-19 18:04:12.000,-9487131,10502634#kjX9U7SLhGWdsK,-4313143,-14413428,-7674334,-9023298
1803,2018-07-31 05:33:55.000,16619155,895520#IU5sZP0qhaNKb9,2948432,9881654,16319835,9109931
1804,2016-11-26 18:54:05.000,-5754534,3726170#uQtCvCB7aAadzb,4003920,7579305,-11728942,8951391
1805,2019-03-14 23:21:44.000,13567159,8889874#RnX1QTjRi4OknG,-15538306,-13558274,1330485,14012243
1806,2016-10-27 18:56:23.000,-16058279,4953059#t4gLLvwBxD8zp5,13205089,17648763,-13657925,3589767
1807,2018-11-13 04:59:59.000,-16087616,16084816#Cc3KDjaL9m3rxs,16602721,16081067,-10543726,-4520278
1808,2018-12-27 13:25:34.000,-5647510,17407743#x4RP0kOD9luhpO,-17591758,4013745,-8667884,-7826726
1809,2019-11-02 02:43:26.000,-5506655,12782509#LhDH36059ED1Zm,7702855,589562,11706018,2453422
1810,2017-12-24 13:19:06.000,-308778,3702236#56108PyBvr3EvQ,-10615080,17642464,10787421,13653692
1811,2019-04-02 16:54:53.000,-16332424,4985188#5buOQv19rouXf8,-14020937,-9103102,17778544,16628385
1812,2015-12-25 09:45:46.000,-12393608,9817926#s1URTHoa77BUqM,7649904,-14078034,-5783081,-10481066
1813,2019-11-22 02:13:17.000,-1981797,18046321#ZYtD0HKTUdFDSo,2015106,3047127,-17273603,-5667003
1814,2019-02-23 07:14:52.000,-12728501,6563905#TBpIxKc08h8ndi,-4957886,7274092,-16301634,6839792
1815,2016-10-25 15:24:31.000,-6143355,3201711#0dn27TT77az3sp,-7755162,-4386050,-2421617,-4978481
1816,2016-03-08 08:47:07.000,17372267,5570347#XY1mFapavB3THx,-12876524,2634837,-5063180,-12708309
1817,2016-12-05 00:33:41.000,17965862,16213415#hxB5C7vDbFXvRz,-14835274,6729437,3400858,11350477
1818,2016-08-13 00:18:01.000,16753138,16639252#dPqNptuNwklNIP,8284415,-164866,-7849008,15597429
1819,2016-06-30 19:42:59.000,8719359,5467270#eRmfC4xsNsSPae,2046538,15769643,-2815753,15133877
1820,2019-05-24 12:52:15.000,-17181861,3118632#7W2lFWvAI3cbx8,-8131124,5297617,-8393206,-90701
1821,2018-01-26 20:14:53.000,-3745217,6662346#NYlEh4zzvNHfgs,-14935056,-17617028,1662548,432702
1822,2018-07-07 15:43:58.000,-4510097,3215299#uAmnLh8uSWT9Rj,8665706,17224021,11403766,9927474
1823,2018-04-17 21:20:58.000,9600991,17169957#jyxRLBnaHd0qkg,14203039,11112327,11572306,7616777
1824,2017-02-20 12:42:03.000,-14521594,7368025#8DnFEE4aodunKq,1397569,3975426,6699110,-11303737
1825,2016-05-17 09:20:07.000,3378659,17913209#a2ZRkLILBIlZqd,9613399,-2305375,-13702842,5671941
1826,2015-11-22 04:12:17.000,12112767,6238010#Qp9NIRGrZSXouh,-9397702,-11073146,12297403,14742106
1827,2015-07-22 14:04:30.000,-2886635,7811497#HI5YDwFhrEC3E3,-11683519,-1586378,11086977,-13586192
1828,2018-09-05 11:43:52.000,13878235,5529421#GCtdwLBoL0NXzY,-17501547,14947035,-3792184,17303960
1829,2017-05-30 00:44:49.000,7171738,3600939#8CMGuLS5qOaazl,-10774302,8836141,-6617327,-301791
1830,2016-04-12 16:30:55.000,1668131,6908497#HI5YDwFhrEC3E3,-14979257,12567936,14632397,-5628387
1831,2019-10-27 22:36:02.000,-4786406,9474354#CVhIDX0aaZjkcd,-794734,10467163,11114021,-5426054
1832,2016-03-31 00:56:21.000,697584,16852154#VcVK7chUB8tF63,18030943,-3539329,-13105496,17836618
1833,2018-12-23 18:35:51.000,-15314493,4360991#17chn7rtCRvacE,-13115287,15674524,7317898,-10724766
1834,2019-01-02 02:21:27.000,6281711,4771563#bTbOLMDbjEHZOE,-1623013,1261537,-1247935,14461989
1835,2020-02-12 13:54:15.000,3111814,1895253#DskyuzCiEHHpsv,17939626,3731100,4886959,15534113
1836,2016-03-17 17:32:06.000,2566378,7729180#C9jDOB5ymI8XjZ,-1045694,4220939,-8875977,-14478126
1837,2018-10-11 05:42:53.000,-14416816,17574001#QRT6ftIX4QAK4I,-15203771,3429138,-6746277,-1669508
1838,2019-09-24 06:42:26.000,-6711757,509951#gbabhH2DpL2uxI,-8211068,-9467207,-4026284,13500724
1839,2016-09-28 07:48:20.000,11603298,17965522#PA8WZJiZBwkIxx,12164784,11525777,1949137,-8693618
1840,2017-01-13 04:12:39.000,-11268693,3516022#8t8WZqGvCTRgZz,17888438,-4817627,11889468,17041011
1841,2016-08-08 05:20:14.000,3918012,8530565#WRmgDdrMdv67dk,-11305906,3082676,-3411723,11942741
1842,2020-02-10 05:01:24.000,10102374,13987949#zt8cyIeCD1fwTj,-5029462,1101965,13342574,-333485
1843,2017-07-20 00:55:34.000,-16648371,5330518#7nZLTyo3mQ6bcA,-6843005,16661911,-14806231,6139256
1844,2019-10-07 01:20:44.000,9491313,17795274#nB8e83U3idvNW6,-3938791,-3963015,-11451442,-1250584
1845,2018-12-27 12:37:53.000,-3625786,13638291#vho8m5sDmDgiCI,10787768,-13128611,15572086,-7907621
1846,2017-11-18 12:46:28.000,3115989,6076818#kMb478NemfTeHE,-17027646,-16331285,10522638,-15896743
1847,2017-11-30 02:51:54.000,16166907,16371220#PkWRl2VOgsYGU3,-1663895,5523091,-18210796,13493919
1848,2019-07-10 22:26:41.000,-12259783,1756383#vAFNuGTzyAbkyO,-823764,18405870,-7965396,-5498700
1849,2019-06-25 16:16:27.000,8195831,122918#6aPCvKURpOdHei,-16461929,6348691,7142988,-17198441
1850,2016-08-18 20:51:22.000,-10950889,9977128#RQ1nQIfiGL52KQ,-14895317,-15847351,723963,15814132
1851,2015-11-03 10:18:34.000,-12042270,76135#qqYiUTpnyc6riJ,-2044662,12312655,12041688,-3340244
1852,2019-01-26 15:39:19.000,-9750324,10793912#CBg8FN0o784ZvD,-4433018,-14813490,-7887388,-9273611
1853,2018-09-19 02:06:00.000,17079819,920158#gI4EkwytpoKTGb,3030375,10155649,16772442,9362493
