1,1320,-18193,-16870
2,1087,16538,-11724
3,1553,12491,16061
4,907,-16073,-21941
5,418,-34265,-3764
6,1577,41190,-9968
7,286,-12385,-30633
8,1491,-22973,69799
9,1564,88679,-70939
10,1826,-75888,-57777
11,1804,71421,46082
12,409,-83732,-32158
13,888,91403,49772
14,475,-24431,-1612
15,1703,12615,-92411
16,932,25365,131413
17,872,-106965,133580
18,1369,-142423,62349
19,1010,-120333,-86519
20,1471,112980,13984
21,1091,-147000,-29854
22,1742,210513,-97378
23,243,160971,42310
24,77,-59834,-98820
25,111,102470,-115354
26,601,36396,-26444
27,243,-152548,-3953
28,250,21154,223074
29,1399,-172765,-113469
30,1157,196413,-24622
31,906,-224849,263586
32,159,71784,-102727
33,1551,-40056,-213512
34,178,79021,85018
35,292,125885,92500
36,92,271179,-116427
37,462,330195,349707
38,646,5980,165369
39,772,-322825,-23633
40,240,-93102,-29045
41,1344,392958,63356
42,452,-135638,-114966
43,204,291848,-245339
44,12,-364136,-406405
45,1165,10343,378549
46,992,323185,89500
47,178,-408380,308472
48,1156,50687,188822
49,549,-88701,452286
50,1511,256880,7490
51,1288,-450481,-393802
52,505,505603,-466601
53,1373,74033,361319
54,931,-304207,-183791
55,1524,-278073,22372
56,689,433063,-137950
57,837,-130746,-232911
58,269,-186678,527105
59,645,527276,-432016
60,218,-502363,-395577
61,1437,350633,266114
62,1026,-411148,-161207
63,1652,463509,238581
64,1780,-124848,23468
65,691,25382,-414981
66,312,93013,515302
67,1792,-421314,530215
68,459,-513524,223721
69,1534,-449810,-312739
70,844,392817,60610
71,679,-478446,-109304
72,270,668416,-319178
73,1519,514024,113352
74,1387,-176821,-289552
75,1819,317244,-347471
76,1209,118781,-66020
77,1479,-418433,5088
78,1806,73861,634826
79,729,-459507,-320177
80,989,523791,-61510
81,330,-571424,674560
82,527,192258,-249704
83,1195,-99706,-541021
84,1652,188602,218901
85,963,312759,233352
86,921,642078,-272468
87,306,786782,833371
88,1718,7977,384790
89,1477,-730810,-65397
90,1366,-218364,-76823
91,1708,880209,137432
92,1756,-287310,-247718
93,1630,635397,-531083
94,200,-783850,-865317
95,125,14336,799424
96,926,666799,176409
97,155,-843117,641600
98,734,101894,384212
99,287,-186939,903794
100,319,514747,11521
101,1256,-882769,-770733
102,1779,994668,-921477
103,1193,135575,706578
104,955,-592342,-345641
