1627,-16139921,10116204,13300965,false,12456386,-1.1029101E7,-12617923,-0.5781,47263.520,-8624243.74,false,8396149,1754857,12452487#2ajVw80TN7,1937944,-131527,13851400#UGpEPIMDPvib,-11574241.730,-6695336
1628,8138117,-14278022,2571737,false,5585707,7292996.5,6789717,0.6519,-13440581.250,-9188551.46,true,-967227,-12522023,8277552#BQDLl5Uo8a,9857983,16249754,13337545#j52noWmi7Mtm,-2430328.690,-10038522
1629,-10706635,7602038,-205805,true,836239,-577049.25,4582080,0.5953,-12440729.020,-3745966.75,true,-12246159,-11488945,3913905#07vaIpPP7r,5766297,-13625728,1925069#P0N5fRT07i3a,-1430157.470,7344483
1630,1253853,-14588023,-12491977,true,-4827482,7728599.5,-6931763,0.6657,-8971466.380,1379741.87,false,9290639,6444791,8156240#Lymxr14QJr,-14151286,-8489543,5835534#bR7bk9T4bVIh,15414336.530,1291738
1631,15725946,-14509784,5145408,false,-8166710,7769060.0,-11499651,-0.5193,-2743198.280,1.576311909E7,false,2788886,-3861791,9260802#88R7XZBPQw,-7720862,-5230405,2528714#AHFUmcBfnvR5,11764687.770,-8621644
1632,10117782,-3964453,6838448,false,5118447,-6116699.0,-4729807,-0.4736,8173933.700,-1.114605013E7,false,-2569376,-9455024,9399198#Nuycb6ZS4L,15043533,-9948041,14415550#LgWtxzOdnQKf,5110729.910,-2408222
1633,10987112,-13756099,-10858284,true,2684840,1.483992E7,11091082,-0.4099,6415070.490,5570766.61,false,-10558587,13296279,3740285#KzEKoEj3Nf,8804982,-12993070,9444702#bfhD07YmPrPU,9497837.750,-14033965
1634,-1871507,-15412191,5934614,true,7675822,1.2754753E7,-9473729,-0.5502,6931495.290,8046031.61,true,-16331332,-5378673,7703454#SqrzJ6emHs,6931619,-4746712,7250851#9Y9Nc5dirrN7,-15778025.740,1953219
1635,-2945389,4142048,-15229888,false,3141853,-9923471.0,-14482231,0.6276,685565.460,9240453.16,false,2793167,365271,12637680#SQJopIw7eT,-421646,562091,6327026#UxVOgHBn8TuJ,14839214.700,-1641128
1636,-580505,6122085,-5611556,true,4561358,1.4790355E7,-13399611,0.5680,-13186193.060,7203417.8,false,3534531,1948675,2927290#iXR5OGgION,-2990720,-14733825,7082008#LSUUW2GJ5961,-16010890.400,14248582
1637,1091227,3752682,-2145531,false,937407,-5340560.0,-8747828,0.6184,4451708.860,-3175997.52,true,10383482,-6307467,40796#3jvjBIdMJR,-11425719,-7397884,15977279#H5Kf70Jpn8Hj,-15667381.890,-10430905
1638,3643608,-10801752,-582484,true,-1679846,4429497.5,2977710,-0.5814,11619386.410,1.01633133E7,false,11623460,-4793754,3732912#ir23dOoUh0,13418757,14055079,8144014#NGJcU5YoSSeo,-5526376.490,4482060
1639,-2633547,11818190,-3237737,false,2732073,1.0471788E7,-3448659,-0.5417,1382740.290,-2023186.14,true,-2306789,11426730,12988653#FRL08QIZJH,2215978,5242291,11133907#OzW8Sr3Tr4ph,6505832.550,7338134
1640,8991907,9311129,2319668,true,7736589,9267038.0,15946144,-0.5620,11538985.320,-1.131166189E7,true,-13134016,-11788375,14343653#FRL08QIZJH,12315246,5654110,6408805#HJsV4gBJlVaa,16038134.120,1696277
1641,-11133294,1557921,2986316,false,-15379893,5268592.0,-16011913,0.6199,16279137.610,1.133391114E7,false,-7643119,10866221,12523619#YbvC2PsIqV,4237432,-4935793,7734380#HibTZ1zgrt5M,-5985913.580,-9104322
1642,10633288,1878841,-3442112,true,15534523,5613204.5,10465091,0.6593,1146570.490,-5755709.19,true,5659001,15970519,1703652#GXc3IaJkHd,-3436187,-7130090,14707814#pYNLSQyqv82b,-2455001.910,3207722
1643,-4999130,15010341,-9575610,true,-4385425,-148780.58,-928612,0.5507,-9472053.630,-1691564.66,true,-7741008,341565,11281372#P8iXEQkRUC,2292293,-6141705,6501342#lk0TDgnOsMGW,-6291963.870,-5981992
1644,14543310,10287399,7200885,true,707967,1.4330533E7,-589659,0.6571,-10476655.930,1.03538598E7,true,-2608659,12782356,6269749#KUveKDLQUt,-4100589,15264336,16290634#ELVa3irJCVxh,-1417715.570,13596916
1645,15517397,-6531656,-9771700,false,7311767,-266948.4,-4582371,0.6015,4591259.130,1.247738187E7,false,-333776,14298682,234205#Wf4C1a8iwV,3818282,1452507,9339972#Khe3kaUzupWg,7720088.440,970339
1646,5730595,9241138,-15598805,false,1317993,1.5385136E7,379127,-0.5138,11474377.080,-4504127.24,false,4878721,-13141247,12812668#6gYmBzUu3M,-12236013,-16416897,1553317#oYIKrg1Fh2Py,1362308.980,15272181
1647,1522405,10929228,12263228,false,14462881,1.4407546E7,3513593,0.6123,-7743391.030,-1.378746164E7,true,10309907,-9602880,8140520#984dMpZufi,8296482,-15931474,4688541#R57z9f4X79zy,5705985.220,5871102
1648,-6729831,-14059759,12926238,false,15017777,3660133.0,-8662669,0.5527,-3301782.520,-5619145.33,true,14362162,-1721163,14029536#oFnufLd0qQ,12589678,-11368786,6989259#sY84ql3E3ZA1,15511559.490,-12283880
1649,-15846287,14484491,6393819,true,12025249,-3084912.5,-4768041,-0.4807,-10964451.660,7039603.03,true,1032756,-860932,13324882#hVS6wjazWV,4368745,1141148,2068865#bVbgbUhgrCrs,1489953.360,-16157916
