1213,4414,1329,638,5399191
1214,1389,1614,1315,6072400
1215,957,139,583,-10652623
1216,2832,924,89,-1424546
1217,3576,609,1197,-1596033
1218,536,1241,1825,7846627
1219,4106,675,713,4845361
1220,301,1224,2309,7236767
1221,831,537,1300,3885670
1222,3352,482,293,-6377437
1223,2576,1494,1421,6399127
1224,4165,162,768,8480741
1225,2765,265,981,3674309
1226,1657,814,1865,6037007
1227,2447,291,2229,-2237183
1228,748,752,278,185759
1229,1676,1065,1538,-11875443
1230,2533,731,759,-2207043
1231,810,225,1369,524540
1232,534,816,694,4468615
1233,4118,41,453,-3204488
1234,3479,1044,1829,12100622
1235,2853,607,221,7331470
1236,68,41,1760,-8459937
1237,2105,1102,1746,-9903020
1238,1913,944,970,-955042
1239,3177,1265,1065,4705536
1240,3026,823,69,2015389
1241,1187,521,605,-10087443
1242,2022,798,1171,-8529584
1243,2713,121,1570,1352320
1244,3219,344,643,3232191
1245,2563,1556,617,11883278
1246,1261,779,2258,78264
1247,1304,460,1919,1041447
1248,2769,485,1637,-1414431
1249,1479,81,1703,-1208974
1250,1101,114,2004,-775968
1251,4424,1016,763,12105780
1252,2626,258,1715,-8817218
1253,2746,47,557,-1125534
1254,3960,723,366,1765186
1255,2137,826,2095,1792188
1256,2542,696,1450,-8941154
1257,412,922,1521,-5324140
1258,57,320,685,-961186
1259,4308,1073,1222,12159102
1260,3936,180,296,6992442
1261,4314,1193,2151,-11636519
1262,303,376,2376,4474215
1263,3949,290,616,5621593
1264,2974,375,620,6322277
1265,567,410,1483,-11090624
1266,2052,697,1347,-1482750
1267,1071,1550,750,-1661708
1268,3276,1435,1845,8168883
1269,2708,27,2113,5044107
1270,3141,783,998,7533172
1271,3758,1207,1312,4044453
1272,3659,930,432,-6638650
1273,4476,775,1449,6660809
1274,1573,903,2303,8826874
1275,1245,228,2064,3824385
1276,2728,1615,403,6282950
1277,4130,1491,306,-2328349
1278,3183,20,287,193295
1279,2781,719,2096,-12358644
1280,2783,1002,20,-2296413
1281,2055,1102,145,545737
1282,664,1494,970,4649999
1283,2468,1366,1529,-3334822
1284,3764,1525,1003,12590761
1285,33,393,2168,7627991
1286,540,326,469,-8802195
1287,1163,493,1264,-10303135
1288,2233,17,1332,-993853
1289,2252,921,1316,4895192
1290,3296,1401,1695,2096253
1291,2584,949,291,-10493471
1292,4185,818,764,-8873084
1293,328,359,1120,1406449
1294,4624,1478,843,3361947
1295,1298,1486,1568,12360444
1296,1691,396,2354,81144
1297,1385,855,868,1083316
1298,954,626,1753,-1470733
1299,2709,40,2241,-1257054
1300,4076,1428,1403,-807344
1301,839,196,2338,12589299
1302,259,37,1757,-9169036
1303,2529,1091,741,-1170090
1304,2050,1085,1421,1835463
1305,3551,299,398,1863647
1306,1890,611,1565,-9297083
1307,3580,379,75,-5535641
1308,2937,342,364,-999236
1309,3428,1189,1161,12641696
1310,1976,851,414,7270289
1311,672,83,994,-12097748
1312,2753,593,2316,4651819
1313,3484,876,594,5843995
1314,4559,759,2323,6572155
1315,177,680,2383,-11528625
1316,1272,469,207,-1540954
1317,3211,867,303,-1727384
1318,1371,5,1865,8491138
1319,1310,1003,1115,5242853
1320,1336,342,2085,7829576
1321,2041,252,1324,4203236
1322,3967,1378,572,-6899862
1323,1731,55,1477,6922491
1324,3625,20,1440,9173008
1325,4370,191,749,3974461
1326,3799,792,1338,6528892
1327,1167,1067,781,-2419514
1328,973,912,297,200831
1329,3886,373,256,-12841845
1330,3033,1273,1679,-2385784
1331,3300,355,1319,566933
1332,794,548,1246,4831383
1333,818,1067,206,-3465156
1334,4049,383,177,13080900
1335,1858,179,1718,7924513
1336,1011,611,1576,-9144452
1337,220,1507,782,-10703250
1338,2553,714,1694,-1032664
1339,1327,577,1566,5084849
1340,3566,355,923,2177117
1341,3982,1377,2375,-10899498
1342,1702,838,357,-9216585
1343,2588,597,670,1460578
1344,1384,988,1043,3491703
1345,33,1417,122,12837610
1346,2121,13,51,84024
1347,1466,1251,2216,1125185
1348,3784,767,1870,-1527035
1349,3939,1623,381,-1305134
1350,2406,1118,802,-838720
1351,1899,1000,1515,13072818
1352,2536,1440,1800,-9520855
1353,2311,511,925,-1214646
1354,140,1447,78,1905740
1355,320,1396,1100,1935107
1356,1237,526,1681,-9653013
1357,2102,1460,1027,-5747143
1358,1172,365,43,-1037286
1359,2548,1305,1099,13124290
1360,16,1521,532,7548136
1361,1676,597,2235,-12558976
1362,558,810,2256,4829424
1363,3019,1461,572,6066397
1364,1499,1144,1628,6822032
1365,4432,951,885,-11966626
1366,492,242,1465,-1599158
1367,706,184,2254,-1793059
1368,4111,199,1885,8813394
1369,4557,355,117,5441599
1370,4176,1525,774,8125981
1371,323,922,1336,4362019
1372,4274,202,711,-7161075
1373,3631,960,1505,7184173
1374,1033,761,577,9519141
1375,2850,154,1832,4124537
1376,225,1593,2274,6774835
1377,2850,643,1256,-2510680
1378,3408,180,306,208367
1379,346,27,814,-13325046
1380,3283,1544,940,-2475154
1381,4545,1232,95,588130
1382,924,1226,1522,5012767
1383,3813,768,1282,-3595490
1384,4334,864,1749,13571039
1385,3683,1589,1267,8221034
1386,1483,896,285,-9486710
1387,3923,898,300,-11103365
1388,2873,1411,2056,-1071475
1389,402,233,1817,5274505
1390,3836,933,151,2257981
1391,734,181,2061,-11305526
1392,3865,858,2348,-9560085
1393,203,835,220,1514707
1394,2789,498,1243,3621459
1395,3413,1347,1073,13314776
1396,2551,1254,147,86904
1397,1547,22,1165,1167054
1398,1969,908,1986,-1583337
1399,524,1582,919,-1353214
1400,736,808,201,-870096
1401,2959,180,692,13556337
1402,169,1219,1842,-9872673
1403,2094,1555,1109,-1259202
1404,2875,185,1133,1976017
1405,1734,869,1801,2006566
1406,585,441,1796,-10008942
1407,625,917,1979,-5958644
1408,4052,387,2120,-1075336
1409,1668,1421,1038,13606884
1410,2701,568,650,7825983
1411,2679,1111,1078,-13020205
1412,3008,1027,2196,5007028
1413,2554,423,550,6288799
1414,3084,1528,933,7071910
1415,4042,1221,1785,-12404627
1416,4357,14,325,-1657362
1417,2846,1125,1807,-1858735
1418,2206,393,1905,9135649
1419,3159,1331,1517,5640345
1420,2371,1084,1861,8422385
1421,3251,1591,1348,4520802
1422,4582,650,851,-7422287
1423,886,240,1533,7445855
1424,3085,1502,2112,9865275
1425,1330,117,517,4274613
1426,1296,770,811,7020777
1427,4532,219,1731,-2601845
1428,1198,1072,316,215903
1429,1451,1305,1372,-13808247
1430,3533,191,201,-2564525
1431,1145,485,1269,609326
1432,1054,280,1798,5194151
1433,2163,469,2357,-3725824
1434,4619,1346,923,14061178
1435,863,1375,817,8517556
1436,1954,1181,1392,-9828967
1437,2980,288,2216,-11503480
1438,3193,484,20,-1110286
1439,4122,1513,2067,5464162
1440,4106,1511,1777,2338845
1441,2132,609,1747,-11711553
1442,1382,878,1941,-9903586
1443,2463,1073,2168,1568836
1444,4194,8,1443,3751215
1445,2148,1278,2025,13791942
1446,2981,871,242,89784
1447,1628,418,115,1208923
1448,154,1049,2103,-1639639
1449,1754,1541,1457,-1401294
1450,3711,498,1998,-901472
1451,4019,984,2267,14039856
1452,2446,998,1885,-10224492
1453,1876,975,1293,-1303758
1454,965,547,2188,2046294
1455,3148,342,105,2078026
1456,4577,356,1912,-10364872
1457,3792,374,533,-6170146
1458,2287,410,1799,-1113386
1459,788,1537,976,14089478
1460,741,1238,768,8103830
1461,3683,1,2319,-13481433
1462,813,1244,2136,5184633
1463,2089,1008,528,6511201
1464,24,289,238,7321787
1465,3652,1492,287,-12842628
1466,3577,1411,1583,-1715566
1467,341,442,1360,-1924410
1468,301,587,1925,9457905
1469,1761,683,519,5839091
1470,566,643,550,8718790
1471,1533,637,1360,4679585
1472,244,1098,990,-7683500
1473,2786,1145,1561,7707537
1474,493,619,1249,10211408
1475,4455,80,1600,4424689
1476,2367,1571,1747,7266720
1477,1570,1419,2206,-2693011
1478,3633,340,325,223439
1479,2556,959,1930,-14291448
1480,3783,462,1860,-2653895
1481,2390,1362,45,630523
1482,1184,958,2074,5375535
1483,513,170,1035,-3856158
1484,259,203,97,14551317
1485,2688,1161,366,8814077
1486,2426,1466,101,-10171225
1487,2038,1303,1734,-11903595
1488,3513,1181,382,-1149097
1489,3197,1169,2318,5653818
1490,4376,465,1005,2419709
1491,3529,1037,1433,-12117581
1492,3545,898,1534,-10247086
1493,78,1311,1718,1622965
1494,954,1142,1643,3880971
1495,883,1208,578,14269108
1496,3411,488,338,92664
1497,1709,813,1462,1250792
1498,2984,1190,2219,-1695941
1499,2984,1500,1995,-1449374
1500,2041,188,1397,-932848
1501,434,164,1444,14523375
1502,79,777,1927,-10576310
1503,1659,395,1477,-1348314
1504,3700,909,845,2116571
1505,4562,1439,806,2149485
1506,3925,271,2027,-10720801
1507,2315,1455,1485,-6381647
1508,522,432,1478,-1151436
