814,7609684,3180497,7313651,false,307479,-2764558.8,-5245244,-0.1932,6172687.980,-7931118.67,false,4505903,6116519,1170713#vltMDCLE9m,1605606,1313850,7371349#366LLyhNLWQJ,-1488179.210,-7707497
815,7795437,-4998893,7529910,true,1994711,2624881.8,5355279,0.2378,-375626.450,-5196187.69,true,-3593714,-7644181,183756#HNyIy3dm8A,2165876,468035,2196354#Z8na2ts6d3F2,-3994651.010,4185084
816,6706243,5810067,-8096133,true,-576269,264742.53,-5060181,-0.2648,-5440915.540,1483513.83,false,3666132,4293231,6930187#rqNuUWdvD4,672534,6195803,4678624#2FNQccSUuuDE,7904362.750,-3193016
817,-4888104,-6203584,-5960856,true,1961590,6687062.0,742053,-0.3151,-561005.490,5174134.32,true,3644197,-4137505,7243982#pIR06NjQpO,6307490,7178306,6791797#E4mI5TVNYEa3,2421414.410,-7569562
818,913207,5193383,-4802085,false,-1859222,-4966698.5,-3221105,0.2290,-2425076.810,-6089588.84,true,-392203,-5071407,1645489#J4kN0IQrFu,-2054926,1994321,1931732#u16gFnS27VV3,-6495931.400,4876447
819,7391696,-1379705,-2717378,true,-4503876,6640910.5,8025057,0.2494,-6510571.640,-5501473.35,true,1247116,3289615,3437718#QrzCaiGZ8W,8166959,-5662609,6004736#p7F0NeNTefNE,4201979.000,6158406
820,5894129,7260922,4821898,false,-2774874,-5239339.5,5502720,0.2998,3489990.460,6789739.88,false,445960,2730339,6404624#8f9cOme05D,-7906799,82379,1236441#l55e2Q5it28D,-4071741.590,4391571
821,-1034296,-4858014,5681967,false,-6561055,-3358674.0,5726064,0.2501,4742248.290,3425592.98,false,-497427,3605075,2271894#FiTkAvECXh,-330038,2437409,1305302#rH3WFWzpc5s1,6025622.660,3136962
822,-4699524,-6222494,5392675,false,-3992855,-7792525.5,1030045,0.3222,4291804.650,-6047996.53,false,-5716036,5757715,7412663#j71r6cfVIJ,367817,-5341415,6105427#jOVbvwWk4k1Y,5313491.720,1526786
823,-8096276,3865201,4395123,true,4690528,-1180455.2,6608188,0.3009,401521.780,6019645.71,true,-4654143,6689721,5374270#rKlYJ9fs3M,7699797,-2330996,498512#h4KcqLpUUd5T,2447096.320,7444284
824,-6628251,4010219,7536578,false,7152983,3259894.5,-4428981,-0.3272,5070938.990,319675.28,false,6287066,-4970366,2605394#9J83fFlV7Z,-6267292,6163223,7775158#eml7uwDPEEYW,354434.120,-5293721
825,-3208171,7572051,4984046,true,-4310234,-891544.2,-692249,0.2317,1402084.960,6607004.17,false,-8119723,1885771,444025#oqo6FVip2H,-1122176,-3475168,3880047#EQsOj1Cn6ipw,-5624807.430,8166980
826,6590783,7506573,-3129228,false,1175208,8061178.5,4858013,-0.2308,6473415.800,-774821.04,true,5061102,1271081,2057512#SvX0NeNP24,3554712,-7862626,4601092#L8aX7trVbW18,3535473.980,-7686752
827,-8207153,5146052,6760165,false,6329570,-5601901.0,-6414723,-0.3381,23831.520,-4387443.74,false,4264949,888337,6331951#GXWc4GlzAC,985744,-62903,7045264#v3miKfjE5yTD,-5886649.730,-3399736
828,4143109,-7258958,1312537,false,2839659,3708996.5,3449917,0.3399,-6838389.250,-4670151.46,true,-494627,-6368967,4214216#xVSPpPogls,5009783,8267546,6785801#KJNEWoWnd0g5,-1235944.690,-5102922
829,-5452507,3870878,-102661,true,425527,-295449.28,2330880,0.2833,-6333953.020,-1902766.75,true,-6229759,-5845889,1992657#eIgbvy7wV9,2931097,-6938568,982125#lg5OC6pF6ca5,-725077.470,3737283
830,637333,-7430231,-6363977,true,-2463034,3939799.5,-3525363,0.3537,-4570346.380,701341.87,false,4733239,3282815,4154608#XAk7zZzqBr,-7204486,-4324583,2975606#EYML30AqBnzv,7853160.530,659738
