1161,1660,11279626,2014-05-19 10:23:51.000,-1294195,-8601587,244.850,2347542.410,-7461249,-1.0096265E7,5511857,9870243,387371.3,-6987321,1701200.0
1162,1115,-1499284,2013-04-07 07:16:35.000,4285023,-414927,-219.710,9952326.440,3899804,4052860.8,7477352,-8232424,676.7,-7437353,-3710832.0
1163,559,-8587523,2019-11-10 05:22:36.000,-4925203,-182925,-506.100,-10158439.500,7793944,-7385143.5,4302267,2510669,4378273.7,9348334,-8187392.0
1164,73,1980751,2016-04-20 22:12:56.000,6106857,-8080342,-207.530,-8150344.760,-2308102,-7815122.5,1777271,-10890032,-8040953.3,3332110,-5912368.0
1165,1622,-1279134,2015-03-04 15:14:28.000,3402881,-11146143,18.935,2361942.150,-855907,-3908218.0,121120,-628785,3852585.6,7812809,-7439696.0
1166,258,8406090,2018-05-11 19:16:40.000,-3229739,-5270744,-443.670,-7413935.920,3827647,4697279.0,3200844,11418410,-4948293.2,-697918,3229616.0
1167,570,8989043,2014-03-28 22:24:41.000,-4467102,-10210586,243.650,359474.040,-2406795,-6573095.0,2673264,-4966487,-3249481.6,-7538835,7063488.0
1168,60,-7549924,2013-03-22 12:13:11.000,-8383699,1024827,-56.580,-5968555.280,11344632,7582530.0,-1508722,-7429499,-6742234.1,-6051816,4643488.0
1169,1750,1934690,2018-03-22 10:20:16.000,-4254421,10470716,405.610,6173356.140,3408619,3537852.2,2961785,1221928,7579565.9,1402936,-9898480.0
1170,1717,10733873,2015-08-26 10:43:26.000,7076181,9522686,145.510,11157632.000,-10975611,-1.0921798E7,-11429126,-4486216,-4826924.0,1954053,-215968.0
1171,234,-4182748,2019-01-08 22:24:45.000,-4119119,7795148,-140.320,3737892.410,7057057,7063527.5,7299154,9514990,-9329769.1,8487082,9780416.0
1172,505,392937,2016-12-06 00:49:46.000,5732959,5647836,236.550,3891950.960,4299716,1696833.5,6385174,-2631986,-10411345.3,3731295,-10020208.0
1173,500,4590518,2016-09-02 15:55:34.000,4484556,7092339,418.480,-1838747.790,-9831665,-2165648.8,-5700808,-1578572,-989390.7,2301566,-7984240.0
1174,1203,7916749,2015-01-20 23:01:58.000,-9120058,-6268810,-104.480,2834127.880,6083394,-6430764.0,4543285,-11587141,-3249231.2,10236051,-7026704.0
1175,634,-8093638,2015-02-26 13:42:48.000,4306143,2627791,-495.690,-10791400.750,1648750,6354245.5,2286930,1240191,9624458.5,4471034,-6015440.0
1176,1736,-4436241,2019-10-26 10:28:53.000,-6995382,1074040,468.180,-4864437.120,-8800407,8689104.0,10966276,3728603,934179.3,7408122,7587472.0
1177,327,-10303139,2014-08-26 21:05:23.000,5981890,9413968,-333.870,-10213863.990,7722323,-8076478.0,3687988,-5999027,8735224.5,1348864,2759888.0
1178,715,2474073,2020-02-01 12:25:39.000,11780810,-7670211,362.530,-9224259.860,4858451,9295939.0,-11216370,-8522723,2547152.8,7994869,1920608.0
1179,742,7031184,2014-09-10 20:17:05.000,-1052513,-9501494,-391.170,816918.750,8850619,-1091431.6,-4129032,9415554,5239725.5,-11221108,2587264.0
1180,1781,5399967,2018-12-18 00:33:06.000,-390573,4804424,-140.690,-9727522.800,9699383,-2184634.0,5653395,-10131456,7511136.6,2029508,-7565296.0
1181,1843,-8572466,2015-12-12 23:33:25.000,-1604523,4877775,197.420,-7273946.500,7411167,-4342071.0,-2950669,8021829,-10534109.4,-6198795,-7105360.0
1182,1026,10058802,2014-06-17 22:00:18.000,5551524,6002596,243.790,-5141778.940,-8781932,-6532226.0,-10597355,-4094787,-5035501.5,4806714,6035296.0
1183,2351,-5764925,2018-01-23 16:31:27.000,-4334136,4565866,-334.530,-9109310.500,6305880,9968445.0,-8704439,10880014,-8691240.5,-1814396,5328224.0
1184,1116,-6303539,2014-05-29 17:53:50.000,-8868918,-5988752,-358.310,9849494.080,3647653,-3342036.8,-4520556,-2864226,1683472.8,2246252,-4004560.0
1185,638,3015186,2017-02-23 19:01:11.000,-5687284,-1089277,-155.640,890302.350,6729088,-6164800.5,-9244689,665256,-2140872.8,-1521204,5507168.0
1186,1172,-780690,2018-02-02 23:52:30.000,10284681,5106185,25.566,-7090572.640,4784351,9154078.0,11658941,-9103750,-4614682.3,-10937679,-11412592.0
1187,2222,2491537,2015-06-26 13:41:16.000,-2815178,3951588,242.260,9189357.940,-10501243,-8117721.0,-11661819,-399915,1719875.2,-1856234,10522672.0
1188,1085,175768,2014-12-18 07:32:37.000,-6248611,-2801578,534.790,11197797.000,-295994,-292993.2,-8295774,4655893,8277952.4,5304944,8644672.0
1189,1497,-11634332,2016-04-26 17:24:55.000,-6241087,-2886547,343.360,4513215.930,-3265910,-346617.38,706925,5645064,-6947340.6,-2325380,-6981056.0
1190,1425,7866711,2018-04-23 19:56:32.000,1962813,-2474993,342.400,-3600252.300,10363500,491702.16,7196177,5217438,-4786049.8,6888786,-10294272.0
1191,2045,-11371174,2015-07-24 08:45:39.000,532135,-4357624,-480.250,7229825.230,5529041,1.1851753E7,-11390589,1168976,-6753128.8,-5319293,-1166608.0
1192,532,10087166,2017-04-04 12:53:18.000,-11726379,8440568,80.348,-9843613.520,-8826585,3524471.0,-442550,5986292,-952268.3,4177132,-4503808.0
