1,1,1363,1,87,-6706.77,5009,482,0.09,1748.1,12106,10880#XBsaCNK5Z,-3392.0,-8919,-3017,6106#Pek9lAtcb9,7556.0000
2,1,1920,5,147,-3190.94,-4764,18786,0.05,-9701.7,3336,18704#3sg8QYuHa,16528.0,-19223,9443,16689#73ietBInLS,-12840.0000
3,1,2274,7,4,24550.9,6711,13076,0.00,19717.3,9313,28550#bkCoxUwZD,-13264.0,-5935,5470,22192#2uxmZbY1u3,-7936.0000
4,1,984,1,60,-8369.81,-19100,-12838,0.00,22908.8,-12222,16829#7Q7QfoeCR,28704.0,-19693,38729,32214#H3H9o26B8x,30512.0000
5,1,1217,3,65,41955.84,36599,-58504,0.09,29778.1,19166,53696#F3RmR8D8l,-39984.0,14113,23177,24031#go4sH6WJS1,8880.0000
6,1,2139,3,127,18757.9,29066,-31143,-0.07,56195.1,51386,57590#4eOY3Bnrg,43232.0,-22543,-44064,54741#qygP2n0XGy,-47752.0000
7,1,1431,8,89,-69680.92,-38666,41186,-0.09,13706.2,13086,64272#wRvOMyeSg,-19888.0,51653,1619,33861#dAtILCEVd4,70392.0000
8,1,2378,7,128,-13623.17,42872,32360,-0.04,-35943.0,-33017,59189#LV9XVgbif,-36832.0,54690,62100,68545#erm1eW37Q8,41680.0000
9,1,2182,1,14,63152.96,-67120,-56153,0.01,-19130.0,20334,12195#vIGfLfoIs,-35232.0,64119,67214,48569#LQcIkUVQjZ,-23644.0000
10,1,1040,4,71,50304.66,2578,-87656,0.02,39467.2,-11264,97259#cwt0ymM5v,-87456.0,-57497,-54134,78599#n4LIIOklNW,-56576.0000
11,1,2398,8,35,-25621.62,-30587,44047,0.05,-64097.8,87122,104990#hKS1F9VG7,19456.0,-79090,-29629,83163#7mVwcQgH9i,50328.0000
12,1,1265,6,162,-90188.43,-74432,52407,-0.01,96003.1,61869,32475#1y8BgghIQ,63440.0,-66856,-23166,114073#LEwiCwRnLx,-29392.0000
13,1,902,7,100,-41515.54,118636,26866,-0.02,-87869.2,-57749,59178#lZleAPgaj,-97552.0,915,-53846,99193#nEq5sxdYkV,-62480.0000
14,1,227,1,73,123205.6,-98875,132097,-0.04,81505.1,15848,128299#j8lyeO5eG,24544.0,-57006,106494,118911#I9hpLxMrId,1312.0000
15,1,2108,5,97,-111814.07,-100043,-68040,-0.10,47872.9,-137499,106115#ve8tD6yYa,119008.0,-132801,-38840,112336#FQCBHuae38,-80912.0000
16,1,919,7,38,96705.3,15979,34469,0.00,38571.0,43005,81059#X46YLZxvk,72064.0,-121074,-146376,52944#ayReQ0Va4a,-61424.0000
17,1,989,1,55,-108011.67,22241,58031,-0.05,-13869.4,164643,95136#C7gB7Cmfq,-2624.0,-110645,131655,138722#zRIUV6eMBP,9051.0000
18,1,587,6,98,16820.28,-107125,8618,0.08,147564.2,-146549,164312#JoBYPztVD,124912.0,-154223,-8491,153853#Nv4PfrmGNk,-81880.0000
19,1,2039,7,68,79345.18,137195,119471,0.00,3885.5,-49179,150509#drpnDEU4I,139840.0,-145464,-20438,146906#0ioM8TSSE4,61272.0000
20,1,1195,9,91,-161441.0,-156749,-77038,0.08,-168992.3,169867,158032#zzoLIoEfg,143824.0,-171062,-199474,150133#A2VpgXV2vX,136272.0000
21,1,1325,3,170,202384.47,105721,-120742,0.04,155159.6,-37109,67878#dycAtKNeG,76240.0,-88856,-171451,45611#ZblihjRHr1,-154800.0000
22,1,2255,7,10,-80630.41,128067,-157064,0.09,-70861.2,-165010,174185#NGTIuJNSN,32592.0,74835,-137447,88893#KKRaH6t0mB,103108.0000
23,1,179,9,98,-59463.77,-197053,55547,-0.04,-60282.7,208863,75812#lRu4pq4Ow,-143408.0,199671,-3535,227674#0SgjoJg7PO,143856.0000
