558,1021,2072,-2272212,-4529428.0,4115886.07,-4715627,3272951,-1544702.090,-3725598
559,4350,1649,-4077352,-1161084.2,-1731092.35,2915814,-5133181,4123455.560,-3455815
560,3799,722,-1836710,3728769.8,-2569719.95,-4083501,3637168,-3927879.970,339901
561,2658,2194,2067023,-4242700.5,3656841.08,-2623399,3184965,-4194920.680,2607806
562,2934,1596,-2422201,-2836910.0,-1314378.31,272002,-5545223,-2138368.730,1566591
563,870,1894,-4201580,-2933663.8,-5388408.61,904639,-385728,5389321.090,5262821
564,1723,100,2010833,4598517.0,890433.69,-3864860,-5163917,-1288743.980,-3468554
565,4590,666,2121924,-4932391.0,1772473.8,2041582,1561586,1273439.780,-3024619
566,798,1154,840431,-1007341.44,5116607.5,-4873451,-5598999,-1535349.490,-4923950
567,3396,1036,2083825,4428958.5,-2008899.58,824567,-4094793,689802.730,1809753
568,2585,428,-3245186,-3889463.0,3338126.62,-1082083,5496078,3792061.780,-646255
569,4629,693,1016241,-1867511.0,1238797.5,331872,-2572893,-844219.950,-3452420
570,107,309,-2888260,-632510.2,1281791.34,4425811,5218183,1338658.330,4095760
571,3971,892,1539502,-1189905.6,4878309.06,-546172,-3741622,5409409.950,-3195545
572,224,2019,3380059,-3181851.2,-3999106.05,3274678,-648941,3437891.960,-2861118
573,4474,31,5044324,3066632.0,-5246545.11,-4896866,4871220,-5446023.270,4576046
574,1498,1373,-418819,-5261937.5,-1446201.35,-5538885,2166649,-1798290.770,-2369184
575,2384,1275,1721747,-745562.2,-9920.06,5311838,5107633,-3825834.550,-4694882
576,156,1620,4436470,-2757878.0,-4195476.9,-5576304,-2371783,4370275.670,865810
577,1914,387,1143729,-1377677.2,560657.31,1871667,5492367,-1189271.850,-1225735
578,2501,942,-3063737,-2249384.2,-176066.06,-2996522,-4720037,-3451973.760,5554387
579,4572,35,-3614191,390039.25,-1313133.7,5016368,1644521,-4381190.900,4975753
580,3392,1520,-5232226,1930077.9,2619454.01,4143664,-1356082,2583013.990,3338151
581,1840,1763,-2307097,4477250.0,-3629083.45,-3367938,5465492,5148491.620,-1074254
582,3619,1672,3159482,-1440053.6,-3276258.15,446659,5070230,-5085231.970,5775055
583,2821,2279,856818,5714093.0,-5629521.6,693579,-4870944,-390047.680,616291
584,1343,2270,-4997010,-4386273.5,3976373.25,2147260,4631645,4090115.600,-1290477
585,394,256,-5334738,3855343.2,5829292.12,2074724,5053319,-939782.130,-5524851
586,1892,2084,2140877,2089789.1,2500890.62,89098,3684685,-2821762.020,663029
587,228,2275,-3764521,-5136543.0,-1213067.54,584492,5530430,-5103521.410,-1595363
588,1918,1946,4960759,-361127.4,-288376.99,-2171902,-2451568,2027436.640,3893073
589,4039,2227,-860633,-5741905.0,3114527.37,-2627043,1388972,-4452196.700,-4215351
590,530,2037,1318332,3558762.8,3954837.34,-3639607,-5863657,-5698717.880,5079147
591,1742,518,1458735,-308464.2,4816093.63,611472,-2672251,465299.020,-5675710
592,2898,857,-3579281,-2608289.8,-978323.22,-521358,-5424037,1115857.680,1352061
593,247,491,3104426,1947921.8,-5574030.22,-3907681,-2338363,-3681299.990,1085978
594,2949,1537,3260650,1393955.0,4674207.98,3031828,334751,-5121131.600,5682090
595,620,585,2542093,190238.66,-2157779.41,1711420,-2857274,3297666.160,2747270
596,4027,2155,1497211,763389.7,-2663458.98,2224087,2061800,3866610.550,-4293496
597,1332,702,-1816950,2915934.8,4339638.08,162591,-5269988,3889760.960,-4239699
598,3933,341,-5761519,2612994.0,5214166.19,5825435,-4206226,-5487407.020,-1776293
599,2059,914,-4337112,-5067055.0,-4123984.18,2710034,1721018,2066408.020,-5687768
600,4048,267,3083761,2914214.8,-4262110.34,-4862474,-762751,-4413849.250,4352296
601,2498,2220,-5217247,-5817065.5,2299482.72,4739275,-2214552,4141239.370,886441
602,3852,447,-4905462,-547527.3,3536093.97,3202465,4546045,4032101.990,-5054978
603,4036,1037,5853241,-4808821.0,2346815.16,-3598453,1329466,815672.280,-2718167
604,1320,953,-2418316,1958582.0,-213836.48,2169135,-2532628,-5144151.980,-5812726
605,1917,817,-4148837,-1754128.5,-5932935.78,-3436475,-1124809,26432.880,-4745659
606,4601,2050,-3929501,1158941.6,-4979941.84,-5361975,3597626,2997415.200,-5257705
607,3978,3,5801861,2593807.5,-1107115.98,-1419793,-4367001,-3015423.120,1862980
608,2786,145,-2476151,-4935828.0,4484686.07,-5137372,3565426,-1683737.590,-4060326
609,3669,926,-4441800,-1265084.2,-1886292.35,3177512,-5591918,4492701.060,-3765531
610,1242,1439,-2001357,4062369.8,-2798519.95,-4447973,3961777,-4277785.470,370388
611,1431,72,2251260,-4621100.5,3983241.08,-2856356,3469253,-4568418.180,2839775
612,46,2359,-2637709,-3089710.0,-1431978.31,295484,-6039119,-2328646.230,1706669
613,3587,1476,-4574482,-3193663.8,-5866808.61,985598,-419391,5867349.590,5730503
614,4288,2350,2189880,5006517.0,969633.69,-4206825,-5621667,-1402143.480,-3775448
615,2964,879,2309880,-5369191.0,1928473.8,2222866,1698974,1386800.280,-3293063
616,1341,1277,914056,-1096141.4,5569407.5,-5304132,-6093343,-1670518.490,-5358208
617,4116,700,2267876,4819358.5,-2186499.58,897096,-4455281,751416.730,1969998
618,1132,1789,-3530980,-4231063.0,3631726.62,-1177736,5980437,4125648.280,-703179
619,3059,268,1105590,-2031511.0,1348397.5,361625,-2798705,-918978.450,-3756353
620,3574,1431,-3141497,-688510.2,1393791.34,4814282,5676754,1456633.330,4454490
