1161,577,1141,376,1653,-6317079,3624366.64,-1638388.6,6720895.93,5568865.510,-9990140.00,-2474006.0,10108410,-10521965
1162,972,1028,1787,2254,8288426,6477833.97,4427520.5,-2593043.15,789184.070,10559168.00,-462790.6,-1438598,-5351633
1163,354,656,1791,1363,1973608,-265397.77,-6348907.5,-4229931.19,2970626.290,-8514096.00,5680435.5,7509432,3661966
1164,793,200,661,1801,-7647744,5941203.44,-1.1167019E7,-8458251.18,1083008.350,845584.00,44496.56,717016,4751
1165,1011,1077,402,2400,-8620808,-1391032.59,1363511.4,1822891.89,8852516.650,6246756.00,4808967.0,-5434689,8596106
1166,443,1253,694,896,-9980611,1581556.60,1266062.5,-1534286.96,3478038.830,-1389920.00,8300617.5,-7541507,9567719
1167,344,2052,366,2191,3357743,4607050.06,-2445811.0,5136081.06,-9399902.270,-11617232.00,5764438.0,-8542193,-8573950
1168,894,1756,355,656,10094603,8081190.32,-1.0623928E7,-3515787.14,10408478.540,1766560.00,6288660.5,2343842,-3488942
1169,1406,1291,1691,1771,2511513,-6701919.18,4885879.5,25379.6,10234081.530,-4722432.00,526891.4,10217282,9393705
1170,1147,1067,462,2446,-1842268,6476871.32,2204023.5,-2938218.18,-1881853.010,-1445744.00,-5213418.5,927378,3375042
1171,1619,1935,16,274,-2498268,-8197979.09,-622864.06,-1.158283617E7,2897891.150,-965136.00,7373244.0,-8750599,9030318
1172,1062,1899,188,369,10488678,2320965.22,6941066.0,-913345.56,-11288452.460,-9189968.00,3020660.5,-11221412,7357599
1173,1065,1827,16,619,-5235687,-10240076.02,3786210.8,9018354.95,-2184917.660,-7373064.00,-4015937.2,4915520,-10422861
1174,908,1308,1302,1083,-7708285,-2581910.91,-7931901.0,-7252133.92,-3732134.100,-258224.00,-5610897.5,-4260863,2479288
1175,431,950,839,2523,-5039015,278769.50,4530288.5,5022176.2,-1037079.190,-4641408.00,-2218688.8,7269480,-9167990
1176,704,1616,1682,762,2997472,-2313319.95,4394652.5,-5013891.37,-9309360.160,-8744384.00,8810687.0,-5293196,-259141
1177,1445,1562,1780,487,-11255340,4061153.95,-8055501.0,-1407006.03,8601968.770,-5189920.00,-1.0202824E7,4514848,23320
1178,1243,1349,54,691,2222515,8805454.81,4193465.0,3085633.59,-182595.130,-8005152.00,6491201.5,-5113202,240185
1179,797,1062,1022,311,-10867132,4928424.83,-7323817.5,3773857.42,-847391.800,-4306640.00,1162377.0,6110230,-7854845
1180,1214,631,520,1492,7182511,5061346.66,9378554.0,1422552.68,8187852.000,3190224.00,9932301.0,9174465,4672503
1181,137,1419,1568,152,-3456298,-3589534.51,-1.0105506E7,5510642.32,5744493.430,8881856.00,4077778.8,-676813,-1450428
1182,1001,1274,857,883,-6775011,11790691.04,1.1417346E7,-8213850.55,1446341.030,-3078448.00,-2304344.5,-2893263,4239986
1183,369,1780,917,1298,-10947127,1112919.24,-6579970.0,-800006.34,-5595604.270,-9900864.00,-1457017.4,6334593,-80949
1184,610,554,82,1715,6121364,2405805.84,-1369097.6,4065068.75,11643454.860,-1814528.00,-1836986.4,-1884968,-6317724
1185,628,1105,1661,42,-500415,11008529.51,5658838.5,4866572.29,2985473.660,11029488.00,726890.0,5365474,11775514
1186,876,2102,754,1340,-8674789,8643075.40,3202571.2,8783353.31,3840110.870,-5989736.00,4828120.5,9144229,-11477923
1187,387,1922,83,1778,6021953,-3306480.84,-5478753.5,-6303449.19,-3091083.150,6861472.00,1304706.8,-9281802,-10100114
1188,302,1408,283,2685,-2139070,306611.59,666077.1,402356.43,3192564.720,8582480.00,-5743963.5,-6377206,1896487
1189,1445,1608,73,334,-788176,-7226435.55,7024671.5,330431.2,795472.580,9732920.00,3034552.8,-1120993,-6709148
1190,15,1832,1615,2045,-1756708,1285472.71,-28093.34,5625776.89,-6475683.340,-8790912.00,-3235024.0,11679695,-2157686
1191,1194,212,1058,2104,-8236509,-4552720.90,-2276474.2,1.063341675E7,-4137928.630,3565944.00,-4392508.0,1090471,7051813
1192,856,2158,1633,1833,957691,-2890086.55,1469331.1,-9920469.13,-10585041.120,-2536336.00,1.0438E7,-6392675,4100079
1193,907,2006,1275,585,4432737,-112413.76,5159896.0,-3915063.31,7551136.380,-2662496.00,531994.5,9733834,1753950
1194,1345,119,1047,2068,9458913,-1383398.42,-2286619.5,-4846210.99,7072777.150,8735120.00,4342497.0,-8629747,-1098401
1195,1125,525,1704,1103,-251305,10569780.17,-2427666.8,628053.56,9261086.610,10109432.00,2460891.0,245648,-11254692
1196,1318,392,616,1191,-7640370,10584945.12,-4851562.0,-9673200.02,-5238086.990,-3411840.00,-7032207.5,-3029258,-2550487
1197,622,585,675,2247,-9555484,3752173.69,-4994050.5,2811192.75,-10093248.640,-5257856.00,-4431559.0,-5766166,-10882483
1198,343,380,1202,184,479726,9927869.86,5454529.0,-1094180.44,3668586.750,4715728.00,-2149263.8,-9941681,6850751
1199,1621,1769,199,281,8222386,2685824.13,6479286.0,6848906.33,-11673877.880,4234624.00,2450299.2,-4933849,9481963
1200,945,1459,817,2663,-4902959,3114352.70,464361.78,-1.027783547E7,11600165.480,2446384.00,44837.3,8185608,-8482164
1201,1622,2006,701,2518,-245323,-7113288.79,1.1199622E7,7501256.3,-7060110.690,8178848.00,2952950.2,10763932,-4677046
1202,13,797,248,1073,-876564,-5072147.72,5440478.5,-1.057047563E7,-9208539.190,11531512.00,-3740175.0,-2546908,1779631
1203,797,492,431,511,-3372506,4891491.59,-6865716.5,5176797.99,-3476490.080,8741584.00,457883.47,-6314820,118930
1204,1354,2040,1170,1910,-7547870,1367112.64,1.1703298E7,-8875269.49,11720681.590,399008.00,-8083805.0,-2288085,11172916
1205,217,94,1750,1381,-8846383,-5427841.51,9515669.0,-7439638.88,-11491008.290,268512.00,-6326839.5,11492875,994820
1206,110,2272,734,378,-1077400,-8519451.71,1.0413695E7,3386216.17,316422.110,6799636.00,4623595.0,-9579453,-5961903
1207,995,2278,828,2685,-6650950,4814782.47,-1.0450716E7,-2796201.72,3409490.440,-6416544.00,1.188584E7,-11216309,-2072835
1208,574,727,338,440,8223320,-8359227.23,4518626.0,-724640.21,-11459973.680,-1296048.00,1116243.8,-4577788,3183897
1209,356,2057,440,725,-6582851,-4293853.96,7220403.0,9915660.48,-10197978.760,10739520.00,-38730.06,7806930,-3533025
1210,132,1218,157,663,1306843,8344570.24,1.1229574E7,-3229920.23,-2368008.420,-392016.00,7366589.0,-8757127,-4201361
1211,690,1647,1359,224,-6589153,3780751.14,-1708788.6,7010495.93,5809045.010,-10420340.00,-2580406.0,10543810,-10975476
1212,709,761,309,1555,8645153,6756187.97,4617920.5,-2705043.15,822945.570,11013568.00,-482790.6,-1500183,-5581893
1213,280,892,558,647,2058795,-276873.27,-6621707.5,-4411531.19,3098723.290,-8880496.00,5924435.5,7831933,3819288
1214,985,981,1650,2536,-7976315,6196471.44,-1.1647019E7,-8821451.18,1129511.350,881584.00,46096.56,747962,4970
1215,1445,2170,1066,2567,-8991198,-1450924.59,1421911.4,1901291.89,9232600.650,6514956.00,5015367.0,-5668110,8965326
1216,128,1819,562,2268,-10408531,1649543.10,1320462.5,-1599886.96,3626910.330,-1449920.00,8656618.0,-7865168,9977625
1217,529,2167,429,1566,3501891,4804018.56,-2550611.0,5356081.06,-9802281.270,-12114832.00,6011638.0,-8907979,-8941578
