2321,745,917,869,1053,-4950712,-16246415.09,-1230064.0,-2.295403617E7,5745762.650,-1903536.00,1.4622844E7,-17345527,17903776
2322,273,550,477,2013,20782121,4595400.72,1.3749066E7,-1814945.56,-22364263.460,-18215168.00,5983060.5,-22231075,14567811
2323,400,2127,114,663,-10368528,-20272515.02,7503011.0,1.785035495E7,-4322917.160,-14595064.00,-7953537.5,9738758,-20634562
2324,1396,809,849,223,-15249743,-5103849.41,-1.5696701E7,-1.435453392E7,-7385212.600,-515824.00,-1.1112497E7,-8434661,4900038
2325,643,985,1366,2021,-9975079,546857.50,8964688.0,9934976.2,-2043559.190,-9186208.00,-4389888.5,14376560,-18149835
2326,262,437,1818,2557,5934710,-4582534.45,8700253.0,-9926691.37,-18418717.160,-17300384.00,1.7421888E7,-10471577,-511589
2327,674,1082,1136,1178,-22255872,8036853.45,-1.5930701E7,-2787006.03,17001568.770,-10268320.00,-2.0175624E7,8924845,46193
2328,58,1159,277,2138,4391450,17401037.81,8296665.0,6103233.59,-354807.630,-15825152.00,1.2820802E7,-10113299,472669
2329,750,1617,1203,1773,-21472995,9727420.83,-1.4463018E7,7453857.42,-1680129.800,-8501840.00,2303177.0,12060825,-15515731
2330,733,591,9,1730,14179996,9997491.66,1.8523354E7,2802552.68,16174935.500,6299824.00,1.9610702E7,18106515,9234657
2331,715,1485,1017,697,-6819335,-7075288.01,-1.9949506E7,1.088344232E7,11333343.930,17529856.00,8052178.5,-1337396,-2865388
2332,162,1228,1534,2452,-13357807,23253350.54,2.2530946E7,-1.619945055E7,2852538.030,-6077648.00,-4549144.5,-5707267,8356411
2333,1080,1618,1803,1667,-21580556,2193355.74,-1.298317E7,-1572806.34,-11043062.270,-19524064.00,-2873817.2,12500858,-163738
2334,1266,21,231,917,12074903,4735487.34,-2693897.8,8021068.75,22947011.860,-3580928.00,-3621786.5,-3717700,-12450593
2335,634,1617,1004,604,-980552,21685256.01,1.1142038E7,9595372.29,5878080.160,21738288.00,1426090.0,10566372,23194738
2336,613,821,1827,2639,-17078621,17026046.40,6312171.5,1.730255331E7,7567916.370,-11790336.00,9501721.0,18008969,-22613154
2337,1051,2331,1584,2013,11852660,-6501767.34,-1.0796353E7,-1.241224919E7,-6087960.150,13503872.00,2574306.8,-18270535,-19885108
2338,918,842,1238,1151,-4206759,594376.09,1310077.1,788756.43,6278210.220,16880880.00,-1.1300763E7,-12558652,3732899
2339,784,2186,1086,1567,-1546463,-14211133.05,1.3814271E7,643231.2,1571515.580,19144520.00,5960153.0,-2197278,-13203531
2340,1314,2014,1795,311,-3463412,2532705.21,-46493.34,1.105377689E7,-12730636.840,-17291712.00,-6363024.0,22976455,-4236046
2341,500,1637,892,1712,-16196844,-8948239.40,-4466074.5,2.090061675E7,-8137778.130,7015944.00,-8624508.0,2141916,13863343
2342,1260,725,1278,1318,1875310,-5687806.55,2886131.2,-1.948846913E7,-20791590.120,-4981236.00,2.05028E7,-12566255,8053859
2343,531,332,68,2417,8698880,-216971.76,1.0127896E7,-7687063.31,14839157.880,-5238496.00,1047194.5,19111969,3445842
2344,502,2254,305,2315,18562359,-2715834.42,-4494619.5,-9519810.99,13877603.150,17143920.00,8519297.0,-16950515,-2161300
2345,730,454,1346,619,-487435,20739862.67,-4764466.5,1235253.56,18166962.610,19833832.00,4834491.0,484595,-22077146
2346,1570,687,1663,2112,-14979245,20758305.12,-9525162.0,-1.898360002E7,-10280813.990,-6687040.00,-1.3785008E7,-5950649,-4996687
2347,1588,2273,869,1109,-18727631,7351144.69,-9796451.0,5515992.75,-19799179.640,-10317856.00,-8681959.0,-11307866,-21336064
2348,1339,747,673,30,944843,19465015.36,1.0698529E7,-2142980.44,7193198.750,9242128.00,-4210063.5,-19481403,13425439
2349,1056,1823,1471,599,16104175,5253394.63,1.2698486E7,1.341770633E7,-22871013.880,8301024.00,4805499.0,-9667997,18573529
2350,225,1956,1340,133,-9607851,6091886.70,905961.75,-2.012183547E7,22713259.480,4783184.00,81637.3,16029976,-16616459
