2122,4242,426,406,-11079262
2123,4261,1535,1925,11109403
2124,3950,508,2020,14711144
2125,3275,1223,1291,6375677
2126,2355,616,1918,10463972
2127,217,779,1187,-3878162
2128,2773,568,449,321407
2129,2986,1333,1990,-20573061
2130,2388,737,1845,-3815712
2131,4640,1395,919,906077
2132,2874,28,866,7733527
2133,2288,1155,628,-5550500
2134,3964,1591,1349,20923124
2135,3188,3,1704,12668857
2136,3910,299,104,-14620572
2137,3720,1499,264,-17105090
2138,3028,498,292,-1653640
2139,462,1569,778,8119353
2140,3241,1483,561,3470941
2141,3117,105,2147,-17395938
2142,3787,1158,1039,-14712593
2143,1588,1157,664,2326642
2144,639,1268,1845,5567799
2145,3018,305,958,20472266
2146,4356,381,1579,130104
2147,2762,1083,2194,1795089
2148,2614,1399,1336,-2427867
2149,394,967,1795,-2074414
2150,3556,1030,778,-1340736
2151,279,872,337,20809122
2152,1816,1152,82,-15149951
2153,3476,975,1471,-1927542
2154,2095,743,172,3030172
2155,4364,1084,334,3078459
2156,87,790,1131,-15347885
2157,1687,892,1871,-9131167
2158,802,725,2101,-1646086
2159,2403,1537,115,20845794
2160,1171,881,22,11993688
2161,3797,701,509,-19938632
2162,2598,1034,1296,7671096
2163,224,1085,220,9624829
2164,3634,800,100,10820072
2165,2837,407,897,-18974642
2166,1947,1474,11,-2530422
2167,2431,624,2296,-2843867
2168,1501,55,2205,13969482
2169,769,1355,935,8621535
2170,3166,965,1380,12868453
2171,713,266,1528,6902547
2172,4549,874,545,-11340475
2173,1516,816,1953,11371085
2174,1358,1249,1157,15057277
2175,1755,1186,2374,6525753
2176,3426,1417,456,10709915
2177,1900,355,1662,-3969328
2178,563,1460,458,328943
2179,4091,987,150,-21056262
2180,2638,1008,1106,-3905082
2181,1240,648,2093,927274
2182,3004,706,1142,7914911
2183,638,856,1704,-5680834
2184,4249,448,523,21413263
2185,368,1413,1253,12965378
2186,4382,584,1211,-14962830
2187,2778,890,2180,-17505205
2188,3348,1195,654,-1692451
2189,4182,1225,1029,8309009
2190,3511,437,2187,3551805
2191,4514,533,1833,-17801966
2192,1305,1178,632,-15056093
2193,3848,1395,214,2380771
2194,2044,778,2045,5697555
2195,1753,235,1909,20949432
2196,141,1622,1675,132984
2197,2843,1478,1143,1836958
2198,799,1540,1452,-2484169
2199,1624,926,2333,-2122494
2200,1886,720,177,-1372112
2201,1339,52,1912,21292641
2202,4094,931,124,-15501769
2203,3259,395,1655,-1972098
2204,185,1105,1227,3100449
2205,1133,557,1035,3149918
2206,4080,705,1246,-15703814
2207,210,349,425,-9342668
2208,3682,747,1780,-1684136
