1516,2797,1183,443,-1773770
1517,2481,1383,913,-1990086
1518,3041,781,1945,9780160
1519,363,35,1919,6037837
1520,3406,202,1637,9015194
1521,4461,1306,1372,4838368
1522,552,1546,1130,-7944712
1523,41,425,1589,7969219
1524,2545,1360,386,10557542
1525,2935,43,285,4574765
1526,3438,748,284,7512662
1527,3252,995,283,-2784176
1528,1423,1232,335,230975
1529,3661,613,90,-14774649
1530,4033,733,1121,-2743266
1531,3635,615,1219,651719
1532,1314,12,2350,5556919
1533,3508,1495,2110,-3986492
1534,544,685,1669,15041456
1535,4513,947,2314,9110599
1536,2897,127,1208,-10513482
1537,1095,693,1252,-12303710
1538,3833,254,744,-1187908
1539,2272,825,170,5843475
1540,1,1043,233,2500573
1541,282,1465,1119,-12523608
1542,1062,918,1127,-10590587
1543,2338,1549,1268,1677094
1544,2359,652,1843,4010727
1545,4263,1139,1530,14746274
1546,3841,105,433,95544
1547,1790,1209,412,1292661
1548,1169,1331,2336,-1752243
1549,4214,1459,135,-1497454
1550,371,1502,796,-964224
1551,1494,968,621,15006894
1552,2356,556,1970,-10928129
1553,1441,1439,1661,-1392870
1554,1790,1271,1900,2186848
1555,1331,912,1508,2220945
1556,3272,186,2143,-11076731
1557,837,912,39,-6593149
1558,3402,455,1157,-1189486
1559,3673,145,853,15054666
1560,1466,955,1004,8659524
1561,1045,1029,5,-14403890
1562,1068,54,2016,5539842
1563,1159,555,484,6956005
1564,3194,1058,1246,7821542
1565,2872,409,2087,-13718630
1566,2017,956,1701,-1831974
1567,4621,700,466,-2055761
1568,1136,975,1965,10102416
1569,3610,1011,921,6236583
1570,1601,1385,326,9311599
1571,2743,352,1384,4997151
1572,859,370,1269,-8205925
1573,1941,1330,1617,8230901
1574,4598,477,1921,10903675
1575,1415,6,1368,4724841
1576,4509,1549,1220,7758605
1577,290,571,758,-2875342
1578,3858,500,344,238511
1579,121,267,648,-15257850
1580,4283,1004,382,-2832636
1581,235,1492,2393,672916
1582,1444,690,228,5738303
1583,1858,1196,788,-4116826
1584,829,1166,843,15531595
1585,1693,733,1863,9407120
1586,3369,412,2315,-10855740
1587,153,84,770,-12703825
1588,4153,951,1106,-1226719
1589,1347,481,421,6033131
1590,271,1621,1859,2581437
1591,1679,269,805,-12929636
1592,3225,938,720,-10934087
1593,4598,163,818,1731223
1594,3764,162,2043,4140483
1595,2998,1069,83,15223440
1596,4271,1346,529,98424
1597,1871,1604,1759,1334530
1598,3999,1472,54,-1808545
1599,799,1418,673,-1545534
1600,3346,1192,195,-995600
1601,2554,148,2196,15490413
1602,4634,335,2012,-11279947
1603,1224,859,1845,-1437426
1604,4525,9,557,2257125
1605,2745,385,2209,2292404
1606,2620,101,2258,-11432660
1607,4005,369,991,-6804650
1608,1637,477,836,-1227536
1609,2793,261,792,15537260
1610,4151,2,1122,8937371
1611,2048,1543,1246,-14865119
1612,3518,271,1956,5717446
1613,694,1141,462,7178407
1614,134,1442,551,8071420
1615,2482,679,589,-14156631
1616,1237,728,561,-1890178
1617,2116,17,19,-2121437
1618,3876,1169,1985,10424671
1619,2212,363,2321,6435329
1620,4441,944,1413,9608003
1621,1026,1021,1396,5155934
1622,1167,818,1409,-8467137
1623,3841,610,1645,8492583
1624,2005,1218,1058,11249809
1625,4540,1593,53,4874917
1626,935,726,2155,8004547
1627,1972,147,1233,-2966507
1628,1648,1392,354,246047
1629,1226,1545,1206,-15741051
1630,4533,1275,2041,-2922007
1631,1480,745,1169,694112
1632,1574,1368,504,5919687
1633,208,897,1863,-4247160
1634,1114,24,17,16021734
1635,3518,519,1413,9703642
1636,3840,697,1024,-11197997
1637,3855,1098,288,-13103940
1638,4473,24,1468,-1265530
1639,422,137,671,6222788
