209,1600,1843067,-1515249
210,962,-1781788,-1408977
211,334,1188267,926210
212,1021,-1393398,-548352
213,232,1579827,805010
214,127,-426099,98709
215,1367,63681,-1382689
216,308,295957,1666971
217,840,-1364363,1720118
218,1441,-1626827,707837
219,1250,-1438241,-991399
220,821,1232330,200490
221,1299,-1472784,-347656
222,1422,2042125,-984578
223,1635,1573183,326480
224,1605,-527782,-861750
225,1375,961566,-1043820
226,1177,365934,-184746
227,1475,-1216086,32216
228,906,231980,1870080
229,575,-1319733,-940303
230,485,1505927,-172174
231,460,-1611149,1907484
232,1631,553680,-690637
233,127,-278654,-1523550
234,506,517345,620548
235,1120,873383,655906
236,1552,1754777,-740589
237,1694,2156545,2284361
238,1222,13970,1043051
239,1734,-1954765,-190691
240,1032,-594152,-220159
241,944,2341960,359660
242,100,-742326,-645974
243,338,1666044,-1388313
244,764,-2042992,-2242051
245,717,26317,2062049
246,728,1697643,437134
247,86,-2147330,1640982
248,1324,255517,970384
249,1357,-481651,2258318
250,455,1288346,23612
251,1160,-2179633,-1901528
252,33,2461863,-2286107
253,653,320201,1742353
254,1027,-1456745,-831191
255,380,-1253307,126920
256,849,2000553,-649876
257,1185,-604190,-1042021
258,949,-841496,2356329
259,681,2281664,-1876326
260,1210,-2208263,-1746777
261,1823,1467479,1146242
262,1638,-1720814,-677401
263,996,1951933,993819
264,1432,-526516,123790
265,355,76448,-1705259
266,1544,363605,2050860
267,1760,-1678712,2116753
268,531,-1997928,869209
269,1774,-1767718,-1217619
270,194,1512167,247116
271,887,-1804230,-427106
272,1806,2500028,-1206378
273,1055,1926236,397522
274,1059,-644769,-1052482
275,1227,1176340,-1275937
276,1785,448319,-224322
277,855,-1481971,41258
278,606,284687,2281832
279,1761,-1606475,-1147011
280,317,1833305,-209062
281,1740,-1957724,2318458
282,143,674154,-837614
283,1627,-338304,-1851059
284,124,626926,754431
285,1791,1060257,796758
286,525,2125676,-896630
287,1538,2613132,2768025
288,438,15967,1262472
289,583,-2362750,-232455
290,302,-719414,-267937
291,1308,2829211,433736
292,1404,-893998,-778726
293,1764,2009593,-1674057
294,952,-2462706,-2700963
295,1533,30310,2482924
296,662,2041257,524043
297,63,-2582067,1974110
298,902,306724,1165774
299,1095,-579889,2709826
300,1119,1546213,27643
301,1128,-2611921,-2278459
302,1307,2950928,-2740983
303,473,381743,2087612
304,1051,-1744880,-993041
305,1486,-1497116,153057
306,1817,2392425,-777857
307,1736,-722551,-1244298
308,1583,-1005200,2813635
309,1618,2720261,-2237404
310,1458,-2634738,-2084577
311,1455,1746690,1366274
312,399,-2048231,-806449
