3343,592,2196,17485028,1.1011922E7,-3.144603022E7,-22023306,-13180238,-20781322.490,6088503
3344,1119,855,18401710,7861955.0,2.627820798E7,17069753,1927689,-28801134.100,31948578
3345,858,2010,14247055,1114238.6,-1.210177941E7,9643438,-16077707,18581203.660,15416300
3346,4227,235,8368086,4327389.5,-1.498345898E7,12442042,11543800,21721810.550,-24073311
3347,887,1219,-10191030,1.6335935E7,2.435963808E7,885373,-29539756,21836123.460,-23746274
3348,4326,2272,-32298001,1.4668994E7,2.923816619E7,32606778,-23584101,-30744122.020,-9958671
3349,4544,2113,-24291277,-2.8343056E7,-2.308798418E7,15136844,9627268,11584790.520,-31802978
3350,1013,2192,17192141,1.6290215E7,-2.384211034E7,-27126172,-4290313,-24638504.250,24279841
3351,3338,1158,-29071242,-3.2393066E7,1.281548272E7,26413730,-12323195,23062751.870,4896849
3352,2985,1530,-27348047,-3055527.2,1.968409397E7,17836590,25298920,22431471.990,-28161523
3353,3263,2285,32529643,-2.676482E7,1.303881516E7,-19976490,7411778,4544067.280,-15128037
3354,3900,2345,-13469081,1.0890582E7,-1225836.48,12076312,-14021440,-28598929.480,-32292696
3355,1619,1097,-22978692,-9762128.0,-3.290493578E7,-19012145,-6241184,142702.880,-26337064
3356,2839,1995,-21755551,6394941.5,-2.759594184E7,-29721943,19934001,16604552.700,-29154353
3357,2290,1186,32080558,1.4341808E7,-6079115.98,-7886720,-24152563,-16662765.620,10274268
3358,2316,2098,-13692796,-2.7287828E7,2.476868607E7,-28333347,19651551,-9330690.090,-22470338
3359,3374,1927,-24486440,-6985084.5,-1.042229235E7,17570874,-30822481,24801203.560,-20799911
3360,4574,80,-11056942,2.241037E7,-1.538251995E7,-24493905,21815272,-23522587.970,2047145
3361,3593,836,12384323,-2.54331E7,2.193524108E7,-15668991,19105065,-25110780.680,15598070
3362,3753,1188,-14490677,-1.699371E7,-7899978.31,1586994,-33203399,-12793908.730,9410959
3363,4410,40,-25084092,-1.7493664E7,-3.217880861E7,5438315,-2270828,32158917.090,31453013
3364,1340,1404,12037465,2.7446516E7,5325633.69,-23014900,-30797917,-7639115.980,-20654618
3365,1761,632,12647488,-2.9393192E7,1.05084738E7,12193486,9255286,7621627.780,-18057511
3366,3336,848,4963459,-5980141.5,3.04734075E7,-28991559,-33282235,-9104813.490,-29242398
3367,1911,1376,12390653,2.6291358E7,-1.195449958E7,4886191,-24282093,4140186.730,10783501
3368,210,2278,-19249650,-2.3019062E7,1.977972662E7,-6438651,32620182,22472905.780,-3833999
3369,319,873,6019757,-1.1051511E7,7376397.5,1998068,-15218393,-5030695.950,-20472668
3370,3842,793,-17069532,-3768510.2,7553791.34,26180187,30898187,7945258.330,24184640
3371,1823,426,9044342,-7058705.5,2.884630906E7,-3224764,-22127122,31974185.950,-18870225
3372,2564,1327,19960987,-1.8727452E7,-2.362150605E7,19284826,-3824841,20256651.960,-16856862
3373,4159,1517,29668532,1.8029832E7,-3.087214511E7,-28869542,28677520,-32067135.270,26942978
3374,3648,713,-2420875,-3.0932338E7,-8479801.35,-32597721,12722649,-10596450.770,-13889336
3375,1014,2393,10092095,-4329562.0,-9920.06,31191678,29994733,-22480442.550,-27533278
3376,221,794,25991318,-1.6197878E7,-2.45794769E7,-32726812,-13900083,25623955.670,5043802
3377,4553,2151,6697585,-8097677.0,3293457.31,10982643,32149543,-6931511.850,-7127323
3378,91,1094,-17945905,-1.3180584E7,-1027266.06,-17503322,-27601357,-20147281.760,32495763
3379,4578,319,-21117999,2316439.2,-7629933.7,29248184,9571545,-25540398.900,29066029
3380,4337,2184,-30469942,1.1248478E7,1.525305401E7,24184468,-7921382,15041725.990,19443695
3381,3190,2121,-13387089,2.607085E7,-2.114588345E7,-19569158,31790196,29921547.620,-6282982
3382,3029,1776,18384146,-8384053.5,-1.900105815E7,2586391,29491830,-29543483.970,33598123
3383,2011,877,5006530,3.3176492E7,-3.26887216E7,4030479,-28235180,-2223347.680,3561947
3384,2604,956,-28938774,-2.5397474E7,2.306117325E7,12410072,26810697,23668779.600,-7484917
3385,4184,1530,-30909994,2.2268144E7,3.369489212E7,12004980,29213119,-5450582.130,-31945707
3386,3075,60,12365777,1.2035389E7,1.441769062E7,559386,21260509,-16349990.020,3856793
3387,802,719,-21678361,-2.9597342E7,-7037067.54,3343164,31945966,-29422529.410,-9203327
3388,798,1268,28593571,-2108327.5,-1677176.99,-12478310,-14155568,11672064.640,22392813
3389,4374,823,-4959133,-3.3069904E7,1.789852737E7,-15077299,8031272,-25572512.700,-24260691
3390,171,1915,7557012,2.0403562E7,2.272603734E7,-20930671,-33699157,-32776957.880,29152791
3391,2437,316,8389519,-1742064.2,2.761929363E7,3486792,-15308651,2684159.020,-32609974
