1085,-1956638,2750933,-10103888,false,2083466,-6588271.0,-9608131,0.4131,458206.460,6134053.16,false,1856792,240553,8388028#lKQeig9Mmk,-279471,374139,4201677#ogEfQTK6pTTB,9844241.200,-1092228
1086,-386498,4065036,-3724231,false,3024982,9818355.0,-8894874,0.3535,-8750971.060,4783417.8,true,2343506,1294197,1945155#xhMhDNlkRS,-1983670,-9779672,4701905#7GXf6EtVFnsm,-10631604.400,9461591
1087,721627,2494232,-1423243,false,625485,-3545360.0,-5810278,0.4039,2953068.860,-2111197.52,true,6892632,-4188476,27893#9JvvcZGH0v,-7583694,-4913529,10612425#SSugPeVdkH0O,-10404503.390,-6927130
1088,2422828,-7175299,-389709,false,-1114979,2942297.5,1978635,-0.4164,7716811.910,6748913.3,true,7717827,-3186808,2480128#USzlB6lndy,8910132,9338719,5410943#ZH4RzfyFH7d7,-3671853.490,2975610
1089,-1750825,7854038,-2154512,false,1817555,6960588.0,-2293973,-0.3767,920091.290,-1345586.14,false,-1529953,7592399,8633109#WZnfplPrCZ,1473065,3483677,7398912#XxDayYhj8GBn,4324582.050,4877021
1090,5973397,6186870,1540631,true,5141315,6160637.5,10596569,-0.3970,7667733.320,-7518861.89,true,-8726316,-7836009,9534327#0BPlFIPt3R,8183096,3761043,4261407#iQ5svtsZa5nZ,10658133.120,1124277
1091,-7404949,1033523,1982681,false,-10226992,3499792.0,-10642538,0.4054,10822422.610,7532311.14,false,-5079432,7225496,8328346#XckQ5pq6n0,2817552,-3282141,5144700#OQQrY3giNL1C,-3976923.080,-6053197
1092,7070415,1251670,-2290412,true,10332150,3730004.5,6962691,0.4448,759304.490,-3828509.19,false,3761776,10621417,1135117#al3lZMGd3i,-2286137,-4742342,9781899#BwFGgXpzc7XX,-1629853.410,2134397
1093,-3325045,9984639,-6373136,false,-2914318,-95980.58,-617450,0.3362,-6298636.130,-1128364.66,false,-5152230,226577,7506843#cyirjLLslF,1524768,-4082511,4326900#lH9RL6LiBnbB,-4185722.370,-3980063
1094,9681035,6847132,4789685,false,470307,9534533.0,-394789,0.4426,-6971445.430,6886659.8,false,-1733609,8508554,4172990#1dgrwkvDI3,-2729576,10159847,10841355#NNyTmoDVJ0rw,-940167.070,9049378
1095,10329957,-4347485,-6501400,false,4864943,-178948.42,-3049796,0.3870,3057160.630,8306181.87,false,-224601,9515761,156963#1IPEzaqURL,2539945,967726,6219932#uQX0pfJciA6m,5141176.940,643914
1096,3818680,6151353,-10389755,true,880672,1.0245936E7,255740,-0.3488,7639529.580,-2999327.24,true,3245430,-8751251,8533673#6sbqrlNmXo,-8147038,-10929404,1034447#2yM87cM0U38V,907310.480,10169353
1097,1016894,7278125,8170953,false,9635685,9593946.0,2342505,0.3978,-5158523.030,-9185061.64,false,6866494,-6399367,5422948#kRy8afpMz8,5528882,-10608640,3124231#45hCSI3YvFte,3802671.720,3907904
1098,-4484632,-9367616,8613413,true,10008812,2436933.0,-5768431,0.3382,-2196535.520,-3744745.33,true,9570149,-1146743,9348206#jafU8onwLb,8388640,-7572037,4658805#HJsV4gBJlVaa,10332599.990,-8186380
1099,-10559500,9655002,4260644,true,8016140,-2055312.6,-3179091,-0.3157,-7308464.160,4690003.03,true,690931,-576159,8880964#FoMTQBSViv,2911657,761824,1379281#UOhjP1deHfuR,991873.360,-10768191
1100,8565549,1584626,-7710985,true,227879,-1575811.5,-9886886,0.4460,730924.430,-3457608.29,false,-3776081,2035687,3760603#BdL9X6Er7A,-5176734,-10572238,9665571#Rtei0NwqFlVA,-9577953.000,10428315
1101,6322855,4744197,-2014272,true,-10477669,-8286846.0,-9296674,0.3693,6286960.690,1762347.54,true,-5978258,8076025,6373172#nXiI32hgZC,8497988,7134461,2807778#jKvoHLWjpZHV,-4381208.140,-354942
1102,-9972400,10505608,1787352,true,-8520764,-1.0774434E7,1419125,-0.2416,-6560513.700,5866750.88,true,10011093,9692569,8722555#ZYGUKUndA5,4763975,-7395460,8679069#P0N5fRT07i3a,7615753.830,2031875
1103,-2181803,-7216140,10596897,false,4423014,7171291.5,-4580668,-0.2469,6988594.720,-8526680.79,false,6021097,-4199655,8709709#MkicXfIQHl,-5308350,-4911794,2680261#drEAZ6eG3zYY,4482390.930,-5711391
1104,536320,-8390819,7894759,false,-7780909,-9894317.0,5056683,-0.4012,-8888587.680,-9307294.12,true,-107044,-8054344,6055938#dCGklWJNmY,3517900,-3775732,6277176#LJ1Zxx1QsmZS,-393747.560,-3081613
1105,7788621,9985942,8125277,true,6646889,3102727.0,193063,0.4819,8040519.390,9197560.02,true,107386,-930577,4765431#tY0FaqGOE6,3364528,-7175944,7599918#Y4KFd6gQtuoT,-7166841.540,4983477
1106,-4000577,6426988,-537937,false,-5534027,-1653553.2,9485917,-0.3148,-620822.650,2149548.87,false,4583720,10008711,6352717#w03wEoX95e,-1894594,-465537,9166953#u1hbFHz9rt5O,1025217.890,-3963899
1107,10020689,-6712044,-3009341,true,4285893,4111969.0,8944160,-0.3421,-4699120.670,2402065.26,true,3189174,-2319012,3165411#KBhD3TF6Yj,-8432766,3908634,4304387#StW6YtF06oZJ,-4814847.120,-4995780
