2047,1712541.6,2885820#AybqTFSUdWr3u5H53e,10424581,-10933916,7572036.25,7564224#iWKTk7Ya8IMpv272tXCtIcyzblfg,-20186213,13675445#Y59lIxjnkZPtHh2fL4yQ0OR,-16301349.7,-12295704,707301.750,10408023,13425542,2016-10-11 22:12:59.000
2048,4817702.5,8369131#68jqeVHhl2X3GmVk6M,-665639,17824909,9243287.77,11536547#CltRIodC7NZb38J3zSQDIrI4DLnG,-20390132,16660406#sn9hB7SFpDCyUQEflDfWlKq,-7329276.1,10983335,-4033744.000,-8795044,-3818197,2017-10-20 10:01:01.000
2049,1.7831724E7,4106081#xBkw4LGfqlHWl1fQdP,9585291,16529353,1.210298653E7,152366#Vtq4cvSDYIlbYmjGnUhqLkIpYkHo,11989714,5127698#ZrIJK4yX0nGLoSMh5qfIl3w,-12397379.5,-2117316,10757168.500,14699643,18459196,2016-08-08 11:39:14.000
2050,-1.4690744E7,13894773#gZzpEBslwVeCx2Syrw,19178391,-6433880,-2559250.91,7123273#Gxh3Npvy5P3O5c5btJ9M2IJGHmss,-3676329,5631340#Xnn71IiWGTE2lEK2Gv6BIrQ,2242771.5,2478758,-7141137.500,-14655751,18807075,2018-06-09 21:44:51.000
2051,1.3839008E7,9445567#vhGfO8t9JZ4VKRJHZo,-11502816,13148484,1.811093188E7,12802555#suusTn1vmF3XZfaPWHsJBec568J7,3777810,3892871#yZLqfNLwCXwHjIsOKWd9Mz7,-12525679.2,11122543,-13359.000,-9144423,-11925750,2019-06-06 08:02:41.000
2052,7415778.0,2333385#XBRizDnTAb26M0lcMp,11344148,-8445527,2695959.47,10999243#sg1XmYiPsMRkhDVsgYY6LcstncQu,836465,16308338#Pb050k8BjLsP7JTp8jcCsy4,-17797402.0,3757879,14328145.240,-12332806,-9303578,2018-05-12 16:54:04.000
2053,4559941.0,2136079#4rjJqiy1fnTUJB8uLu,-1885379,2110472,5493974.1,14962964#tI4sTCJBGVMNU5TVHXfXSE2uGtDO,13795541,1770499#1HEVjIHu852zTgSIq847KVG,14937929.6,8246775,-13387682.000,-14154850,19869071,2017-01-19 06:02:15.000
2054,2695731.2,18183945#Sfo7T7sfQ8MpCXbJ7T,14434904,-15021588,-1.909664172E7,2588336#UJORbnnjWKDUssQJZnsNIxWwy6fS,6618901,17428239#d4a5jYu2Tbax67lun8y8Iz0,-16346202.0,-7972279,-19869673.000,14751151,-2128938,2018-02-22 09:32:30.000
2055,-6866805.5,10558292#BHTGNebk5TIhtNXDu9,3216488,2573272,-9920766.05,12611993#CGeUivrsHnqC6u3Bb6BJj2KFEhul,14521203,12827533#S0dFLmOUU9xb9UhIT0VK4jJ,2131957.5,11099153,6619356.000,12087140,-14563729,2016-08-16 12:05:04.000
2056,2505386.0,8278892#7hjFnz1WfVEqHrfMKe,-4181771,-9385805,5232757.33,14926398#CFXhei6wMILKGu8VGfzXZySHQuOu,-20344538,7341469#aeteNPMaMZ5ppVYJLDQ6wnZ,12565458.0,1502953,-19953384.000,19017121,7166233,2017-05-17 16:41:34.000
2057,1.4087936E7,6725722#f3NLEBTBPSMWQfKftL,-16813798,-9263723,1.345919217E7,16040557#8LFDAhFC51FDwygjvbfvXiwj85yW,4717528,19078980#PcXAUPXWDyFaKIC2UFsEcYg,-3820267.2,-11462299,5590981.500,-17273020,-7482610,2019-01-07 05:58:23.000
2058,1.5647633E7,13956868#j4RoUQHiQyRzDuQnu8,16241152,-11364137,1.504219878E7,10561460#WRfo2Ju4eFLZrdSh3Hi3cZSXG7lI,-2237972,19579374#hUGtvY6OfE8a2Gdh4I5MyaL,1297862.5,4859006,11679327.000,-5720252,-8652416,2017-04-02 13:56:57.000
2059,-1.2723824E7,5188850#CbrIq3x8ZL8r9ILdPs,-4447894,10075744,2279676.51,15539305#fJgCN2G9MXAXbOBZOm7QCGEEPpOI,-6884922,3117842#ivm4SgygIf9Vh1O1ftmuJPH,-7202296.5,12341108,12573474.500,8151426,-20300064,2015-08-31 22:22:27.000
2060,1.9807534E7,2266497#qg2LaSFUwHuasHiUrQ,-5356821,18743822,-5475067.71,14335389#kmHu6TmujaCEcwAt9QUbFKLwn9zR,15829977,12678918#ecuhu9nP8EzlHqoLx8zxeJU,-776135.0,-17217504,4151818.000,8522613,-17633972,2018-05-28 22:23:20.000
