105,774,-521882,48509
106,1657,824935,-265931
107,1388,-249107,-435188
108,903,-350382,984411
109,1582,965873,-793094
110,466,-928838,-733377
111,1069,629844,486146
112,1643,-738565,-290255
113,560,835615,427391
114,1229,-225265,48548
115,1535,38148,-737550
116,1548,160661,899192
117,856,-735664,926849
118,1405,-884625,385093
119,202,-779287,-538959
120,218,672655,107237
121,267,-809892,-188755
122,654,1126319,-540978
123,939,867077,184395
124,841,-293808,-480285
125,1671,532018,-579587
126,1817,201165,-105595
127,859,-684317,14131
128,1506,126567,1046577
129,59,-746249,-526886
130,821,851170,-98398
131,1611,-917999,1085535
132,895,312732,-396682
133,839,-159355,-868531
134,1270,298183,352783
135,1634,499634,374203
136,1750,1012978,-428508
137,150,1243370,1317034
138,934,9975,604210
139,325,-1138795,-107162
140,636,-343627,-124602
141,216,1367459,211508
142,1204,-438982,-380470
143,1199,978946,-816826
144,388,-1203564,-1324228
145,941,18330,1220299
146,860,1010414,263317
147,132,-1277855,974727
148,312,153102,579603
149,25,-285176,1355302
150,983,772613,15551
151,1224,-1315057,-1147665
152,1197,1483733,-1376354
153,1013,197117,1051836
154,979,-880476,-507491
155,24,-765690,74646
156,769,1216808,-393913
157,83,-367468,-637466
158,1537,-514087,1441717
159,663,1404470,-1154171
160,714,-1355313,-1071177
161,702,909056,706178
162,404,-1065981,-419304
163,1324,1207721,616200
164,678,-325682,73629
165,523,50915,-1060120
166,928,228309,1283081
167,1776,-1050013,1323484
168,495,-1255726,546465
169,726,-1108764,-765179
170,1447,952492,153863
171,1711,-1141338,-268205
172,1038,1584222,-762778
173,359,1220130,255437
174,295,-410795,-671017
175,1523,746792,-811704
176,569,283550,-145171
177,239,-950202,23173
178,1206,179274,1458329
179,1245,-1032991,-733594
180,653,1178548,-135286
181,1035,-1264574,1496509
182,1263,433206,-543659
183,483,-219005,-1196040
184,888,407764,486666
185,449,686508,515055
186,723,1383877,-584549
187,1850,1699957,1800698
188,150,11972,823631
189,1030,-1546780,-148926
190,1762,-468889,-172380
191,580,1854710,285584
192,652,-590654,-513222
193,769,1322495,-1102570
194,576,-1623278,-1783140
195,1757,22323,1641174
196,794,1354028,350226
197,109,-1712592,1307855
198,1746,204309,774993
199,1619,-383414,1806810
200,1647,1030480,19582
201,1192,-1747345,-1524596
202,615,1972798,-1831230
203,833,258659,1397095
204,1003,-1168611,-669341
205,1130,-1009499,100783
206,1737,1608680,-521894
207,634,-485829,-839743
208,315,-677791,1899023
