729,1299,-4187153,-3007388
730,661,4779712,-541054
731,273,-5076899,6017229
732,1599,1758420,-2160412
733,279,-875149,-4798645
734,398,1613155,1959373
735,406,2742128,2064421
736,562,5463772,-2300994
737,134,6722420,7120996
738,806,33945,3237256
739,1355,-6034615,-608336
740,1156,-1846777,-697944
741,872,7214465,1100420
742,148,-2259046,-1973494
743,1601,5101534,-4245748
744,788,-6240132,-6831166
745,1453,66252,6270799
746,68,5133788,1306219
747,1712,-6494705,4972257
748,816,767592,2924289
749,593,-1464026,6773398
750,1527,3867011,63917
751,840,-6502513,-5670843
752,1637,7352513,-6834872
753,709,935621,5194938
754,1267,-4338090,-2449691
755,304,-3691392,388290
756,1249,5919278,-1929691
757,1127,-1787800,-3064796
758,1721,-2478541,6929389
759,771,6667634,-5487101
760,1834,-6473013,-5124777
761,4,4259594,3346562
762,384,-4994979,-1967886
763,1212,5672993,2881914
764,1490,-1530686,374595
765,1371,204113,-4930954
766,912,1040085,5889755
767,1680,-4822207,6083098
768,711,-5708938,2482929
769,1446,-5062488,-3479819
770,1353,4310542,713381
771,479,-5118690,-1221611
772,78,7079058,-3424378
773,823,5456766,1107947
774,1167,-1814639,-2959807
775,1603,3324080,-3597102
776,441,1272164,-620077
777,223,-4140816,131683
778,1318,811752,6399347
779,629,-4473895,-3214096
780,493,5107090,-577942
781,1553,-5423474,6428203
782,111,1878894,-2307389
783,1779,-934799,-5126154
784,16,1722736,2093256
785,1077,2929002,2205273
786,1391,5834671,-2457035
787,1834,7179007,7604660
788,22,35942,3456677
789,204,-6442600,-650100
790,426,-1972039,-745722
791,1236,7701716,1174496
792,1452,-2410718,-2106246
793,1171,5445083,-4531492
794,976,-6659846,-7290078
795,413,70245,6691674
796,2,5477402,1393128
797,1689,-6929442,5305385
798,394,818799,3119679
799,331,-1562264,7224906
800,335,4124878,67948
801,808,-6934801,-6047774
802,1055,7841578,-7289748
803,529,997163,5540197
804,1291,-4626225,-2611541
805,1410,-3935201,414427
806,361,6311150,-2057672
807,1678,-1906161,-3267073
808,499,-2642245,7386695
809,1708,7106231,-5848179
810,226,-6899488,-5462577
811,1492,4538805,3566594
812,1001,-5322396,-2096934
813,120,6045099,3070724
814,939,-1631103,399675
815,359,216879,-5253523
816,292,1107733,6273645
817,744,-5136557,6479732
818,1657,-6080039,2644301
819,114,-5391965,-3706039
820,727,4590380,760008
821,67,-5450136,-1301062
822,462,7536961,-3646178
823,243,5809819,1178990
824,621,-1931626,-3150540
825,1455,3538854,-3829218
826,1049,1354548,-659652
827,1459,-4406700,140726
828,1018,864458,6811098
829,1815,-4760637,-3420805
830,325,5434469,-614830
831,978,-5770049,6839178
832,479,1999368,-2454367
833,1423,-994448,-5453664
