1225,1.1893336E7,8341645#hzafVHpWJ8m1qSe5QrVf2iD,2101942.8,false,-8075286,9410489,-4145148.89,-4635103,10559572
1226,9319092.0,1935598#1d4Jplhw9zo4OVqAYVJIKjW,-631578.75,true,10526050,8020188,4126530.71,10440321,11137692
1227,2904723.8,2468874#jl2r5qmDppvucSiqMg8IRlN,6190722.0,false,421709,3146512,5352008.36,2675891,2903962
1228,7169021.5,9041304#uwKNR4TnMbtWxz2hruzcrVB,-9241142.0,true,8609278,10034662,1936320.18,-2033215,-3918155
1229,-7275985.0,1097494#pOK6cWs427rA1qAobiE5G56,-1.1420293E7,true,-7358293,-8336300,9033284.81,-3554318,639720
1230,6130216.5,4593579#cbgIAPWs25UI8Q4zB9o0crz,7463156.0,false,6489466,7579980,-1.036634812E7,-6190453,2982381
1231,-6839335.5,12141088#TJatW1q8ixWYxUrB2El9XU5,812631.9,true,-5828692,8877122,-1.182515557E7,2488012,-5055209
1232,1.21228E7,1816371#0RtHHYeqsyXeJQ2k3dNthxf,-7136657.5,true,-9848276,-7205986,-3356288.33,-149395,-9070048
1233,-5876637.5,8485307#1CJOYWtUcpOOdUsqHzXy3HO,-1.2256807E7,true,3801954,-104875,-6462654.64,2198102,6910119
1234,-1031489.5,6904033#G2wWqP5LzV8r3TZKLvNiVRp,-4274691.5,true,-2050983,10762348,-5161136.75,-6702205,774907
1235,893958.3,7085725#O9N3IAX9KpS8Q6i7WSuUt6Z,-2547284.0,false,-7780331,11091638,8866027.56,-4288523,-4697649
1236,-6212814.5,9747120#raMkxrQ7U4GtMMFAYXM3vxk,1502618.9,true,-8124170,-10155483,1938912.23,-10973757,7494572
1237,-8119964.0,2141231#TbZmRm0uSg0vTDWf21fe6s3,-4629724.0,true,7915116,2703418,-488323.18,11515615,4614169
1238,1.1974811E7,6667292#8nLckeJoRqq55RXz3ca49Yq,-1.1010423E7,false,8925319,-44280,-1.174101279E7,-4991601,256010
1239,7782510.5,6282189#zygjUIFKQ6dnY5LQbxhCbel,5438022.5,false,1565448,9467597,-5185599.16,7033519,-989760
1240,8736664.0,2148564#1QGsgEExNocm5PFsiKxl1Y9,347515.72,true,11527950,-934961,-949258.96,-3907701,-4055805
1241,9433046.0,9786205#sxV0EOyWlpJ5CPjWIz47sns,5556076.5,false,2160623,-7585193,-1.087124961E7,-7714142,11887054
1242,410459.34,10595787#Au0wSjZDqfOwl2YGZcjVvMi,5412027.0,true,-11194443,-1834328,9381660.07,10339621,8231928
1243,-9697961.0,2018764#QjB1kVH5UZavoX1Js1lcb5y,-1.0779115E7,false,-2819387,-10642926,8628210.26,10572331,-12238417
1244,1585639.6,316763#bzLwFv5dFUHyHeDy4MXpMRg,3129086.2,false,2058582,4687262,1.141498043E7,11177273,1956798
1245,-1633262.9,2910211#rZYR5q7epLuVazbxLH5fYsS,1.2046542E7,false,1795229,4215531,-4156792.8,4725709,2688081
1246,9649519.0,9696855#WqQsyEo5RfVCh07Ui9Y64sW,5549671.5,false,11569995,-12278117,-230609.6,-5483169,7320520
1247,369384.66,8823245#DGZwZ1DlLfBwG0Zo2Rg6rEn,-5969401.5,true,-5755872,-10346,6047728.64,-5863738,11873716
1248,-2240841.8,4374497#JPQFhQkPn0bAvtI55KOKc8E,6405843.5,false,4357550,-11496003,207033.54,9750113,-9570775
1249,7032015.5,8226343#TbylCDJyBiauiUeHhe1BUsa,7971603.0,true,11787144,1638257,9195563.76,-8852146,-939800
1250,-512652.34,5636708#EqrXx3BNI8W69Zw0ye2vFnC,-3647972.2,false,5886421,10489343,9770169.26,-8149128,-5498366
1251,1.2413985E7,755441#4iEljiUnLgqO75fHt7Sjqjr,-1846261.1,false,7778929,-664431,8705767.28,-3979829,5550338
1252,-1.1095087E7,1668463#dbOF5H2wdaOjUcK9eKFacWA,-1.2491428E7,false,1606941,-9986274,-1632864.08,-11582431,-165230
1253,2497122.2,4670288#ExaeIJxkPK3vNsZQ2mK9C6Z,-6632015.5,true,4943391,-5541079,-7756025.82,12393890,-10459110
1254,-1.223428E7,5246423#lQj8DEJmfs9knF5apcZJFGq,-6946189.0,true,-2956435,-5527075,-9714695.36,3381799,-1695716
1255,-9505708.0,6506101#e9zIrKMQjMMeQ8Dq1MS6dSV,9619238.0,false,7095224,4786547,-1.249325859E7,5510669,-8733949
1256,-7419421.5,5730815#cLyvkAqCaJ3FvLSZv7hfgEO,-8154494.5,true,-2640811,6856240,1.104555468E7,11928631,12039445
1257,1.2089268E7,9014151#o9vqbsdEgT4qHcoOHJoaF0g,-8650751.0,false,-5928144,-1233405,-1.237589565E7,-11418030,9058779
1258,6128136.0,7235492#bB1QNzjLTuSKxGg6qSneAn7,-7972675.5,false,8420872,5208334,-1.030681438E7,-3006716,2367367
1259,1.0850313E7,317546#FYAMCzdlDOCbuIcIL4Kh65U,2112715.8,true,4246951,-8035625,1.212860459E7,2793221,-3224393
1260,8412673.0,5572137#k2KTCvnT3R8fTzQiKwjYtjR,-7586725.5,false,9117629,-6554224,-1.205417953E7,3830397,-823170
1261,-9839661.0,9501602#mR1Jd8ac4yqtj9huvyRRcw3,1.1984299E7,true,2335558,153953,8502061.42,-3462166,4168044
1262,1.255617E7,6880762#IHHk2eN0ywVZDWZuWvGVTKF,7341706.5,false,2048566,8512731,1.083120457E7,-4573978,10554060
1263,9698789.0,9127598#1d4Jplhw9zo4OVqAYVJIKjW,-5419365.0,false,1104798,-9827927,-3927915.9,5846704,-4855881
1264,-6373848.5,7837496#D2XWuLI7rDk8oIl4qVO3Sm7,5276925.5,false,3521852,-2150912,-9995508.33,7844734,6001780
