1,1,1,2147,1,1,11,8,362,2480,-1924.55,12169#ApmDnKuVudyF0w4ihHOqqcuws5WeHt,-7516,-15760,1694,-100.600,5312,9770,3012
1,1,2,2186,1,6,5,6,1301,2899,11622.65,25530#Fyyoq9j3fQQnuMurEbYBQjIHdtRvVg,-5135,11790,16126,333.830,-776,11228,-1779
1,1,3,843,2,6,10,4,826,705,5700.51,10340#BjkViBtalU1H9EgF6QOrnjCGwy9iPC,-30522,-2134,13704,-477.230,-21815,8865,16211
1,1,4,1686,2,5,7,3,715,438,-17640.87,22295#x1l8KwVGTIKOuqRIsIOwZGbhNnt9ec,-9117,-32983,22399,375.080,-17115,9851,98
1,1,5,579,1,2,6,6,1183,2366,29395.82,11363#ANRh6HQBUZxaqWfH1RO4EDKaVGzE93,-2190,12863,-40617,336.370,-11096,-29319,51937
1,1,6,528,1,3,10,11,1053,2077,-19035.08,12362#dH5kfhzONYLVGcSvz5MrKhPQ2abBLp,-45519,33836,42928,5.050,13983,-7480,2084
1,1,7,985,1,6,1,9,142,1509,-6682.15,19645#DHqGa4zo0G2PUnm4IU0YAL5wPSt76k,-24051,-62198,59979,40.970,4242,54647,-2801
1,1,8,669,1,4,8,5,607,2408,58777.13,7602#209FOmr1oim4irAfRhjGzUzM5Z78lz,35615,71901,26706,109.250,-59088,7819,-54646
1,1,9,1556,1,6,8,7,686,88,71674.43,79964#rkRxS6DhGcFSuoso74TnC0nBXSyg3G,-33032,69077,17134,-193.210,-13462,-68534,53710
1,1,10,1687,2,4,1,2,643,1860,84484.24,85435#wGYxlwnkMzuj3YSa7sk3ooqyzxZcr1,43410,-24884,95698,-36.700,-30044,-62244,74778
1,1,11,2093,1,6,6,11,1099,1394,-74288.26,104617#Wm2mdGa4qe93dd5ZnDGUTtLai2vYOx,-102076,26366,85860,-420.660,-53486,-24619,14838
1,1,12,309,1,4,11,3,1040,2593,14678.56,94529#TXxMvnsrZzrpZw6YaAoMnAjCOtsCY7,70653,54213,-80731,254.770,33536,-72254,-31986
1,1,13,1725,2,5,4,1,332,1500,74809.73,83245#N06gKubG8h7ZyDy076yB04T5drQeab,-69222,-61074,103411,469.120,-15773,-48576,-6455
1,1,14,1801,2,2,10,3,748,2703,126672.53,76895#yzX8I4eZ4S8I67zkfJFZ1GV6UqXTbn,-1018,-47625,71745,482.530,-42541,78400,-58661
1,1,15,611,2,6,10,8,711,1410,-73544.54,67344#87LxKAlC8SwPPkIAaNsxGKjBQknKix,-3819,120214,44847,323.580,110623,-130347,13442
1,1,16,1263,1,1,10,11,748,3428,148247.27,75884#E45qrC2OBlDvdzUDAFZbDXU8pCoBaD,-17906,-135033,-3889,-339.320,-98928,-121205,-44003
1,1,17,470,2,5,10,6,599,69,-10724.14,82463#slOGR9exnxl0nplVx2aXq13HIonmEg,37384,118795,-85624,266.300,29790,-33742,-155801
1,1,18,240,2,3,7,9,1280,3256,-83471.23,43826#BR2a64SoGcx50OUKDAcs71jHTwV5xQ,165362,182009,65266,-93.530,-149027,150353,-137266
1,1,19,1764,1,6,10,2,339,2945,36873.49,14332#FGHlnyle0Nn5j9Gs5b6ouYPTA8lBC8,-163506,-61976,108479,383.560,-148986,153538,-88356
1,1,20,2043,2,6,5,6,902,433,99024.54,145928#JuP3gs5PrtCicWFtJ0GUBJ8nwvHrPK,125826,76558,-38409,-421.860,-150595,-155063,64893
1,1,21,620,1,2,6,1,668,3071,125308.2,31860#97QdDgXJf3un1IwUwLDeZNmonGbl4q,-116904,-200618,-41792,590.490,120842,7012,176519
1,1,22,897,1,3,4,9,416,337,-146450.03,26225#tgYLP6OUBlwuHxjKX9zBsbg9yHQkrG,155755,206078,136419,294.770,161528,98492,122857
1,1,23,1053,2,5,6,10,994,2817,-202419.06,225329#rdgWytSCYGACDSytnwofdpbRMF4qee,-69775,157258,229449,340.700,166544,-35196,76096
1,1,24,681,1,6,10,11,86,2798,-129969.16,241237#9sMln6CcUvry3ShroapLGkDm3dT5dQ,-222168,182715,-38365,-340.460,-217604,184719,49339
1,1,25,1932,2,3,1,3,796,1681,-5665.17,132881#uYYVImHtTHF2UIgXMXX4ZTX21ulPRN,-31965,132161,-128061,463.790,-104008,-8039,243164
1,1,26,159,1,3,4,4,1148,3049,92497.56,20698#dcL6tp6S1Ky54Q53pnkfBTWEexmyUu,241733,193785,-246732,47.200,1061,-149054,113606
1,1,27,1882,1,3,3,9,990,1120,56359.36,227529#TXxMvnsrZzrpZw6YaAoMnAjCOtsCY7,-133637,217050,170989,-109.160,170751,8862,-169379
1,1,28,461,1,3,5,11,875,3255,126570.13,216374#ZVQ99SeSnbKi7IZcL18EYKmotJwD5c,-213123,-191880,82807,251.010,124700,38730,117484
1,1,29,355,2,5,7,11,839,3516,189147.58,69154#oXBd43GMVC8nVzMLmhNCjieAbWZwsi,202420,56712,251728,-299.240,-90280,-230777,-226267
1,1,30,2220,1,1,4,6,636,2865,-28149.67,251674#x9ZmqKpERBi13Xl7kF5PWnprxqSUDS,253206,-163459,176138,168.820,245984,122761,133168
1,1,31,893,1,1,5,3,1334,2662,299745.62,308502#FuyInguocFErKUuKlVrVE9GBtV9fkB,11066,61353,-3733,231.600,-206995,142698,-60192
1,1,32,71,1,4,6,11,1070,359,263267.7,279378#uI4u8hjV6zzXQyWQy9ZxinzSVKBzgs,-178075,-272785,205583,627.790,281490,-207462,-207795
1,1,33,1098,1,4,2,5,541,318,-162637.64,214708#mBVusMDkUSGdvtWjkj1S9VcETAUyk6,110389,-64721,237973,165.670,89961,-86192,-146926
