669,1741,2947606.0,-1952448.0,-1351741,-2455308,-4318513,4852658,false,3697890,-3059894,-1710642.9
670,1816,-242555.5,-1813296.0,-995077,-5170435,-2035951,2505268,false,5943151,4573485,-1290121.4
671,906,-4848929.1,-3227152.0,2927147,-4101409,4016277,-523947,false,-211476,-2339798,6320204.0
672,1594,-2731120.3,-1310992.0,-5104106,5930914,-2240972,6143329,true,1591874,-4549913,-4233356.0
673,3103,-2466014.9,1133568.0,6657769,-5844649,-2942331,-5948635,false,-1438977,-2433143,-5587365.0
674,62,1109415.9,-4091248.0,6675159,2897095,4058280,4435004,false,6424298,-711062,1884645.9
675,2074,1524665.2,1891424.0,-2330530,-5164043,-4951070,-1342317,false,-1528080,-665929,-1832029.4
676,84,5067508.4,-4411504.0,-855048,-240903,3069557,-1405940,false,-2335618,-3538021,-6693959.5
677,2596,6308032.2,-1973168.0,4682133,3951580,4101887,368859,true,2783999,530745,6462444.0
678,643,-6010041.2,-4878784.0,-3134540,-3195710,4853767,-4266344,false,452756,5372398,-1701287.1
679,3454,3506879.0,5902208.0,-4417552,5213414,-4857138,-4726853,false,-1015199,4415945,5098876.5
680,3346,1902280.8,2667424.0,5730916,-5613100,-550048,5381329,false,5471044,-2969600,216609.36
681,3569,-4167911.4,2410368.0,1112286,-2057159,-5874568,-3032678,false,-3863550,5203008,-1021727.3
682,2501,5722434.8,5562064.0,2980655,5429298,3199157,756901,true,492387,791357,-2554124.2
683,2532,-6739663.6,-3519648.0,668984,2386496,4507797,-438697,true,4452780,-4173184,-3219496.0
684,2741,-60262.2,3395488.0,5895330,-4993773,-804346,6100416,true,2330389,4067970,1794990.2
685,1088,4385570.0,-407472.0,-51282,-3819713,-721209,5513600,false,5519124,3713346,-3193183.5
686,3290,-1792065.5,3648304.0,4770172,2585953,5147273,-5161888,false,-3507934,5513393,-5810743.5
687,1187,6785324.0,1097536.0,-388069,-2831299,1553434,353395,true,-4409599,-5778675,3031120.2
688,2463,-1976657.8,5117856.0,-6244714,-1387456,-490273,3767190,true,-1375748,-4969027,-4951439.5
689,219,-5385724.3,2606624.0,-447715,1710500,-2590907,5299274,true,2833212,-779050,789473.25
690,1101,1188995.0,-59728.0,3524137,4148036,-3128391,-1996362,false,-5862332,4976159,-2203025.0
691,3228,3736332.7,6706752.0,396987,3576550,-6154335,5670810,true,416108,4967695,5670219.5
692,3517,-4448873.8,3157536.0,-5864298,-5940981,511493,4459093,false,3693977,4772694,5748838.5
693,1796,-6115853.2,5932448.0,-3958746,4712109,1233838,-5356442,true,-1867736,-5064865,6058322.5
694,2269,-5372501.5,6426192.0,-1527735,-4096033,-3037976,722564,true,52560,-3126717,-2373761.0
695,1070,-3424689.3,5924464.0,-2764572,6844946,-3613683,6259449,false,4720704,2111885,1328080.5
696,3486,-3300588.7,5177536.0,1106642,5286350,5966082,-6014813,true,-4077599,-6537839,1794141.0
697,3572,3033738.3,-3192560.0,-4681128,5834488,-4400441,2332555,false,-1931398,-227072,7278.93
698,2637,-1960213.9,3429808.0,-1329786,2506094,1875225,1627653,false,3290491,6211863,-878490.0
699,530,2188735.9,2056384.0,6736046,-4418541,-3259812,840369,true,-6481796,-6310988,-6613300.5
